Generation: 1 | maxFitness: 0 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,0818098
7|TOP2|0,05424462|0,9117532;-0,1975023;-0,5482421;-0,7075562;0,2198545;0,2693352;-0,3327602;-0,9076734;0,5554466;-0,04156268;0,9238489;0,9334815;0,9214382;0,8658435;-0,1785609;-0,5312045;0,836694;-0,7187967;0,7158754;0,1679105;0,1144387;0,9369578;-0,3898841;-0,9070048;-0,4852329;0,2344223;0,5207498;0,2430006;0,01135361
8|TOP2|0,04881305|-0,2940327;0,1882476;0,6494229;0,6683414;0,8074017;-0,461063;-0,9074094;-0,2221481;-0,5057635;-0,4200319;0,4160144;-0,3006414;-0,1534017;-0,6143231;-0,7297404;0,9760041;-0,3262564;0,5321047;-0,01796782;0,6438358;0,4094376;-0,4848086;-0,1777598;-0,6886554;-0,7007267;0,07244551;0,1519984;0,6463251;0,4659056
9|TOP2|0,03227801|0,8318956;0,4563603;-0,7066913;0,4661789;-0,1038378;-0,4027675;0,785984;-0,6471391;0,6318016;0,5437019;0,4135756;0,1835536;0,2690615;0,03127635;-0,8787069;0,1569473;-0,04086173;0,004846931;0,103979;0,9666557;0,9210126;0,2434551;-0,945369;0,8188181;0,3882737;-0,1410376;0,678812;-0,7383826;0,5086977
10|TOP2|0,03044008|-0,931869;0,4089749;0,2041961;-0,5146446;0,5972393;0,409775;-0,9547732;0,4328546;0,6309905;-0,1523117;0,3239948;-0,4223634;0,995779;-0,2096137;-0,3165566;0,305676;-0,1680068;0,8657792;-0,1873187;0,3092501;-0,3955969;0,04066694;0,631799;0,4872389;0,6169698;0,5728216;0,3140428;-0,8193774;0,4676838
11|TOP2|0,03020768|-0,9661965;-0,3270403;0,4398195;-0,3176957;-0,7901073;0,2596769;0,5084903;0,612505;0,2044355;-0,4141437;0,3485303;0,7052503;-0,9450667;0,4910056;0,3994393;-0,5372467;-0,5702121;0,8012249;0,8617911;0,4812741;0,2001745;0,9998915;-0,5694597;-0,2454151;0,7754278;-0,07599866;0,3278432;0,7244198;0,2159477
12|TotallyRandom|0,03018082|0,3522873;0,004977822;0,7979324;0,9514463;0,1112467;-0,9484124;0,7687392;0,1474882;0,2374994;0,6441207;0,2345873;0,06637204;-0,4292542;0,7750378;0,7436161;0,8487563;-0,9418211;0,7960753;-0,6716459;-0,9055798;0,541579;0,4592349;-0,5107801;0,6799362;-0,2711884;0,7578788;0,2169284;0,2072483;-0,04887879
13|TOP2|0,02927289|0,9200854;0,2226483;-0,268865;-0,7659018;0,7349832;-0,01555955;-0,6782424;0,1119837;0,4123761;-0,3393933;-0,4582227;0,1869181;-0,5463152;-0,5867252;-0,2608122;-0,9149973;-0,6840067;0,2414948;-0,8857012;-0,5894747;0,3114216;-0,009731889;-0,6935766;-0,7281072;-0,05138361;0,5093722;0,57442;-0,7140272;-0,2513138
14|TOP2|0,02873595|0,09295714;-0,97241;-0,7122722;-0,4377052;0,6446157;0,06218469;-0,4168772;0,8409622;-0,3026737;0,6093245;-0,04107106;0,1310757;0,764586;0,6531174;-0,399279;0,7981377;0,475415;0,444581;-0,02830875;0,3062257;0,5803473;0,6248319;-0,4673377;-0,07027304;0,9509337;0,05861223;0,7761424;-0,7076774;-0,2120396
15|TOP2|0,0284282|-0,9913764;-0,7379313;-0,8912516;0,3385298;-0,9765315;-0,9726138;-0,5343573;0,3993144;0,752032;0,9990354;0,6586561;-0,8024921;-0,9402063;-0,2217165;0,6162188;0,213498;0,4640917;-0,6723976;-0,369939;0,6161642;0,6325223;-0,2654618;0,8899374;0,4844362;-0,7131901;-0,9743178;0,9630873;0,05572474;-0,03709185
16|TOP2|0,0282504|-0,972014;0,4057221;0,8734198;0,2961695;-0,07371104;-0,04052985;0,878957;-0,09514153;0,5625002;-0,1210133;-0,910253;-0,8695858;-0,5003877;0,8905976;-0,8446159;0,04468238;0,9252048;-0,9740553;-0,1767884;-0,4716774;-0,9936509;-0,5155699;-0,7924335;-0,6975892;-0,4927222;-0,9781518;0,5443921;0,8640771;-0,3040863
17|TOP2|0,02806346|-0,5035326;0,2461444;-0,4623514;0,3462426;0,2062823;-0,3867942;-0,1242844;-0,1109506;0,9640703;0,5679357;0,1906558;-0,3882834;0,5319908;0,6960623;-0,5819461;-0,6912827;0,1828231;0,7351806;0,5421829;0,7789385;0,9092939;0,2904513;0,9997444;-0,1317743;0,4805436;-0,676466;0,6791437;0,01677263;-0,5016036
18|TotallyRandom|0,02804404|-0,4450094;-0,9511864;0,7213085;-0,6853201;0,2817712;-0,0209502;-0,4080445;0,9998598;0,7007563;0,08707869;0,1805185;0,8964777;-0,6630943;0,8521271;0,1853558;0,67589;0,9195709;-0,9294295;0,5639508;0,1723255;0,6702394;-0,1722487;0,7817876;-0,4515866;0,8720686;0,1519591;-0,6329343;-0,616452;0,3352706
19|RandomParents|0,02761475|0,06923783;0,2435793;-0,7325702;0,2023045;0,8608577;0,2535217;-0,7679603;0,9299486;-0,6564827;-0,4707912;-0,5890267;-0,543978;0,5410247;-0,6083548;-0,1921526;-0,2410294;-0,4738907;-0,5725787;-0,8813195;-0,5083613;0,850827;-0,123226;0,3700871;0,622926;0,03757823;-0,2425729;-0,1753315;-0,5205188;0,8195376
20|TOP2|0,02744618|0,8504274;0,5741627;0,4521434;-0,4109966;0,8042383;0,2289497;-0,03974879;-0,558567;0,1125139;-0,3030411;-0,3401929;-0,2722591;-0,06183326;-0,6901205;0,9880795;-0,561729;-0,1843787;0,1909362;-0,8350916;0,4998257;-0,6525686;-0,8373792;0,7806489;-0,9153776;-0,8829973;0,03780043;0,1519889;0,6076217;0,356416
21|TOP2|0,02721473|0,8804777;-0,9463503;-0,3748463;0,4184038;0,1140126;-0,9217494;0,1407205;-0,3847715;-0,6960485;-0,351173;-0,4987749;0,2273518;0,2401923;-0,1837853;-0,676965;-0,7673788;-0,5313728;0,1116706;-0,2933587;0,4448456;0,6131501;0,6589541;0,8719146;-0,5394716;-0,03826058;0,8552251;-0,4922763;-0,5712967;0,3780157
22|RandomParents|0,02695106|-0,1188458;-0,9735327;-0,8158388;0,7357347;0,5430863;0,05217206;-0,9050648;-0,8058593;-0,1904844;0,3006012;-0,8931091;-0,01322281;-0,3904489;0,2010924;-0,1755985;0,5309489;-0,5327857;0,6839104;0,302257;0,08739746;0,2440361;-0,1199335;0,4043126;-0,1142894;-0,5171273;0,1757182;0,4613697;-0,944608;0,4734854
23|TOP2|0,02693719|-0,8106389;0,8642793;-0,9682777;-0,6672845;-0,6114342;0,1918467;0,8356507;-0,224645;0,3248841;-0,9247773;-0,7172189;0,3259756;-0,04463232;-0,4452468;0,9826698;-0,4583186;0,9056113;0,091833;-0,4052349;0,64201;-0,7122576;-0,01994932;-0,6806176;-0,05688393;0,798584;0,2173854;0,835351;0,5083146;0,5232024
24|TOP2|0,02655532|-0,1580132;-0,3337401;0,513494;-0,6208937;-0,2353295;-0,3537217;-0,2275196;-0,7119594;-0,1275831;-0,927233;-0,3390547;0,2665579;-0,3547791;-0,8937743;0,7144685;-0,5918472;0,270287;-0,577481;-0,6776123;0,6274033;-0,8117173;-0,6599557;-0,4623429;-0,9332647;-0,2124599;0,01895058;0,6781063;0,6570981;0,5823538
25|TOP2|0,02637237|-0,7331064;-0,08598673;-0,3057686;-0,07210863;0,6954708;-0,1869005;0,316509;0,4505505;-0,8818538;0,1874298;0,4980604;0,421359;0,2268785;0,7226439;0,7165666;-0,01733077;-0,275257;0,962425;0,2588522;-0,8504553;-0,7694874;0,6671057;-0,02327144;0,09493053;-0,2906693;0,4427869;0,1355182;0,7503912;-0,7571244
26|TOP2|0,02625328|-0,2205285;-0,1833528;-0,06745756;0,1822993;0,1955858;0,8717561;0,1166111;0,7054405;-0,7513113;0,67734;0,323544;-0,343707;-0,2616078;0,01905;0,02156818;-0,1207277;0,9932313;-0,308303;-0,3580719;-0,7866342;0,6163445;-0,7830112;-0,8796132;-0,2193211;0,4629471;-0,3094302;-0,1464618;0,06431139;0,3568463
27|TOP2|0,02621998|0,5434062;-0,8121691;0,8693309;-0,03188074;0,7057552;-0,562957;-0,5570862;0,7123971;0,3113658;-0,4011258;-0,2529815;0,01604164;0,9508379;-0,7081635;0,5865059;-0,9701555;-0,8090935;0,2167965;0,9957435;0,9115305;0,3210687;0,1012241;0,4188358;-0,7113168;-0,1249775;-0,1740195;0,1212841;0,0411607;0,6581221
28|RandomParents|0,02614703|-0,1820046;0,747612;-0,05882967;-0,5760005;-0,7062187;0,2954266;0,4579022;-0,3533548;0,137854;-0,631448;0,1374947;-0,05956328;-0,6608441;0,8227892;0,5390437;-0,955142;0,03446496;-0,5149062;0,1821064;-0,1138674;0,5297947;-0,4169554;0,9581807;-0,7014813;-0,5358465;-0,8326132;0,7510445;0,5135529;0,2260286
29|TOP2|0,02518094|-0,759738;0,1735913;0,6629438;-0,8445294;0,4257226;0,5232885;-0,9734814;0,8315394;-0,2917358;-0,1272997;-0,1938418;0,134827;-0,9677956;0,7723651;0,7313511;0,3806078;0,08979952;-0,05243337;-0,6677148;-0,2963887;-0,06228817;0,007062793;0,8700149;-0,9188828;0,4610922;0,9187295;0,5442688;0,1842054;-0,9334934
30|TotallyRandom|0,02426595|-0,9854748;-0,7663596;0,8564925;-0,5893421;-0,8576808;0,3846574;-0,21428;-0,01028383;-0,787189;0,976367;0,4150557;0,04971087;0,3398494;0,8077328;-0,3547934;0,6287103;0,02388203;-0,8120112;-0,7101486;-0,6258953;0,2085296;-0,06495082;-0,1840767;0,367171;0,566685;0,3875251;0,6081932;-0,6053905;-0,3886214
31|TOP2|0,02421431|0,168691;-0,1712521;0,3052284;-0,9757843;0,07684743;-0,387683;-0,7766337;0,3101873;-0,1032673;0,02222693;-0,3264772;-0,3261729;0,2014648;-0,5052893;-0,2009586;0,5477626;0,5544693;0,9327629;-0,7229605;-0,6723011;-0,4545134;0,2851412;-0,2113198;-0,6299775;0,4884841;-0,7525346;-0,79774;-0,3310512;0,9040196
32|TOP2|0,02392974|0,8767164;-0,7978132;0,2723324;-0,181008;-0,3894466;0,06089628;0,5342855;-0,1967901;-0,6063488;0,8971572;-0,666281;0,9015095;-0,71806;-0,4372417;0,4247162;-0,8948259;-0,8084695;-0,3036247;0,3301673;-0,1212579;-0,5809152;0,8436635;-0,8297389;-0,2841591;0,6646209;-0,3587178;0,01978791;0,6391149;-0,2076317
33|TOP2|0,02373811|0,5790806;-0,6287885;-0,6739845;-0,2907387;-0,3697749;-0,5553203;0,8043711;-0,08563268;0,534291;0,0622822;-0,2641054;-0,8256557;-0,5165501;0,5935204;0,3535659;0,3014865;-0,8018756;-0,7378938;-0,5197635;0,5010397;-0,3257624;-0,3143371;0,5815535;0,5063159;0,73312;0,1619591;0,4029948;-0,6045511;0,8234141
34|TOP2|0,02373483|0,5610964;-0,6174042;0,4565026;-0,3133737;0,8150837;0,4673016;-0,4012817;0,5368419;0,3733022;0,1358031;0,4073734;-0,8422594;0,6143351;-0,4453386;-0,6398706;-0,3021411;0,3773906;0,2151531;-0,8205287;0,851361;0,07897103;0,5733821;0,5927522;-0,0603987;-0,7700932;-0,3071021;0,1475724;-0,3043767;0,9008906
35|TOP2|0,02343468|0,2175118;0,9070878;-0,8666284;0,3144269;-0,6909521;-0,7947354;-0,1746963;-0,04872811;-0,3571621;-0,07883489;-0,190703;-0,8622746;0,7913325;0,1463553;0,09013999;-0,2827266;0,6412933;-0,3070418;0,8812349;-0,696913;0,5295382;-0,553896;0,3785348;0,3588094;0,7982428;0,4545262;-0,9387095;-0,3191787;0,8480339
36|TOP2|0,02331405|-0,4980603;0,5696881;0,9674873;-0,7870452;0,6680899;-0,1925677;-0,2211848;-0,362306;-0,409598;0,7013748;0,4655356;-0,8945103;0,7146168;-0,6955497;0,1720005;0,5921054;-0,3628248;-0,04290974;-0,7332156;0,6853588;-0,2594115;0,2705233;0,8204966;0,5795653;-0,09561455;0,310822;0,1293715;-0,5531769;0,9469287
37|RandomParents|0,02324301|-0,01500738;0,342895;0,9473743;0,6552889;-0,0868572;-0,9406967;-0,06372988;0,4835403;-0,03403246;0,2787368;0,4769718;0,1739303;-0,2747859;-0,2927054;0,09527218;0,9619501;-0,9212213;0,08929002;-0,9578035;0,2103063;0,9106922;0,6827304;0,0317167;0,4852378;0,05283701;0,215408;0,2520053;0,279068;-0,8915095
38|TOP2|0,02274633|-0,5533946;-0,8729565;-0,3067075;-0,553901;0,2151045;-0,6103604;-0,02354276;0,999578;0,4773867;-0,2756766;0,2665977;-0,1150299;-0,5261233;0,1067623;-0,1082863;-0,6664994;-0,7448003;0,4111595;-0,6654651;0,7639093;-0,1320709;0,6124368;-0,8468833;-0,5810766;0,6650674;0,06288993;0,7218268;0,6163647;0,8877261
39|TOP2|0,0222905|-0,04626167;0,5280445;-0,779289;-0,5507841;-0,2227882;-0,5195239;0,6016047;-0,4986619;0,5743003;0,4905266;0,8505754;-0,8022273;-0,3214711;0,2645092;-0,1163639;0,358206;-0,5178857;-0,3187152;-0,9107025;-0,9417195;0,5625155;-0,296759;0,9385009;0,05566442;0,1251358;0,7841487;0,5609105;0,3053608;0,4248635
40|TOP2|0,02136499|0,8498864;0,1831423;-0,7854798;-0,5316393;0,07122004;-0,9637916;-0,7492003;-0,2849833;0,2432004;-0,7079806;0,3256724;0,3422851;-0,4043504;-0,1721941;-0,1898032;0,5113053;0,4147157;0,3044097;-0,06393063;0,362566;-0,6214681;-0,001853108;-0,772644;-0,2852167;0,7721522;-0,1935304;-0,2455689;-0,7885265;-0,6899478
41|TOP2|0,02132113|0,9666271;-0,4509104;0,6151223;-0,1744529;-0,02148426;-0,6397696;-0,3972508;0,6583893;0,2970736;0,294897;-0,5859201;-0,3226706;-0,6216776;-0,7776723;-0,90645;-0,1586174;-0,5528884;0,7430851;0,2767563;0,08027971;0,9433379;-0,9480944;-0,837841;0,6040351;0,3515725;0,2472278;-0,4333473;0,6851332;0,6794443
42|TOP2|0,02131873|-0,8410475;-0,2355069;-0,01675379;0,715977;0,9094796;-0,9341486;0,5949354;0,06967151;0,9248455;-0,8528011;0,9250865;0,2684641;0,3665635;-0,3631924;-0,908663;-0,6135213;-0,7420459;0,1312498;0,6392465;0,3707711;-0,3668898;-0,08257854;-0,5652382;0,9511619;-0,919229;-0,9595461;-0,3641001;0,7488325;0,7165952
43|TOP2|0,0207688|0,7974908;0,09308898;0,4704599;0,4151306;0,4306106;-0,7129817;-0,2265474;0,7009351;-0,01641381;0,4503593;-0,02358711;-0,5219476;0,2782314;0,3071427;-0,9142444;-0,05237472;0,6815121;0,5907154;-0,860137;-0,04782784;0,1346155;0,4343886;0,8527272;-0,212247;0,5857232;0,6548536;0,5660172;-0,3941044;0,8422461
44|TOP2|0,02045978|-0,1969086;0,4810137;0,800895;0,3340432;-0,4557801;-0,04342854;-0,382224;0,6565998;0,04544008;0,7745986;0,63712;-0,3037933;-0,2228771;0,160143;0,06503737;-0,9385245;0,4496984;0,7992408;0,003326297;-0,3271292;-0,8287449;0,1868023;-0,612541;0,01320398;-0,06453192;-0,4502405;-0,706903;0,04223239;-0,6952391
45|TOP2|0,01984517|0,03259003;-0,5856352;-0,7769811;-0,4254915;-0,5462272;0,1381961;0,2328275;0,3181662;0,04615247;0,5331829;0,8614326;0,115805;-0,1021477;-0,1560434;0,8434944;-0,5801988;-0,06333578;0,3816023;0,4315562;-0,882345;0,5103705;-0,8105638;0,2219988;0,6921155;-0,9451172;-0,5471833;-0,6656444;-0,5721505;0,1741892
46|TOP2|0,0193443|0,1717952;-0,2808319;-0,7360737;0,9632328;-0,1338297;0,2048329;-0,6466925;0,659389;-0,2159983;0,6244767;-0,4879876;-0,5303175;-0,9359119;0,6111753;-0,4354805;-0,7269647;-0,3537952;-0,1646785;0,1868459;-0,4049381;-0,3460134;-0,3258735;-0,6219244;-0,7199199;0,7899463;-0,3561844;0,7672288;0,3377933;-0,9097366
47|TOP2|0,0192332|0,6956604;0,5758226;-0,7248454;0,7820239;-0,6598618;-0,1786851;-0,3441194;0,9633243;-0,5273168;0,9609818;-0,4925247;-0,580373;0,6258526;0,1709126;0,8696554;0,417834;-0,7301369;0,1312891;0,5358989;0,5476854;0,9304419;-0,5234084;-0,8435683;0,7104836;-0,675488;-0,6648293;-0,1680027;0,1680735;-0,4278144
48|TOP2|0,01874667|0,1151303;-0,01432455;0,7966783;0,5118484;-0,9233453;0,5798526;0,4545023;0,7291286;0,2059931;0,3493221;-0,8589127;0,4933827;-0,9408646;0,1177536;0,5026565;-0,9230721;-0,283893;0,7116015;0,00551784;0,9114456;0,8568723;0,4303794;0,5020299;0,4893593;-0,5834675;0,6058664;-0,2659086;-0,1986929;-0,5337207
49|TOP2|0,01814062|-0,2784189;0,9577761;0,08194196;-0,5363808;-0,4332179;-0,4654173;0,08169734;-0,6389904;0,4712448;0,5136375;-0,3515488;0,5418749;-0,3436204;0,6095812;0,3200671;0,263942;0,5755427;-0,01651824;-0,3540586;-0,7227211;-0,08018959;
