Generation: 1 | maxFitness: 0 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,07983693
8|TOP2|0,02614154|0,2137891;0,08966219;0,4836807;0,008922219;0,6533718;-0,9195862;0,3238165;-0,3555666;0,5371828;0,8902583;0,9106746;0,4136414;-0,2053078;0,1347014;0,4862485;0,1560479;-0,09657061;0,7684035;-0,7020061;-0,08978355;0,5042639;0,9906213;0,6023839;0,8389487;-0,3611699;-0,2342726;0,5275414;-0,01824272;0,3178003
9|TOP2|0,02612703|-0,2532884;-0,3382047;0,4388184;0,3895073;-0,4042248;-0,08812082;0,6274047;-0,8205118;-0,9773529;0,5188096;-0,8033495;-0,09183824;-0,2341937;0,006606936;-0,2315842;0,002264857;-0,06889141;-0,6521125;-0,04281628;0,200972;-0,8107326;0,1293329;0,6171679;0,5312285;-0,2602869;-0,9067137;0,4141137;-0,5300131;0,3514163
10|TOP2|0,02547526|-0,4127175;0,8194947;-0,3870283;-0,9635978;-0,7730002;-0,353918;0,8701763;0,1104544;-0,8307941;-0,3571924;0,5648632;0,9480891;-0,7670028;-0,8083329;0,07837903;0,8804832;-0,6490574;-0,01995242;-0,5111475;-0,8744287;0,5823729;-0,2681466;-0,9013712;-0,4798359;-0,741637;-0,5239482;-0,03301656;-0,7795064;0,7049139
11|RandomParents|0,02537452|-0,2434808;-0,8778644;-0,5206444;0,7496257;-0,7569709;-0,4507345;0,970062;-0,04830873;-0,4362921;-0,6651564;0,6901915;0,2040998;0,2403048;-0,8823833;0,6859007;-0,1019124;-0,7178264;0,695013;-0,8185449;-0,9428067;-0,7918348;0,05978763;-0,01785409;0,8129137;0,04694831;-0,06942594;-0,2059821;0,6729856;-0,2512168
12|TOP2|0,02478756|-0,4064797;0,0668112;0,3415427;0,1141528;-0,2255267;-0,3973984;0,4206843;-0,9431221;0,5936413;0,523387;0,4247288;0,3610387;-0,8815336;0,4447832;-0,05512416;-0,1566511;-0,9580927;-0,8069587;-0,9032581;-0,06499517;0,5388942;-0,06006682;0,4263711;-0,8528266;-0,5083179;0,4580183;0,3343157;0,3108742;-0,07207143
13|TOP2|0,02244256|-0,6538825;-0,6399517;0,5139194;0,525594;-0,9782479;0,8725367;0,2812781;-0,9551549;-0,5383193;0,6179748;0,9412231;-0,5457025;-0,03991711;0,2526574;-0,1499978;0,5555241;0,9769514;-0,09748614;-0,7470095;0,1022004;-0,9823396;0,4371166;-0,250579;-0,3849727;-0,6639874;0,2137514;-0,9736593;-0,1186413;-0,3516537
14|TOP2|0,02090979|0,1763037;0,4017174;-0,3703681;0,7230456;0,4214797;-0,8208776;-0,200734;-0,8015666;0,7786796;0,5456553;0,8830559;-0,7747757;0,5678511;-0,1750146;-0,2608715;-0,8226762;-0,4564847;0,690418;0,07600319;-0,001934886;-0,01075065;-0,4629363;-0,3571159;0,2340971;0,04729068;0,6082354;0,5947115;-0,7167759;0,639364
15|TotallyRandom|0,02089621|0,1091086;0,3414352;-0,9514127;0,4059767;0,4304545;0,4393685;0,4486077;-0,4609901;-0,2749351;0,5261858;-0,1566604;0,8496125;-0,9095206;0,8222504;-0,8409746;-0,5170469;0,2099563;0,7645662;0,4185209;-0,3632365;0,8345037;-0,7524595;0,2428752;-0,322322;-0,5846996;0,7005961;0,8083684;0,2664456;0,7952924
16|TotallyRandom|0,02085287|-0,3958043;0,1266729;-0,7675998;0,6702547;-0,1636261;0,561156;-0,6749001;-0,7375116;0,7407761;0,9513681;0,3148551;0,3835101;0,5804641;0,253088;-0,7910268;0,727015;-0,7464626;0,4552638;-0,2944041;-0,622761;-0,7535958;-0,6983709;0,6066782;-0,01296008;0,9384403;-0,9639924;-0,1320163;0,7710299;0,7019224
17|TOP2|0,02072913|0,1309794;-0,9551497;-0,5303621;-0,5262737;0,825177;0,06808364;-0,8965051;-0,24008;0,7758093;-0,5438018;0,5326779;0,827158;0,5610559;-0,4485427;0,9555521;-0,08053982;0,04955375;0,3589251;0,6249645;0,7998998;0,7238381;0,6836324;0,1264764;-0,4760541;0,3212969;0,5671754;-0,318;-0,7593973;0,08615839
18|RandomParents|0,01955072|-0,8086057;0,2095369;0,9088125;-0,9234214;-0,9789591;-0,6705475;0,7640386;0,1216332;-0,1562053;-0,5664485;0,03184903;-0,4730321;-0,253116;-0,1590523;0,4572255;-0,01585448;-0,6318436;0,05286133;-0,03045809;0,7633822;-0,9992437;0,2930774;0,04701722;0,1438648;0,07531178;0,484524;-0,8606555;0,3460781;-0,5127747
19|TOP2|0,01951542|-0,9621036;0,2759015;0,8283627;-0,7079098;-0,6716387;-0,6652069;-0,8262861;0,2661507;-0,8559027;-0,8873332;0,7025683;-0,1702212;-0,7420907;-0,6987162;-0,2823411;-0,3735539;0,5986278;0,9766047;0,5792055;0,6645372;0,2783034;-0,8227892;0,6685104;-0,5654683;-0,2517134;0,02348268;0,2835889;0,8983188;-0,4833688
20|TOP2|0,01831493|-0,1487316;0,5272257;0,7609773;0,5669501;0,9323404;0,8697793;-0,8904643;0,3019049;0,1956245;-0,8713651;-0,2595092;-0,5397215;0,5469437;-0,3989917;0,5870113;0,6458569;-0,8036301;0,1500198;0,2412831;-0,441049;0,01335347;-0,318489;-0,2553843;0,6716609;0,5366213;-0,8275299;0,6406176;-0,4000317;-0,1544298
21|TOP2|0,0171751|0,2699833;0,161431;0,1351658;-0,7226176;0,5838585;0,4939258;0,5497963;-0,1501859;0,2482876;-0,312204;-0,5485179;0,2757427;0,8797483;0,4622276;0,8905962;0,4512107;0,2693538;0,5047097;0,683665;-0,4545015;-0,7789843;0,3749854;-0,03355587;-0,07689679;0,973731;0,1214579;0,1772884;-0,5770566;-0,5232232
22|TOP2|0,01657817|-0,2612494;0,6884124;-0,833447;0,08469379;-0,71649;-0,8098462;0,9544163;0,1650969;-0,292704;-0,7191973;-0,4424766;-0,7439077;0,886447;0,9568887;0,9519029;0,150849;0,4553621;0,1529325;-0,4349898;0,05347598;-0,8081377;0,4943349;0,6887636;0,4070348;0,8325405;-0,4727353;0,09139907;-0,2209016;-0,2511758
23|TOP2|0,01646098|-0,3463098;0,1291546;0,7255325;0,3951261;0,05370796;0,404418;-0,2076789;-0,9565809;-0,2602712;-0,8328345;0,2747922;0,9702802;0,774852;-0,4771477;0,03281534;0,5412998;-0,2264308;-0,1691903;-0,4008988;0,8132107;0,590874;0,5055356;0,7120895;-0,1211103;0,5836205;0,1291395;-0,2978832;-0,1860081;-0,7193236
24|TOP2|0,01603334|-0,4968487;-0,4918126;0,5789652;-0,7299693;0,003997922;0,3370738;0,2191204;-0,1207203;0,6473906;-0,7693508;0,144071;0,9744389;-0,1820675;0,05033529;0,855052;0,3325791;0,9308736;-0,568151;0,7873061;-0,4940928;0,3932857;0,9211879;0,4561417;0,1845387;0,7779822;-0,1495544;0,5562422;0,2809996;0,2618611
25|TOP2|0,01530517|0,3756511;0,8253798;0,9575441;-0,6908219;-0,9915986;-0,885535;-0,2713515;-0,05451524;0,686625;-0,3809019;0,4381659;0,5333707;0,7532268;-0,446107;-0,5136352;0,5716157;0,7406523;-0,9975929;-0,4840599;0,1966282;-0,7761121;-0,8509295;0,5620904;0,2041517;-0,1870009;-0,1207944;0,6687629;-0,6623924;0,6432517
26|TOP2|0,01494594|-0,6831272;0,5945656;0,7557845;0,7213171;0,07639658;-0,04500186;0,9259143;0,247553;0,4074235;-0,7600148;-0,0469631;-0,05191648;0,7197902;0,1090971;-0,3477942;0,2993395;-0,07474005;0,5067871;-0,715754;-0,3039333;-0,3563663;0,8367312;0,3295123;-0,8132658;-0,3706883;0,1477724;-0,6175175;-0,003011346;-0,559062
27|TOP2|0,01492814|0,6213212;0,3245508;-0,6694074;-0,9655569;0,144704;0,9906282;-0,4630324;0,1258813;0,3159773;-0,6788921;0,3386802;0,9159603;-0,02384102;-0,01554143;0,7722411;-0,8888438;0,9185205;-0,2948874;0,5848238;0,5623899;0,579078;-0,8206789;-0,05557883;-0,409314;0,6080008;-0,1268655;-0,5577023;0,2944064;0,6235416
28|TOP2|0,01491491|-0,09678876;0,5969458;-0,2162308;0,114791;0,5929823;0,1100713;0,2635441;0,9616086;0,890152;-0,8947935;0,5798314;-0,8079643;-0,5716462;0,1031758;-0,5533605;0,841938;0,8159862;-0,3131925;0,5878277;-0,726671;-0,9453313;0,7868061;-0,8060758;0,414284;-0,5985694;0,307671;0,9789743;0,5001414;0,5302131
29|TOP2|0,01466906|-0,7451274;0,6913188;0,3652811;0,06928957;0,5455782;-0,4090983;0,6335976;-0,8174434;0,537014;-0,02215374;0,2280222;0,8410974;-0,06923378;-0,4885551;0,5004573;-0,4863755;0,4450781;0,06851423;-0,1919373;-0,7439225;-0,7221162;-0,6273677;0,2571165;0,8646555;0,5023608;-0,5394909;0,6117575;0,2347354;0,6881626
30|TOP2|0,01462801|-0,86743;0,810688;-0,308956;0,6063583;0,06222022;-0,03041875;0,901371;-0,6415389;0,8403182;0,5935402;0,1210309;0,1585914;-0,5191326;0,3051395;0,8021653;-0,3588613;0,4917991;-0,8328218;0,7266088;-0,9023874;-0,8878243;0,2666399;-0,05754387;0,9368553;-0,9890378;-0,6283896;0,04873979;0,6217179;0,6502688
31|TOP2|0,0144409|-0,6265714;0,4778819;0,05730808;-0,4090985;-0,4834346;-0,1163508;-0,3816408;-0,5592148;-0,0662607;-0,1305422;-0,09393513;-0,03428257;0,3766381;-0,6991866;-0,7528341;0,4926693;0,9578898;-0,1884474;-0,9496505;0,1006492;0,7178631;0,586009;0,7112358;-0,1052605;0,1542519;0,3408503;-0,2336448;0,2497419;0,9744503
32|RandomParents|0,01419837|0,04484928;0,4000594;0,4992978;-0,111447;0,9433339;-0,378728;0,6589479;-0,0325526;0,3834858;-0,5667548;0,624222;-0,5962956;0,7477949;0,06966722;0,8028646;-0,3555795;-0,6609406;-0,7346036;-0,8433979;0,7750728;0,832489;-0,9254179;0,01663435;0,3168559;0,5110614;0,8475862;-0,08020294;0,6609244;0,5647027
33|TotallyRandom|0,01396716|0,0602752;0,4866018;0,7955167;0,5804479;0,6098793;0,6972778;0,993592;-0,2045428;0,8013077;0,6262677;-0,8678432;-0,08516204;0,02706826;-0,9017241;-0,006494641;-0,7329862;0,5188024;0,7938538;0,4323489;0,3690057;0,3675785;-0,5936856;0,8561888;-0,7432864;0,2830157;-0,9493225;0,7419109;0,7603297;0,5586302
34|TOP2|0,01386902|0,7063556;0,1588722;-0,9957328;-0,5717871;-0,687778;-0,3244942;-0,2724744;-0,3905238;-0,9506896;0,3607273;0,6270354;-0,9770138;0,3667741;-0,3002104;0,02058828;0,4998016;-0,806638;-0,5261197;-0,6952126;0,6208987;0,7852774;0,07802474;0,05369055;0,2293829;0,5942504;0,08396423;0,4698593;0,03141487;0,8161864
35|TOP2|0,01344366|0,4959266;-0,5056994;-0,1787423;-0,9968045;0,486535;0,3600321;-0,02472913;-0,9302835;0,9276767;0,8798726;0,6325693;0,8456848;0,7485557;0,1537338;-0,6526453;-0,5880713;0,9961936;0,2868504;0,614033;-0,8634043;-0,5298042;-0,3837789;0,8270571;-0,4821492;-0,204599;0,1687495;0,6525202;0,598;0,9710078
36|TOP2|0,01279833|-0,1149348;0,2358986;0,5020795;-0,897855;-0,04820621;0,5705314;0,2200671;-0,6909823;0,8504667;0,5107911;0,8625216;0,267565;0,2977917;-0,3134094;0,6838222;-0,6291773;0,1236831;-0,2582189;-0,5084462;0,1710716;0,7509553;0,2386776;0,998491;-0,5212326;0,692735;-0,5068562;0,6500843;-0,1135064;0,8386352
37|TOP2|0,01129947|0,688673;-0,4579664;-0,4907242;0,6244762;-0,4423491;0,5300839;0,5171001;-0,4342378;-0,5529032;-0,846096;0,07819688;0,6486692;0,4833548;-0,2219528;0,5767717;0,2940206;-0,03029144;0,9548144;-0,9883115;-0,4304799;0,20079;-0,2538654;-0,5909986;-0,8787861;-0,9932752;-0,8577731;0,5096035;0,1531202;-0,4999884
38|TOP2|0,01128659|0,1570131;-0,8196912;0,7212439;-0,3181702;-0,9591773;-0,9414124;0,4830749;0,4987211;0,4295675;0,3609118;0,2854123;0,597008;0,04533041;0,2020031;-0,5419242;0,2979905;0,3302803;0,3512385;0,420474;-0,2797042;-0,8516376;-0,5125914;0,9991896;0,9256852;0,09894311;0,1248082;0,01319325;0,2445019;-0,9412973
39|TOP2|0,0112002|0,9289727;-0,6324508;-0,8492081;-0,9446476;-0,7905486;0,3870499;0,3315947;0,6355889;-0,2812971;0,1595997;-0,4861726;-0,4965209;-0,3508862;-0,5820601;-0,318978;0,9125872;-0,9292996;0,2191092;-0,7617426;-0,7265458;-0,04239595;-0,3183323;-0,5029109;-0,03368986;-0,38984;-0,7234616;-0,444631;0,6797509;-0,7171617
40|TOP2|0,01062627|0,7617984;0,05215418;-0,8575978;0,2726564;-0,6922126;0,09155715;-0,1601702;-0,917829;0,4741065;-0,2153968;0,5994856;-0,110171;0,618154;-0,04687822;-0,4066182;0,3924694;0,4866214;0,3072469;0,4667089;0,8714914;-0,3703281;-0,400324;0,1013154;-0,1779681;0,75807;0,3496265;0,8735363;-0,2701777;-0,8850937
41|TOP2|0,009886903|-0,3080734;0,1350192;-0,8224263;-0,2176813;-0,9374435;0,5952895;0,3731973;-0,325894;0,9226873;-0,4626943;-0,8476298;0,2993712;-0,1411067;0,7797887;-0,1506957;0,3853054;-0,8904877;0,2593586;0,8528607;-0,6951118;-0,5424047;0,2421268;-0,2908133;0,3959667;-0,04058325;-0,9337168;0,06638801;-0,3658019;-0,5592997
42|RandomParents|0,009657959|-0,528537;0,5224464;0,7307239;-0,1011001;0,02852356;-0,1506058;0,2342376;0,04479825;0,3837313;-0,2364053;0,1015788;0,9125504;-0,3356739;-0,2292162;0,5964129;0,1981558;0,1743852;0,3410163;-0,8474865;-0,2897764;0,4851918;0,02723849;0,1318301;-0,369229;-0,3936285;0,3644736;0,5124259;0,2072035;-0,8640788
43|TotallyRandom|0,009587188|0,1481298;-0,7307072;-0,8175278;-0,9539175;-0,06824768;0,9865537;-0,8903627;-0,4130636;0,4454009;-0,5267706;0,8995545;-0,1525246;-0,2013518;0,1018921;-0,06836903;0,7241135;-0,09842932;-0,618808;-0,2022234;0,5465214;-0,7828808;-0,6060677;-0,6310215;-0,6852162;-0,9524381;0,09358442;-0,9568539;0,7434633;-0,9952474
44|TOP2|0,009107002|0,4091448;-0,5440917;-0,1970915;0,9507377;-0,7395782;-0,1431853;0,385679;0,7065935;0,2891316;-0,9024127;-0,7061512;0,9294453;0,6850848;0,2863128;0,0957495;0,6393869;-0,9670911;-0,9872162;0,9100468;0,1763157;-0,5135772;0,565129;-0,4988936;0,9446409;-0,8643305;-0,8182714;-0,3893164;0,2795095;-0,913676
45|TOP2|0,00880243|-0,6242981;0,4773447;-0,3609048;0,9177458;0,9753714;0,7764101;0,539598;0,743078;-0,9911451;-0,1738566;-0,9396319;0,9531257;0,1946429;-0,8486028;0,688612;-0,4903563;0,3022306;-0,9949803;0,386446;-0,03285086;0,3813905;0,1532668;0,1221915;0,4909057;-0,8828673;-0,9789963;0,4905195;-0,8769739;-0,3435692
46|TOP2|0,008607685|-0,1294199;-0,1064631;-0,8234069;-0,7138581;-0,2526718;0,4244861;0,4017942;-0,5253329;0,9758737;-0,5783322;0,3005123;0,7016158;0,3045423;-0,6666675;0,7542696;-0,6156275;-0,8429248;-0,7294431;-0,4537836;0,05914128;0,8247149;-0,5858591;-0,9170592;0,8094218;-0,4750715;-0,5265338;-0,9265704;-0,3688482;-0,5817306
47|TOP2|0,008130535|-0,4699546;0,4358313;-0,6676326;0,6047595;-0,2488221;-0,5188198;0,5872278;0,2420374;-0,3892075;0,7397904;-0,9943917;-0,3913084;-0,6663275;-0,8909743;-0,1962279;-0,5186827;-0,3187059;-0,1602575;-0,09065521;-0,692595;0,8351109;0,9665189;-0,4511839;0,5151293;-0,489596;-0,3405803;0,4233193;-0,9560726;-0,2241384
48|TOP2|0,007606747|-0,7909045;-0,3960184;-0,09100544;0,8366916;-0,5632286;-0,14367;-0,3041283;0,4210734;0,3880095;-0,3416415;0,7080812;-0,8418446;0,8590453;-0,858999;-0,7392261;0,06107152;-0,1577619;-0,532136;0,1798273;-0,7787619;0,3074388;0,4824109;-0,8730848;0,9546223;-0,5584955;-0,5227857;0,6059725;-0,3579642;-0,9389195
49|TOP2|0,006715737|0,9677219;0,9764607;-0,3744489;0,9413893;-0,6493492;-0,5921202;0,8111539;-0,9336596;-0,1810826;-0,78037;-0,5895045;-0,2437385;-0,3786055;0,2139908;-0,365167;-0,1866907;-0,8863354;-0,03058088;0,5543239;-0,7788739;-0,443
