Generation: 40 | maxFitness: 1,960886 | maxFitnessGen: 1,682632 | maxFitnessGenBuf: 1,75107
N TotallyRandom: 10 | N RandomParents: 10 | N Top2: 10 | Min Mutation: 0,5

Index: 0 | Name: car 21 | Brain Type: TOP2 | Fitness: 1,75107 | BrainData : 1,662879;2,640908;3,299843;-2,721395;-2,471067;0,8150892;-1,186514;-4,707701;-3,224494;1,33873;-3,520178;2,663249;-1,865998;3,176183;4,141226;-2,453208;-3,508946;0,5950938;-1,219438;-2,781365;-1,31783;0,2388826;1,240739;4,889096;-0,5883425;3,737271
Index: 11 | Name: car 20 | Brain Type: TOP2 | Fitness: 0,7758017 | BrainData : 1,662879;2,640908;3,278497;-2,699617;-2,489668;0,8323859;-1,215454;-4,743579;-3,224494;1,388708;-3,520178;2,627781;-1,904277;3,174841;4,10914;-2,460697;-3,468332;0,5950938;-1,229839;-2,780714;-1,31783;0,275926;1,219132;4,863067;-0,6135637;3,698306
Index: 12 | Name: car 30 | Brain Type: RandomParents | Fitness: 0,3814267 | BrainData : 1,264946;4,238729;-0,9307427;0,09687948;-3,939464;-0,3384323;1,413288;4,673915;-2,933421;-0,3443937;0,1858444;-0,8797054;-4,11434;3,014402;-2,464869;-4,532072;2,932534;0,2869205;3,969795;3,726983;0,4239421;-3,93873;-2,693333;-0,6242628;-0,1678915;1,980251
Index: 13 | Name: car 4 | Brain Type: RandomParents | Fitness: 0,3807881 | BrainData : 4,833092;-1,473913;-1,535663;-4,115086;5,034823;-4,925961;-2,719767;-4,056746;3,041603;4,114176;2,844965;0,1192835;-1,685038;0,8646898;1,329644;3,801558;4,83119;3,161921;-0,9576769;-0,09254657;0,6573923;-4,693892;-4,74359;-3,145988;0,4494338;1,790626
Index: 14 | Name: car 17 | Brain Type: TotallyRandom | Fitness: 0,352997 | BrainData : -3,978561;-0,9841256;3,707676;-2,882116;3,161222;0,3846889;-4,906929;-2,458463;3,204259;-1,079754;-2,074862;0,8365459;-1,273043;-4,449705;1,906544;-1,956934;0,4378719;-3,438601;0,2708097;-1,871362;1,805378;2,362255;2,52162;-1,547951;0,262001;1,32867
Index: 15 | Name: car 18 | Brain Type: TotallyRandom | Fitness: 0,3521276 | BrainData : 0,7462697;-4,398154;-3,327471;1,868451;-4,117116;-0,6535916;-4,365934;0,9676929;3,681855;0,1047091;4,672752;3,248425;-3,72679;-0,5663891;3,630769;-2,962453;-1,982545;2,752028;-4,067043;-0,6009321;0,1344199;-3,881777;3,642049;-2,635036;0,9832125;0,9913511
Index: 16 | Name: car 0 | Brain Type: RandomParents | Fitness: 0,3245477 | BrainData : -0,5596094;3,883014;0,4765077;-0,6473808;2,527223;-4,09656;-1,407008;0,2002769;3,435572;3,929627;1,147743;1,92374;-2,335257;4,497892;-4,528002;3,108438;-3,886726;-3,530832;-3,739375;0,2410407;3,278432;-4,898367;-0,7937508;-3,432674;3,727972;-4,306211
Index: 17 | Name: car 10 | Brain Type: TotallyRandom | Fitness: 0,324369 | BrainData : 4,320013;-2,340142;1,840328;3,823387;-3,782346;2,255;-4,140125;-0,221117;-0,0149684;-3,526821;0,8207421;1,686673;-0,4668741;4,644748;3,121445;1,695382;-3,524328;1,023478;4,196366;3,183148;0,8867164;0,5785913;-3,253537;4,337349;2,175545;-4,288511
Index: 18 | Name: car 15 | Brain Type: TotallyRandom | Fitness: 0,3010486 | BrainData : 1,958474;-0,2917366;-2,845889;4,090754;-0,4108877;-3,553722;1,093435;-0,6013889;0,5634909;-3,327098;4,054924;0,3687305;-3,144814;0,2906222;-0,318933;0,204248;3,029642;2,462814;3,772629;1,747129;-2,991758;4,896049;0,1590161;4,239897;1,683093;-0,3261881
Index: 19 | Name: car 1 | Brain Type: RandomParents | Fitness: 0,3010367 | BrainData : -3,116936;4,513564;-4,769431;-4,67457;1,528505;-1,460564;-1,692755;1,413267;-2,519636;3,194342;3,769147;-2,605432;1,26049;-3,217803;2,050503;-0,3885421;-1,252131;3,709354;-1,478734;3,5534;-3,328943;-4,57174;2,43021;3,452982;2,307904;3,756313
Index: 20 | Name: car 2 | Brain Type: RandomParents | Fitness: 0,3004871 | BrainData : 0,8204584;1,634389;2,841195;4,918491;-2,267156;-1,102899;2,97066;3,183999;-1,16107;1,776381;3,580124;-2,162304;0,7430893;-2,825223;2,78537;4,066255;-1,57454;0,8864107;-0,4474667;-2,546511;-2,099334;1,955381;4,11806;2,883162;2,277601;1,366077
Index: 21 | Name: car 7 | Brain Type: RandomParents | Fitness: 0,3004867 | BrainData : 0,8352751;1,59255;2,857245;4,918491;-2,267156;-1,097658;2,989458;3,229952;-1,188232;1,776381;3,580124;-2,235926;0,7512263;-2,844311;2,823371;4,09476;-1,576553;0,8512397;-0,4835658;-2,522527;-2,075353;1,915048;4,150098;2,873559;2,30272;1,33578
Index: 22 | Name: car 9 | Brain Type: RandomParents | Fitness: 0,2617543 | BrainData : -1,373358;-2,827316;-3,233349;1,070218;4,056551;-3,303182;-2,238695;-2,733694;0,8182855;3,836858;-2,593738;-1,021021;1,191928;3,078805;-0,02135324;-2,423961;1,278375;-3,983477;-2,610764;2,207204;0,6045047;-4,381753;-1,922348;3,298661;-2,26243;3,136063
Index: 23 | Name: car 16 | Brain Type: TotallyRandom | Fitness: 0,2550912 | BrainData : 1,559228;4,401475;-2,077002;-2,734112;1,029523;4,849534;0,2649479;3,489369;-3,259927;2,50998;1,359292;-1,603776;-2,444431;1,57723;-2,44154;3,65463;-3,355671;1,572226;-3,604982;-2,919477;0,6232839;0,1714735;1,275448;0,6868596;-4,579039;4,782778
Index: 24 | Name: car 11 | Brain Type: TotallyRandom | Fitness: 0,235375 | BrainData : 2,810246;4,420481;2,791568;2,294015;0,3425388;1,039386;1,689064;1,940146;-1,064682;2,798481;-4,979961;-4,753984;0,5461211;-0,6598444;-2,497186;-2,479422;0,5907087;-0,7273526;-3,346745;-1,54389;0,4326015;-3,117395;2,088008;2,128297;-1,59328;-4,666449
Index: 25 | Name: car 13 | Brain Type: TotallyRandom | Fitness: 0,2346702 | BrainData : 2,689475;-3,42713;3,710264;-4,983181;-1,39081;3,50806;4,654367;-0,9138684;-0,00406456;1,35882;2,890837;-3,583119;4,146256;-3,778562;1,665429;-2,802696;2,919779;-1,024099;2,580193;-3,422989;-3,694754;3,693858;-2,620774;-3,805142;-4,402323;3,321065
Index: 26 | Name: car 6 | Brain Type: RandomParents | Fitness: 0,2290595 | BrainData : 0,3048186;1,452305;-0,2933901;-0,7835956;0,5918874;3,652268;4,432382;-4,410396;1,790321;-2,983943;-4,398154;-1,533541;0,8932524;-4,01284;1,095859;2,277428;-3,149154;3,3986;1,7545;-1,971469;1,445503;4,14791;-3,210388;0,9166541;-4,222649;0,2990718
Index: 27 | Name: car 3 | Brain Type: RandomParents | Fitness: 0,2290532 | BrainData : 0,3187875;1,488624;-0,2933901;-0,7835956;0,6262379;3,657869;4,476815;-4,37381;1,835134;-2,942894;-4,398154;-1,446683;0,8932524;-4,011721;1,10576;2,310412;-3,151682;3,3986;1,761713;-1,9293;1,445503;4,14791;-3,210388;0,9209614;-4,23097;0,3367276
Index: 28 | Name: car 5 | Brain Type: RandomParents | Fitness: 0,229029 | BrainData : 0,2863512;1,424657;-0,270451;-0,7337557;0,6262379;3,652268;4,476815;-4,37381;1,756847;-3,004535;-4,378731;-1,492841;0,8932524;-4,011721;1,095859;2,262511;-3,111188;3,400468;1,773275;-1,97119;1,445503;4,171311;-3,210388;0,9209614;-4,23097;0,2990718
Index: 29 | Name: car 12 | Brain Type: TotallyRandom | Fitness: 0,2287947 | BrainData : 3,333735;1,772292;-1,302335;0,3551168;1,543907;-1,51869;-2,444808;3,027164;-2,145517;2,087712;4,741938;-3,767556;2,024915;-1,392048;-4,340057;0,1400466;2,849226;4,689673;2,906342;1,199572;3,445967;-0,7168083;-4,467296;4,790041;-3,392234;-0,8217459
Index: 30 | Name: car 19 | Brain Type: TotallyRandom | Fitness: 0,2281811 | BrainData 
