Generation: 1 | maxFitness: 0,221245 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,221245
8|TOP2|0,0215748|-4,210464;3,08496;-4,843274;0,8871932;-3,700108;-3,743315;-3,374258;4,193534;-2,991312;-1,146913;-1,837767;-2,35504;3,993951;0,1625557;-4,406332;4,382119;0,6561847;-1,298215;2,831588;1,162906;2,885097;-1,201239;2,672242;-0,5701632;-2,37677;2,062169;3,119563;4,041824;-0,7217007
9|TOP2|0,02155352|-2,863486;-0,2747874;1,976726;-4,104873;3,992357;-2,560416;-2,561352;-1,402232;4,609915;3,304569;-4,983583;0,0139637;-2,097897;0,5992084;-4,736265;-0,3984327;1,15035;-4,174232;-0,5157785;-4,311475;1,779898;2,897357;-0,08500624;-3,833496;-3,76313;4,438827;3,161589;-2,757596;1,128027
10|TOP2|0,02050337|-3,7154;2,566009;3,837397;-4,823226;-1,000883;0,2235274;-4,36521;-1,460283;-3,2153;-4,216663;-1,069142;-0,1680903;1,651903;0,6305199;-1,057345;1,586922;1,827229;2,691083;-2,205264;4,210472;2,518803;3,444448;-3,510078;0,3397102;-0,1231413;-4,997167;-4,020883;-2,991936;1,434948
11|TOP2|0,0200972|-4,702487;1,212805;0,08626175;0,8172493;-1,293599;-1,515817;1,778252;3,103381;-1,507364;-4,293508;2,022049;-1,37188;3,116404;-0,4484706;4,541154;1,386844;0,7487659;-2,275695;-2,76996;-2,396229;-2,249079;3,473121;-4,314828;2,274319;1,246907;-1,549938;-3,310781;-3,927833;1,697636
12|TOP2|0,02000096|-1,65225;-1,86748;-0,1751871;4,350537;0,4150562;-2,814214;4,889861;0,8471603;-4,216389;-2,522503;-0,1554899;3,173181;-0,8934622;-0,8072619;0,931613;-0,7444019;2,117995;3,046181;2,678499;-3,615501;3,990499;2,35254;-3,769579;1,322411;2,36547;3,97734;-4,822035;-0,6506367;1,673588
13|TOP2|0,01933863|-2,499074;-2,65706;-4,470409;-3,578867;-4,580809;3,953079;3,629024;0,9359021;-2,713573;0,5848188;4,577874;-4,384461;4,749849;3,921084;-3,154111;2,501001;4,085752;-4,23233;2,823905;-0,3559189;4,26259;3,519288;0,3764205;4,782485;-0,02703619;-4,409361;-1,507556;2,817326;-1,632934
14|TOP2|0,01888896|-1,085279;-1,489854;-0,3571482;-0,869195;0,9871883;3,514634;-3,666858;-4,037859;3,065419;-1,845927;-4,894684;-0,4689522;1,580784;-4,65352;2,243516;-0,4658837;-1,511738;-1,999686;-1,766716;0,876842;2,333012;1,389221;-0,680943;-2,406644;-3,654699;1,790486;1,600648;2,95069;-0,893218
15|TOP2|0,0181687|-2,577449;4,573861;2,260052;2,88708;-2,514316;-3,525363;0,1253467;2,739785;-1,820437;0,8968062;-3,093682;4,776801;0,739624;4,952574;-1,894037;4,338385;3,598579;3,166603;-4,542638;-2,042613;-3,650511;-1,996336;3,835602;2,16958;3,489614;-0,2092428;-1,077015;-1,327422;3,963034
16|TOP2|0,01796888|-2,788888;-0,9999318;-0,6005306;3,031012;-4,446901;4,029231;2,817302;-3,868118;-1,683871;-0,4467278;-3,745458;-1,566221;-0,1263647;-1,278658;-0,5646019;1,202248;2,417141;-2,981769;-0,4012604;-2,634636;2,900272;2,497022;1,922634;2,725721;-1,371164;2,458591;-2,728217;-0,2127891;3,568073
17|TotallyRandom|0,01723124|-4,352755;-0,8710856;1,242266;-3,519517;-4,308225;-4,909526;-0,0168066;4,065127;3,269076;-4,569103;-4,912881;-3,621584;1,556899;-1,596817;-4,201448;-2,213122;3,927007;1,901955;4,041649;-3,315407;1,753583;-4,534187;0,3391795;4,488053;-4,958467;3,610909;3,651381;-1,52329;-1,603296
18|TOP2|0,01684094|4,41247;-3,149946;-1,324133;1,474749;-3,08104;0,6805701;1,819751;0,2512832;2,035166;-4,414138;1,168961;0,1150079;-0,250433;1,706235;-2,517456;0,2437181;4,538538;-4,655152;-0,7510357;-1,738477;-3,091196;2,410742;2,078993;-2,073857;2,978092;-1,785524;0,8108778;1,778169;2,58513
19|TOP2|0,01649456|-1,225017;2,29531;2,068211;-1,572187;-1,137648;4,273806;-3,60506;3,272519;-0,2433867;-1,622959;-2,05494;-4,258101;1,807191;-2,45253;-0,07935238;-3,632745;-4,54657;2,90671;0,768456;-1,516385;-3,367642;4,213175;0,251277;0,6291718;-1,782975;4,40669;-0,1412897;0,1970119;1,030224
20|TOP2|0,01639209|3,81865;-4,534908;4,501467;-0,5242176;-3,844332;2,73378;-0,6423373;0,3327103;1,215408;-2,881114;-1,013213;3,097653;-1,026198;1,893318;3,359797;-0,03029299;-3,954902;-0,8809967;-2,577391;1,537014;2,67725;1,256214;4,244263;-3,485443;-1,648075;4,58027;2,267308;4,03668;-0,8415465
21|TOP2|0,0163658|2,013558;0,2839689;-0,4745417;4,054382;3,623463;-4,759685;4,874761;-1,225736;0,6435938;-3,626672;2,198055;-0,4725714;2,841159;-3,113323;-3,321619;3,200945;3,829122;-3,537117;3,485035;-4,878872;-4,784218;-3,554318;3,815931;-4,341521;0,3003411;2,072091;-1,572668;-0,2356248;-0,01796055
22|TOP2|0,01612234|1,410427;-1,304206;1,087815;-4,586715;3,948513;-0,1816421;1,873033;1,559382;-0,6470389;-0,9710426;-4,201659;4,815354;-2,357061;-0,9720154;-0,7455368;1,376606;4,791512;-3,278054;-4,21442;3,421484;-2,668676;-4,605795;3,635573;4,623393;-0,7178812;1,850631;-1,769814;0,6248803;1,529835
23|TOP2|0,0160752|2,295949;1,696047;-1,94113;-4,224627;-1,74452;-0,5822401;4,391604;-1,391397;-1,83126;1,698066;1,335434;1,700072;2,057037;-3,859581;0,2654438;-4,198225;-0,2206426;-1,187511;1,923485;2,637333;1,450108;-1,279159;-4,132524;-0,8408542;-3,006307;-4,613485;4,985446;1,713852;-2,809675
24|TOP2|0,0160644|3,91809;-0,3672786;3,544797;3,433757;-3,606734;1,400362;4,391814;-4,8668;1,121366;-3,733526;2,805081;0,9955187;3,755344;-0,1141553;2,675506;2,594386;1,355444;1,501708;-4,243573;0,1627951;2,915314;1,898534;3,088438;-0,7195373;-1,606806;2,161265;4,317292;2,321123;-4,910432
25|TOP2|0,01592944|0,8247371;-0,9123774;-1,959918;-4,994068;1,357077;4,161859;2,919039;-3,942452;0,5722041;4,631785;-2,068882;-3,435664;1,191123;-4,7726;-1,098282;-1,766963;-4,367306;-2,642741;0,7997208;3,665926;3,435516;0,1336331;-2,164762;-1,603463;-4,000477;-0,3692241;3,863998;1,283087;4,659947
26|TOP2|0,01590942|-2,602162;1,375933;-3,589098;-4,074917;4,967113;1,44414;4,687294;1,026906;-2,103416;1,061651;3,442427;-1,017244;-2,584711;-2,985346;-1,364386;-2,764363;4,417782;-2,587593;-1,567157;-4,649527;-4,729871;-2,222499;-1,491162;0,08609724;-3,467419;1,688808;3,716617;-1,649731;-1,625112
27|TOP2|0,01590794|-0,05568933;3,423737;0,1121755;-0,6692333;0,9690695;3,864788;-0,4695721;1,028934;-3,693624;0,3472943;-1,410074;3,226533;-2,68786;1,607079;0,0002355576;0,09061861;2,018799;0,8148389;-4,137689;1,069338;-3,20114;-1,720285;-4,32047;2,137296;0,1238055;1,381911;-1,648733;2,298839;-4,756987
28|TOP2|0,01589414|4,666523;-0,2851515;-4,952158;0,09840202;0,3387733;-2,748922;2,056647;0,9092493;-0,1520987;0,8178802;4,542465;-3,359928;-0,8143597;-4,514665;1,147458;3,499521;-1,777656;-3,223323;2,021408;1,363147;-1,388318;-1,597552;2,941364;-1,387771;-2,1542;3,776464;-4,595147;4,962795;-1,15774
29|TOP2|0,01589297|0,06019878;4,81933;-3,922374;-1,534622;4,525944;3,721762;-4,942761;-2,241345;4,208623;3,103168;-3,861798;4,940771;-4,65946;2,698127;-3,370033;-2,1259;-0,5095143;-1,211427;1,058421;-3,204865;-1,302715;-4,995517;0,5573111;-1,786974;-0,9880357;3,22381;-1,459935;-1,780536;-1,447792
30|TOP2|0,0158882|2,944051;4,378715;3,896301;1,615792;-0,4659433;0,4438634;4,435625;1,497562;1,64643;-2,687077;-4,42945;1,440865;1,419696;2,005301;3,41379;-4,768659;0,7672114;-4,858508;-2,591918;1,949935;1,421534;-0,2051954;-4,082088;2,304643;3,43469;-1,544762;3,690015;4,338842;-0,6429129
31|TOP2|0,015888|3,158946;3,623174;-1,334905;-0,1572175;0,4182725;2,168443;1,239762;-4,606054;-3,205227;4,418026;1,248657;-0,9704499;0,5467863;2,11944;-3,157125;-2,937646;-1,551816;4,491147;1,943298;3,744328;4,803195;2,776544;1,946452;2,125248;4,457456;-1,770087;-0,6110697;3,187901;2,885168
32|TOP2|0,01588484|0,01254845;0,1135869;-1,101163;-1,229668;-3,902425;3,386482;4,529617;-0,2174897;-2,26367;3,902243;-1,662428;3,813191;3,750167;-3,328179;4,712519;-2,678412;0,5674343;-1,358619;-1,399807;-3,19994;3,608848;-2,731552;1,172772;-2,731976;-4,904031;4,013003;3,715284;2,355741;2,882481
33|TotallyRandom|0,01588446|4,115881;-1,606128;-4,784331;-4,842234;-4,615103;2,538815;0,7561998;1,959859;0,1904349;1,166443;4,942718;2,702683;2,360135;-1,054983;4,704837;-3,472523;-1,292116;-1,272827;3,031337;-3,530514;-2,724825;-2,345152;4,348024;-4,948835;-0,2218599;-1,007688;3,620994;-0,07853222;-1,703767
34|TOP2|0,01588443|3,784344;1,907084;2,169927;2,786857;-0,8220072;4,971308;-0,5304213;-4,655397;-0,3790503;-1,082375;2,590817;1,926688;0,3293447;0,8750434;0,2436714;2,055454;2,370906;-1,664503;0,4473524;-0,2623491;1,649802;0,07912111;0,7644181;-2,980654;-1,082618;4,328748;2,92959;2,116375;-0,4337554
35|TotallyRandom|0,01588176|3,581375;2,0474;-2,179797;-4,269491;2,450744;3,208228;0,6835608;-3,416395;1,396574;3,068981;1,928108;4,895486;-4,54818;4,869279;1,049592;-1,727485;-0,1719184;-3,584403;4,937816;-0,08396101;-3,971147;4,441228;-3,94558;1,739918;2,540272;-3,14191;2,989374;3,391132;-1,163207
36|TOP2|0,01588163|1,557541;-1,136532;2,43691;-4,51785;2,773885;2,72904;-4,674749;4,102938;2,317244;3,47176;4,219502;-3,316921;-1,988583;3,286272;0,4575853;0,9513707;-3,698812;3,701147;0,4693408;-0,4994698;1,207026;-0,4541283;-0,5205803;1,552901;4,655697;1,506066;0,5163817;1,554369;2,970477
37|TOP2|0,01564532|-0,9621139;1,585573;4,507919;-3,756608;4,122916;-2,375373;2,677592;-1,876072;-1,585197;-2,636116;3,895612;3,815005;-0,379724;3,321135;4,903543;4,015733;1,06451;-4,038549;0,5197806;-0,1898975;0,2108212;-1,730613;-4,829878;-1,026886;-3,326367;-3,790878;-2,50139;4,810147;0,6637449
38|RandomParents|0,01506839|1,91355;-1,050373;-0,3012271;-4,557687;-1,140023;1,055339;-4,457108;-1,362605;-3,031566;3,858737;-3,118382;3,933238;-3,706293;-4,102053;3,3047;-4,156555;1,580775;0,08931589;-0,2966232;4,911662;-0,3303723;-2,601439;-0,6635685;2,836183;-1,656775;-4,800039;2,454992;4,835233;-1,50501
39|TOP2|0,01440283|-0,8339171;3,679383;0,4492431;-3,252796;-2,465066;-2,819233;-2,313139;-1,183014;-3,609264;-0,508358;-2,082696;3,657666;2,110155;1,859984;-2,164742;-0,3580694;3,538482;-4,462594;-3,870949;-1,635336;-2,70108;-1,088864;-4,693761;4,059487;-4,244771;0,5992026;3,102255;1,03916;-4,139291
40|TOP2|0,01440112|-2,066672;0,8953528;4,589423;-2,059078;-4,911846;0,7027059;-1,234289;-3,247778;-2,116115;-4,324218;-1,691007;2,764535;3,147804;-1,435925;-1,526105;4,46051;0,307693;3,329822;1,475749;-1,574749;2,199951;-1,169534;-4,06494;-2,619161;-0,01538801;1,160653;0,001626492;4,828996;-4,144534
41|TOP2|0,01370607|-2,493361;0,5577106;3,044288;3,79321;-3,156181;-0,7589431;0,4775949;0,8154817;-4,186458;3,677968;-0,651495;-4,225319;0,4874797;-4,415823;-4,623896;-0,2176051;0,9888272;-1,32946;3,342612;0,07614899;-2,944874;4,483582;4,919438;-2,528615;-2,756941;1,477851;-3,944139;4,785618;-4,320887
42|RandomParents|0,0131007|0,6982965;-1,759828;2,710274;-4,584087;-2,728768;2,884198;-2,844203;0,2288527;-1,806123;0,4867296;-1,864233;-4,744232;0,8286743;0,7245307;-4,021396;-2,923798;4,81511;1,406748;-0,7009845;-3,284259;3,490943;3,572521;0,8596463;-1,778417;3,934102;-3,410452;-2,774831;2,894026;-4,695517
43|RandomParents|0,01271151|-1,821973;4,261745;-1,599868;4,084384;-1,857582;-4,18734;2,480004;0,6363873;4,405737;-2,556748;3,810449;-0,8316989;-1,040544;0,9032936;2,620138;1,553137;-3,001176;-1,601831;-2,856709;-3,60407;-1,262994;0,7528682;3,947172;-1,428648;0,5900378;-3,80371;-2,127729;-0,3831677;-0,2883272
44|RandomParents|0,01263142|2,026881;-4,198376;-4,476047;4,577909;-0,8767266;-0,7347636;-3,717212;-1,722259;1,043444;-4,792303;2,144129;0,9492593;-1,111061;-4,187789;0,80581;-0,6407218;-0,265388;1,591891;-2,632748;0,8661752;-2,756711;-1,594204;3,637849;1,075624;-1,36039;0,6801395;2,10863;0,1360579;-2,00738
45|TOP2|0,01232181|2,577627;-4,879627;-2,229578;4,952407;-1,922369;-2,393894;-0,8298879;3,461655;-4,979624;0,03102493;-0,4450731;-1,834848;-0,7467632;2,544374;1,265961;-3,902529;3,215137;0,8644347;3,865956;0,3977985;3,421386;-3,656787;4,476072;3,364654;-1,695171;2,589622;3,60592;-3,452977;-3,97668
46|TOP2|0,01231611|2,531962;1,223568;-4,570222;3,18766;3,03082;-3,058239;2,631178;-4,563829;0,48001;0,2441926;2,704453;4,114509;3,62442;-0,2231817;-4,168135;-4,696151;0,3648834;-0,5472903;0,7063766;-4,543776;2,603534;1,755651;-4,361794;3,939978;-0,5473142;-4,59973;-0,8657317;4,895724;-2,770308
47|TOP2|0,0122
