Generation: 1 | maxFitness: 0 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,07677455
7|TotallyRandom|0,009691474|4,359789;-1,916215;-2,820357;-0,01031828;-3,816909;1,287107;-1,92031;-0,6624393;0,4747624;-1,965816;-3,536017;0,72051;-2,642778;-2,132031;-0,3850718;0,6469707;-3,245907;-3,001355;1,038961;2,192575;2,091874;-1,630786;0,6230707;0,2397985;-0,008285522;3,90257;4,843062;-1,251932;2,946859
8|TOP2|0,009442708|-0,4820437;-1,839762;4,643818;-4,394399;4,923759;4,353637;-2,456706;4,011417;-2,164015;-4,786491;1,305358;4,050679;3,708545;-4,146109;4,144048;-1,002686;3,572935;-4,451975;4,261547;4,91502;-2,294059;-2,076807;3,907852;-1,293643;-1,385622;1,098318;0,4714804;0,07137251;4,569601
9|TOP2|0,009148512|-4,513312;-0,5401354;3,39423;2,859645;-2,167676;1,542668;0,07084322;-2,45315;2,591792;4,275255;-3,521774;-1,378658;1,263305;-1,164272;1,475937;-2,947152;0,6292434;0,7939286;-4,674169;-4,924192;3,985888;-4,454025;2,638605;3,00951;1,212445;0,1766272;-3,237597;4,87958;-3,433466
10|TOP2|0,009127656|3,494844;4,156715;4,371911;4,284696;0,8541627;-1,861977;-0,5331378;1,580628;-3,94729;-3,216814;-4,398328;3,971871;2,538948;-4,652992;2,552911;-3,872461;2,372193;-3,389256;-4,194698;3,16496;-4,916543;2,838689;-4,553654;-4,647415;1,122012;2,221812;-4,435048;-4,956564;1,3668
11|TOP2|0,009033152|-4,9011;-2,622643;4,436676;1,075428;-1,31732;-1,893653;-4,728032;4,967035;-2,654863;2,924974;-1,448519;2,273762;2,665513;-3,017965;-4,504256;2,553539;3,092872;-3,286305;-1,706486;1,754634;2,860708;-2,163434;0,1290827;-4,607992;3,985269;-1,133646;-3,279481;-1,306953;-2,892056
12|TOP2|0,008990967|-0,3721123;4,090649;-4,878478;-2,745858;2,419194;-0,2363367;1,080594;-2,102302;3,675242;1,296093;3,605117;-2,338559;-4,653092;-0,6889777;2,400115;4,933887;2,428268;-4,148806;-3,529408;-1,297446;-1,863959;-3,527057;3,338981;-2,538321;4,844732;3,250587;1,154923;2,775877;4,429079
13|TOP2|0,00888025|-3,583181;-0,06087732;-1,183452;-1,373251;-2,633549;-4,631161;1,458545;1,961338;1,346842;-3,501754;4,70039;1,901014;-1,889908;0,088274;-2,941084;1,393633;-2,962599;-3,422065;1,914017;0,9333758;-1,862951;-1,54881;-1,033047;2,696815;-3,442393;2,976861;-4,292046;-1,003782;1,703452
14|RandomParents|0,00883711|4,480671;-3,302014;1,873686;1,52482;0,9343939;-0,07309723;4,110888;1,384197;3,730222;-2,978979;4,15827;4,085624;-2,433882;-2,852946;-0,4377322;-0,02782393;-4,665321;2,968117;1,754067;0,5736299;-3,472957;-3,070678;-2,364293;3,294666;-3,462593;-3,257209;3,876028;0,09463358;2,465777
15|TOP2|0,008786201|0,02785158;-3,852912;-4,376859;-4,099265;-2,358606;2,40751;4,161425;-1,419807;-3,902943;-1,882031;-3,571014;3,039018;-1,397624;0,1528735;-0,7446737;-0,7057838;-4,697832;-3,047911;1,397281;-2,945786;-0,1407118;-4,280144;-1,2653;2,67967;1,011172;4,673574;2,593374;2,504008;-3,868741
16|RandomParents|0,008713868|1,183999;0,303195;-0,5787306;-1,112168;-0,4864388;-0,2846832;0,4978199;0,6702275;4,911613;-2,008292;-4,222693;2,540879;-2,915016;-1,796476;-2,041898;2,652303;-1,318086;-1,66946;-4,344288;2,647752;1,478009;2,458433;-4,668962;-1,713154;3,236147;1,999098;3,307734;-0,4523091;0,3856297
17|TotallyRandom|0,008692387|2,586901;-0,5340772;-4,104333;-0,016747;4,677652;-0,9331412;0,318809;4,56138;-3,013849;-2,036559;-0,08276987;-1,281982;-0,7580109;-3,910771;0,001914978;4,666397;-4,37725;-1,714938;3,079321;3,099062;-3,624648;1,75449;0,6978245;3,131931;-2,445347;1,78514;-3,112861;3,409412;-1,394672
18|TOP2|0,008646862|-2,050565;4,803752;2,397204;-2,081521;1,880088;-2,945746;-4,705173;3,690628;-1,102529;-1,992921;1,603842;2,498703;-3,735144;-3,088556;0,9508796;-3,443136;4,758961;2,195623;2,646947;4,229887;-1,025513;-0,3421717;0,917582;3,721302;3,458939;-3,261202;1,839269;1,634409;2,840495
19|TOP2|0,008601394|0,7898741;0,8354564;3,819512;1,972787;-4,384118;4,269329;2,006894;-4,256564;2,147052;-1,136055;-2,242155;0,3251247;0,5451818;-0,3474374;3,815518;3,719835;4,772525;3,933371;3,086995;-2,564488;1,714077;-4,383184;-3,116549;-0,7021732;1,034402;-3,181138;-0,07616234;-0,3957767;1,346617
20|TOP2|0,008564768|-3,735149;-2,640944;-4,040265;4,662671;-0,09448814;2,078764;1,966246;3,444895;4,478794;-2,670605;4,263164;-2,234793;0,8295183;4,006706;-3,91089;-1,693546;-2,510271;4,432708;-3,306246;-4,570455;-3,313663;-1,888337;-4,723827;2,711373;-4,653722;0,09276819;-1,883789;2,485332;4,704743
21|TOP2|0,008552376|-0,1606231;-3,447886;-4,214928;2,255174;2,527446;-3,585187;-2,965015;1,188428;-4,761897;-3,277861;1,557931;-4,92519;3,117718;2,611127;-1,680871;0,04614782;2,36752;3,631807;-4,215328;-3,294477;-0,08344936;-1,780796;3,56246;-3,23238;1,238119;3,709727;2,7503;2,218224;1,696317
22|TOP2|0,008474249|4,176378;2,12396;-4,316636;-1,102283;-4,062899;4,308166;-1,39525;2,301297;-3,063996;-1,222047;-1,101037;-2,064784;1,95877;-2,607627;0,6956477;3,340206;3,806064;-4,957658;4,490494;2,119919;-3,804603;3,09664;-1,743567;-4,866383;-2,117629;4,300312;1,459203;3,993871;-1,188817
23|TotallyRandom|0,008389613|-2,980772;-2,653142;0,006126881;-4,780735;-1,436499;-2,067693;0,7707067;2,154088;0,7107453;-3,063713;4,938297;-2,833171;3,364641;3,636486;-0,1547031;0,6869845;0,2567272;-4,605135;2,648712;-0,4403872;0,04481602;-4,403994;1,145155;1,949894;-3,433085;4,59031;4,210328;2,391202;4,134316
24|TotallyRandom|0,008389411|1,720828;-0,1246781;4,146346;-3,370572;0,4568129;-1,684614;2,479939;-2,687063;-1,04513;-1,803917;2,518969;2,561446;-1,362135;3,490247;-0,2588873;3,69225;3,15062;-2,375615;-0,8464913;0,9830089;1,770511;-4,840872;-3,555285;-0,07307482;1,192871;-1,679585;2,065179;2,715954;1,367539
25|RandomParents|0,008364488|0,02238321;4,275912;1,259286;-1,214163;4,209975;-2,009332;0,482326;3,610146;-1,912966;3,231699;-0,1886754;3,500552;3,228605;3,312775;-4,992557;4,773275;-3,479284;-3,712229;0,3984685;3,961578;3,772426;1,452888;-3,344751;-0,1869602;3,35225;1,46998;3,98971;-1,734762;-1,103936
26|TotallyRandom|0,008342342|-4,42894;4,996852;-1,942265;-0,02241564;-1,047149;4,816166;1,232194;0,4127951;-0,421073;4,578252;-4,22731;-1,146578;-0,06127167;-4,866776;1,591172;-0,8550386;-4,340818;0,1551743;1,825497;4,65827;0,4898806;4,598896;2,462618;2,970553;0,8411283;-1,683096;1,366416;4,600284;4,166362
27|TOP2|0,008276683|-0,0228672;-3,612895;0,2406831;3,454352;-1,439917;1,205759;3,760213;-4,250065;-3,750864;4,540956;-0,4351945;4,455356;-2,333494;1,439688;2,257926;-2,666845;-3,680717;-2,939444;1,917534;1,557549;2,750616;3,353703;-1,997125;-3,097267;1,32881;2,410398;4,268231;3,361024;3,121982
28|TOP2|0,008240419|1,078392;2,740057;-0,1020341;3,581119;-4,738903;3,963173;-0,5241256;3,475538;-4,157714;-0,3218455;4,637362;-1,872428;-2,71515;4,381815;1,784062;-4,330974;4,386673;-4,123806;1,811753;-1,522987;2,860956;-3,21804;3,325627;0,9964223;4,660554;2,92377;0,9657617;-1,68487;0,6566148
29|RandomParents|0,008180851|-0,7244067;4,765419;3,426044;2,31928;1,832654;2,995375;3,525646;-3,090487;0,9928255;0,2941675;3,431721;0,6276746;-3,424074;-0,9883289;-0,3228254;-2,696132;0,9552593;0,9711819;-3,680386;1,478764;4,640657;1,293275;1,729927;2,368271;4,783552;-4,348689;1,984478;-1,148166;-0,5292301
30|TOP2|0,0080605|-4,701091;-3,878666;-0,2120156;3,334558;-4,664999;-4,841565;4,986483;-2,177136;4,410767;4,263092;-0,8574171;-4,329216;-4,931846;-3,807686;-3,784962;-3,591729;-1,096049;-0,5753942;-0,4169483;3,826561;0,9461088;-0,08899975;4,611267;-2,803757;3,640838;-1,810207;3,105191;1,021606;1,837444
31|TOP2|0,007052234|1,839359;-2,342612;4,898615;3,088578;-1,545721;-1,669297;1,231551;-0,7379289;-1,789783;-2,307318;1,534036;3,464195;-3,756695;1,397438;1,582903;-3,169008;2,237138;-4,486556;1,883727;-2,240686;-2,883338;-2,51421;-3,349054;-3,044642;-2,494848;3,603602;-3,80152;-0,5285268;-1,765368
32|TOP2|0,006240688|-3,214187;3,271051;3,710103;4,998141;0,1906805;4,996987;-4,034374;-3,516412;0,5922027;0,5635433;3,710118;4,785446;2,252181;-3,048923;2,587876;-0,3618402;2,602719;-1,753364;-1,2537;0,1156979;2,63096;2,744036;1,153783;-3,148086;-4,231397;2,647871;-2,011766;-2,603468;1,329341
33|TOP2|0,006113771|1,815706;0,7012134;-2,303265;1,457785;3,558286;-0,5771465;-4,689885;2,214383;-4,612565;-0,5214386;-1,576538;0,5074506;-1,657028;0,8405395;1,190409;4,487535;3,533543;1,714647;4,880669;-1,56661;2,762955;-3,006605;0,8622437;2,686305;3,527176;1,900068;0,2694778;-3,841636;-2,258668
34|RandomParents|0,005938066|1,226072;-3,527996;1,147988;2,405749;1,5669;-4,188733;4,578856;2,070588;-4,757103;-4,055381;-4,638801;-0,7374949;2,807565;-4,238139;-2,687004;1,582138;-0,6408052;-1,29205;4,003626;2,458969;-1,636385;1,549844;3,622217;-1,813753;1,081663;0,4221921;-1,002069;-0,684691;-2,848713
35|TOP2|0,005857643|4,593014;3,952001;4,785926;0,7975821;4,949917;3,372965;-4,745593;4,479928;-2,409865;-4,755657;-1,466027;-0,2500634;1,269562;3,72822;-0,5333705;1,982055;4,467673;0,7536964;-0,7186489;-2,228244;-3,658689;-3,687262;-1,619043;2,699857;-2,418477;3,932648;-2,74791;-1,891983;-0,9390326
36|TOP2|0,005744427|-4,684059;-1,666178;-1,84227;-3,656631;-2,746092;-1,541896;2,580428;-2,548002;4,163981;0,9127159;4,330156;-3,305307;2,372038;2,292949;-4,900937;4,74722;3,184968;-4,783796;-2,947316;3,547034;1,195589;-4,996902;3,722024;-3,145093;-4,949331;-3,445611;0,07426071;4,985172;-0,9188743
37|TOP2|0,005557526|-1,84597;-0,9970956;-1,542382;-0,6379824;4,246306;-2,273888;3,659142;-4,60066;3,826691;-4,576153;-4,37952;0,6726818;2,566343;-3,736105;-0,9950109;-0,5585165;3,305423;-4,819;3,912153;1,322839;2,338282;-4,293479;-2,476031;2,53973;-1,28921;0,7908945;2,291465;-3,766164;4,990499
38|TOP2|0,005542667|-4,904567;1,548656;1,548887;2,92101;-0,3768392;-1,321633;-1,714012;2,208262;0,05203915;1,250042;4,771318;3,730943;-4,833422;-3,915192;2,32236;3,35311;-2,219635;1,89863;2,373723;1,170723;-3,180712;-4,985185;3,508881;1,522523;0,9747834;3,251167;-0,4599757;-3,509727;-0,6827731
39|TOP2|0,005535684|2,925682;-1,477596;2,76767;-1,669988;2,335339;-1,180243;3,906811;-3,896265;3,647116;-4,968982;4,928237;-0,7096081;-2,060537;-4,821153;1,629076;-0,2034955;-0,580451;-3,854772;1,454283;4,145255;3,022094;-4,893623;-1,466002;-3,724107;-4,048893;3,083583;-3,80564;1,565386;4,538179
40|TOP2|0,005526708|-3,458184;1,241588;-1,649528;4,174318;3,077645;0,7500262;4,075774;-2,934246;1,240037;-0,6096334;1,725587;0,9973569;-4,525402;0,4138894;-4,446292;-2,791924;-0,01299572;4,092384;2,753518;2,854097;-3,6508;-2,459474;4,165287;-1,588597;-2,61787;0,2563305;-2,526465;-2,9383;2,808487
41|TOP2|0,005265714|-2,647414;-1,75365;4,4934;4,646544;-2,953382;-4,583096;3,918586;1,571309;-0,9127803;-3,962019;1,970991;-1,895869;-0,2037387;-2,658726;2,582903;-2,689409;0,4486613;-3,318015;-2,126143;-0,6194611;0,9421425;4,096272;4,109554;-2,019383;-2,522852;2,291141;-3,059236;3,575133;1,473845
42|TOP2|0,005263424|2,264351;-2,286344;0,4208164;1,019241;-1,683752;-2,553435;1,286621;4,083158;-4,532174;3,947661;1,447488;4,39734;0,3610067;-4,939405;0,7912998;0,2266402;3,27216;-2,76125;-1,446648;0,3757148;-0,7571692;-0,8323245;4,683219;3,266262;0,42378;-2,295057;-4,899471;3,002821;3,406981
43|TOP2|0,004889507|4,791891;-1,571855;2,393213;3,203573;-2,654321;-1,439898;-1,509061;3,305259;-2,817266;-0,9195681;-3,753973;-3,108648;-1,423972;-1,16296;3,334569;1,153659;-3,958272;-2,630991;-2,05899;4,720528;4,186842;-1,165276;0,8676715;1,728064;-2,532764;2,523185;-3,470006;1,57531;-4,493977
44|TOP2|0,004809539|2,63821;0,3529148;2,353386;-3,432221;0,1580997;-4,036055;-3,330346;-2,745798;-4,934938;-0,8235221;-2,946279;-2,744007;0,5965896;3,931289;3,070919;3,948754;0,825768;0,148973;1,855207;0,01047659;-4,81862;0,6307917;4,346222;-3,145845;-4,991343;1,969368;-4,206272;1,559557;-0,4805012
45|TOP2|0,004736288|0,04821825;-0,543571;1,842518;3,362143;-2,52561;4,254626;-1,521523;-4,318325;3,362185;-4,664492;3,724285;-4,292431;-2,469925;-4,433593;0,09453011;3,495371;2,495604;-0,6372266;-3,496561;0,08639526;3,871521;4,048539;2,341579;0,3333669;-1,54628;-3,650118;-0,334528;3,788836;0,5977564
46|TOP2|0,004709171|3,85376;1,833578;2,153238;-0,3115578;1,154216;-2,891274;0,9618182;-4,809941;3,069255;1,929174;-2,914796;0,6936426;-1,853098;-2,093489;-4,536361;3,281557;4,73604;-2,338326;-0,133769;4,472298;3,656225;2,619878;-0,1442142;2,707791;-3,39637;-2,698481;-4,57058;-0,2891402;-1,0
