Generation: 1 | maxFitness: 0,2877593 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,2877593
8|TOP2|0,02403833|-1,216245;-2,786263;-3,485307;-0,6426497;2,869805;-3,383411;-2,337411;-0,5658917;4,333953;-1,702285;1,851418;0,3137331;4,882051;3,691976;-1,878809;-3,79714;-3,314847;-2,64789;-1,204168;0,7081442;3,318518;0,3200073;1,845084;0,2221794;0,5087442;-3,577514;1,845155;-4,986559;1,025557
9|TOP2|0,02247749|-0,8582191;0,03778887;4,364552;-0,7306008;0,8476119;-3,480001;-1,009937;-4,37064;-1,395362;-0,9607978;-0,4060979;-1,053553;4,930333;-0,3498788;2,537506;1,004792;-1,895741;1,881034;-2,102643;-4,773617;-4,293751;3,877786;-2,812386;-2,461679;-2,289624;-2,539991;3,142739;1,516911;-1,131677
10|TOP2|0,01883536|-3,037126;-0,4444833;3,613992;-3,043303;-0,9015889;-2,731038;-3,202303;-0,2210956;-1,26237;3,351432;0,4177399;0,6814523;3,2113;3,902403;-2,544761;-3,066323;1,280436;0,5417342;-1,554906;3,434018;-4,535316;2,44212;-2,109944;2,036757;4,37803;3,359189;-0,05893517;1,749912;-1,899693
11|TOP2|0,01880462|4,369102;-3,610958;-4,112529;-3,565287;-1,147689;2,460141;-3,874073;2,1602;-1,65147;-2,061021;-1,210697;-1,737647;1,858569;4,34746;1,273415;-4,734306;2,408594;-2,05518;-3,772101;4,83544;3,924545;-0,2465968;0,7197862;4,810337;-0,3212433;-3,367245;4,316;-2,809477;2,701603
12|TOP2|0,018702|-0,9634333;-0,5029578;-2,673545;-1,267914;-4,044275;3,306998;2,607775;-4,184017;-2,593594;-0,2244587;1,232562;-0,1826339;1,009605;3,304225;-2,29085;4,608072;1,887189;0,9017091;3,178235;1,263862;1,130643;-3,848275;-0,1862521;-0,2164097;-0,7146378;2,688671;-4,72866;1,743914;-2,65345
13|TOP2|0,01819897|-4,890221;-1,533703;1,438212;4,281364;-3,683424;3,025311;2,139206;-3,26455;-2,539173;2,215224;0,6909723;-3,884944;1,874788;3,3184;-4,308057;0,6721945;-1,530594;-1,2609;-3,327475;1,738294;-2,786645;3,959236;4,338421;-0,3758926;0,1158257;3,679922;-3,723435;-1,948552;3,147384
14|TOP2|0,01793361|-4,227085;-1,617532;-4,020998;0,2519197;-1,921894;-0,5000978;-2,476092;1,789928;4,692497;-1,887644;-3,594247;4,194953;-1,698908;-0,934947;-3,403887;4,675624;-1,876547;-2,212142;0,6697779;2,642213;-4,24172;-1,324142;-2,543026;3,055115;-0,1598053;1,823949;3,669838;4,082052;4,022937
15|TOP2|0,01779134|-1,533616;3,281569;-3,442394;4,34322;-4,828102;-1,39712;-3,626389;-3,62121;-4,413937;3,359407;0,5264454;4,846663;3,523558;4,982674;2,394508;2,529215;-2,262109;-4,246345;-3,115705;-0,8188195;4,721985;-2,805534;-2,124786;4,167105;4,567064;0,133131;1,949988;-3,975303;3,772763
16|TOP2|0,01777033|-1,262888;-2,526163;1,182558;-3,370567;-3,777209;-0,3090291;3,684872;-0,7617455;1,66293;-2,205477;-1,899369;-1,264481;-4,296979;-3,012267;4,085139;-4,621936;-1,888804;-3,55832;-2,84261;-3,179155;-1,311371;0,1867561;4,687415;1,591067;-4,033841;1,954694;-2,707827;-1,049051;4,632036
17|TOP2|0,01764867|-3,349235;2,132685;4,237909;-0,9258718;-2,829494;-4,736835;3,388129;-4,777439;-4,368358;-1,830669;0,7261009;-1,881335;3,332613;-1,596052;3,677281;1,509821;0,1182122;-4,128262;-1,859451;-2,207323;3,578592;-2,094248;-3,589793;4,991936;2,477391;4,58569;4,243204;3,406305;4,955731
18|RandomParents|0,01763281|-3,61006;2,910465;2,608136;-1,825295;-0,8343391;-4,126029;2,780745;4,27794;2,005957;-4,001149;-1,029081;-4,840869;-4,571115;-2,401604;-2,273383;3,26906;1,414935;-0,9586067;2,081209;1,926963;2,266708;-0,006490231;4,375193;-0,6929879;-4,760851;1,19728;4,74587;0,4587321;-2,647038
19|TotallyRandom|0,0175904|-0,9096866;-3,575492;-3,567511;-1,478234;2,868192;-1,934301;1,341532;-1,269613;4,835575;-0,8210201;2,270318;-3,1415;3,261366;-1,861012;-0,07689047;-2,020147;-0,8243685;3,743023;-3,654581;0,7123799;3,365462;4,055683;-1,819083;-3,516897;2,431601;2,683781;2,314363;2,849772;4,658876
20|TOP2|0,01696628|0,6966491;2,598577;-4,508795;1,324464;1,580802;-4,842186;3,591047;3,593061;1,963322;-1,08509;-3,659736;0,7340221;4,997472;-3,519186;-4,308653;-0,5996971;-1,946077;1,891501;2,036575;-3,771347;1,077873;-0,2975054;-0,1890154;-3,264307;2,477758;-1,716072;1,484789;-1,194189;0,470324
21|TOP2|0,01696585|0,6343026;1,178711;1,055376;-2,662654;-0,5775099;0,07923794;1,721598;1,437268;-1,300397;1,536531;-1,101172;4,178917;-1,983562;-0,7811613;-3,706426;3,599031;-4,08824;3,179746;4,86202;4,815599;-4,255113;-2,358649;-2,139674;0,05306292;4,76886;0,2028532;1,172078;0,5798631;-0,2541966
22|TOP2|0,01696445|4,643772;-0,690115;0,843863;4,839049;-2,316344;2,61135;-4,402665;0,403244;-3,651766;4,868511;3,87223;-4,94444;-2,1891;3,580378;1,526463;3,870195;4,826674;1,900025;-2,084091;-1,122463;-2,069311;2,578828;-4,445936;-1,875394;0,02518606;1,111994;4,527933;-3,400721;4,031887
23|TOP2|0,01696393|-1,67226;-1,200758;4,471363;-2,814751;3,9228;3,811855;-3,36623;0,9354181;-2,678895;0,7525892;1,034655;3,671278;-3,71343;3,546688;2,589663;4,228478;-3,904379;2,069159;2,382055;-0,195456;-1,611051;-0,006158829;3,031569;-1,871756;2,383902;0,5392747;1,664581;1,562054;0,6490059
24|TOP2|0,01696383|-4,494772;3,195891;1,546398;-3,045311;1,608138;2,304906;2,394157;-1,914833;-1,308634;2,332262;3,914987;-3,625173;-1,725603;-2,610349;2,391303;1,659951;-4,476571;2,01606;2,503065;2,152202;3,100456;0,5946703;2,729797;-2,490266;-1,098117;-3,966898;3,913699;4,713074;0,6358714
25|TOP2|0,01696359|0,02967882;3,164133;-0,2500458;-2,777257;0,336792;4,748736;-4,188292;-0,6610017;0,4392262;4,503058;-3,486615;-3,598548;-4,389696;-1,783578;1,63251;-1,829519;-1,190291;2,341808;-3,73136;4,33416;2,85159;3,506924;-3,498198;-2,212226;-0,4461284;3,03577;-1,250558;0,2162724;-4,621866
26|RandomParents|0,01696344|-0,05301428;2,389662;-0,8169956;-2,358442;3,630127;3,344839;1,357979;-0,5546384;0,8148842;-0,1382284;3,042167;-4,43204;3,74687;0,3591876;1,837828;0,1911287;0,6320505;0,6458335;-2,326022;0,8447223;-0,4181213;1,337786;0,9386997;-4,700062;0,8201261;0,4710941;2,852328;0,3137226;-2,595147
27|TOP2|0,01696334|-1,542111;2,9357;2,290647;3,686908;-0,567935;4,993097;-2,284176;0,7949347;1,413638;2,990886;-1,439352;1,578935;4,667555;0,4109354;-0,09903717;1,741313;-3,646039;3,935562;-3,60647;-2,424984;-2,102647;2,836826;-4,485485;-3,074124;-4,457567;4,464907;0,5627279;-1,230497;4,552775
28|TOP2|0,01696314|2,738324;-3,866017;-3,256107;-3,86809;-0,4325848;-3,495354;-2,403498;-0,1236148;2,93865;0,8355923;2,702097;-1,682364;-4,469603;0,3694539;0,793118;0,251493;-0,3213816;-0,4939013;3,406401;4,419149;1,840797;-1,581854;-4,182649;1,328393;3,256036;1,961212;-1,760959;4,89249;2,522602
29|TOP2|0,01696308|-1,274409;3,919235;0,8009834;3,894296;-0,2792568;3,839246;-0,7061439;2,275093;4,517446;1,148185;-1,040399;-4,051468;-1,630949;1,908616;-1,400425;1,612522;2,398303;4,199334;1,52443;2,002296;-0,02179575;-4,523973;-3,784022;-1,934921;-2,282327;1,700457;2,617398;0,02677727;-0,1177545
30|TOP2|0,01696298|2,233541;4,219613;1,356211;-2,216239;4,470468;4,259302;-2,72513;-3,224521;2,60488;3,289354;3,722504;-2,973648;4,495685;-1,638815;2,640877;-2,367981;-4,993763;-2,990676;-1,65267;-2,490649;0,7137771;-0,5636187;1,809267;4,360429;0,8982925;3,399584;4,646524;1,705112;2,549434
31|TOP2|0,01696291|2,550536;-3,468484;1,771204;3,920662;0,6669207;4,903772;3,957627;3,568157;4,041479;2,520492;4,086198;4,910166;2,045903;-3,143873;2,392644;-2,012628;-1,685791;0,2759819;2,741369;-1,421278;-3,392276;-3,624811;4,186144;-2,905719;-3,305938;1,924457;4,626199;3,178261;2,547826
32|RandomParents|0,0169629|-0,1744227;-0,9853725;-1,357923;3,424882;3,913903;3,159795;3,262534;-1,445002;2,310798;4,968339;4,549565;1,29168;-2,842097;-0,02300072;-0,1519318;3,742791;-1,359498;-4,246235;-0,4875703;-1,873116;4,670776;-0,9554667;3,709423;3,993347;2,338089;0,3806071;2,06767;3,578234;4,501276
33|RandomParents|0,01696282|3,650545;0,4041939;1,970544;-2,924309;0,4947333;2,837074;-2,791062;-3,324527;-4,500528;2,811587;-3,665661;0,855804;1,846007;2,347105;1,429635;-4,03754;-2,995071;-1,112967;-3,999609;-0,9867949;4,898215;2,100661;-2,734533;-4,204592;4,326847;2,561092;0,9014945;4,547975;4,227054
34|TOP2|0,01601023|1,699079;-4,258071;-1,378207;-4,146723;4,111852;-4,52014;-3,45252;-0,7826643;-1,483641;3,228962;-4,233371;-3,71038;1,721221;-2,882343;-3,168039;4,752854;0,5835967;4,716062;4,949088;4,215455;-0,3959613;3,322735;-1,351293;-3,489656;-0,9934382;-2,104022;-2,355965;2,734544;-1,956572
35|TotallyRandom|0,01583153|-4,540414;3,515349;-3,710135;-3,174311;-2,038347;0,1707072;2,292393;2,087405;-2,389744;0,8213644;2,845124;2,431847;4,723014;-2,797883;-3,962919;1,32324;3,121806;-0,03507662;2,9431;-3,318058;-1,182253;3,535646;4,774148;0,4128699;-1,222859;4,128184;3,258177;-3,592471;-4,069282
36|TOP2|0,0157075|0,8300896;-2,821588;3,204575;-1,499266;2,568426;1,705587;-2,894193;3,378393;2,009237;-4,065742;-2,011418;1,411566;-4,498213;-3,72982;2,793458;4,887795;-4,186293;0,8917971;3,608682;0,1773982;0,2664609;-2,862226;0,417716;-2,597341;-3,338275;0,7758431;-1,996882;-1,658626;0,7802229
37|TOP2|0,01379753|3,887678;3,325207;3,205318;-4,5096;4,749111;-0,9595017;-3,529114;-2,031242;-4,934712;-2,394638;4,100245;-4,464781;1,380921;-1,996274;3,692297;-2,607875;-1,646451;-3,99621;-0,5618472;-2,334544;2,122353;-3,164774;-3,016256;0,9122558;-4,713625;1,778678;2,773008;0,7161574;-4,689276
38|TOP2|0,0134014|-2,839928;0,3232951;3,006174;1,523491;4,891901;0,6238227;3,737824;4,807083;-2,927271;0,7403274;-0,3385801;2,885757;-2,210107;-2,035008;-0,119843;4,949427;-1,18524;1,887123;1,264131;-1,330274;2,885945;0,4766221;3,343717;-3,941402;-0,1194401;0,1773925;-1,422143;-2,111778;-2,095643
39|TOP2|0,0133974|-4,123858;3,468654;-2,313838;-4,322985;4,311385;4,458605;4,176541;-2,384936;-1,739599;-3,55996;1,460329;-0,5091972;-0,7561498;4,203341;-2,377532;3,862066;-1,393115;-2,82063;4,691988;-4,07475;0,1953073;4,580872;2,756379;-2,641617;2,987686;-2,890921;-0,544775;-1,11366;3,292435
40|TOP2|0,01339198|-1,051683;2,481116;4,929689;-2,300492;-0,09914684;4,024758;1,96837;-0,06901693;4,06147;4,504578;1,244028;3,64486;-3,633869;-4,348937;-1,489788;3,855809;2,373995;4,929743;2,822661;-4,767175;-4,960106;-1,496256;3,593088;3,075724;-0,8530025;3,840276;1,053385;-3,897026;-4,734154
41|TOP2|0,01337241|2,448041;1,697279;-2,810287;-3,864932;-4,311769;4,021461;0,8008213;3,144295;4,464444;-2,204291;4,332041;-1,129263;-1,878714;2,318591;3,398204;1,409427;4,546024;3,227404;-3,68977;-0,2284689;-2,296415;0,02190781;-4,036865;0,8215947;-3,117745;0,6583505;-0,7660384;-0,6288977;2,447751
42|TOP2|0,01336685|0,1669173;-3,113872;2,90977;3,70267;-4,12559;1,059415;3,954915;-2,830205;-1,432622;-0,8284597;-2,645945;-1,707323;3,50375;4,440414;3,618047;4,608349;2,213803;4,53941;4,576902;-3,758048;1,863205;-4,569596;1,585414;2,691512;-3,859615;-1,838909;-0,2832775;-0,7642884;-1,658754
43|TOP2|0,01336341|4,953997;-2,946567;-1,609085;2,064153;-4,755578;0,1892538;-4,083435;-1,050025;-1,317072;0,02922583;-1,840237;4,70049;3,850727;-4,097158;4,457503;1,525925;3,965624;2,821511;-3,596439;-1,968084;1,352889;-0,3768797;2,466191;0,9839563;-4,877166;-1,480221;4,644236;0,003940582;-2,476515
44|TOP2|0,01336171|-2,63162;-2,979961;-2,084485;2,752453;4,3193;3,492332;-1,435597;-3,051409;4,052692;3,395513;-4,694471;4,342465;-0,9765477;1,366789;1,60362;3,344984;4,708213;0,6315584;-4,273163;-3,335502;-4,250058;3,894353;-2,108018;0,6900578;-4,394675;-4,389062;-3,878826;1,996056;2,228298
45|TotallyRandom|0,01335696|0,6423907;-3,337793;0,7503395;1,969129;0,7799821;-0,06155539;4,689895;-0,277483;4,042706;-1,495419;-4,232512;-1,169869;2,788948;-0,02216291;-4,437893;-0,7934184;-0,8473654;-2,418816;-0,1245804;-3,45236;0,6500177;1,31549;3,848652;-1,856449;-4,715591;-4,337052;2,575083;2,143645;-0,3645425
46|TotallyRandom|0,01335482|0,2537603;1,499734;4,398116;2,432557;4,42007;4,689755;0,3561096;0,3167505;0,179451;2,112625;1,019287;4,035615;-3,080134;2,642196;2,474296;2,533685;-1,762317;-1,811054;-0,7926245;-3,965925;3,557235;-3,167897;-1,2833;4,608775;0,6529684;0,3087039;0,9233232;-3,018142;-0,5505819
47|TOP2|0,01335184|2,701812;2,357927;2,835492;3,057
