Generation: 1 | maxFitness: 0,2903308 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,2903308
33|RandomParents|0,01661706|0,3701968;3,09741;2,510579;-4,68978;0,4377298;-0,7198162;4,961967;-2,680595;3,266954;2,113127;4,253599;2,270812;-3,717266;-0,8635421;-2,625005;2,14676;0,6005006;-2,023292;3,685468;-4,15551;1,268561;1,980762;2,81834;0,06718683;3,55764;4,241315;2,262387;1,671686;4,521457
34|RandomParents|0,01661495|2,907771;0,3305893;0,2632089;-1,081226;3,030967;-1,56362;2,576947;4,859752;2,00191;-3,469239;-1,359957;-0,8735232;-2,459688;1,779703;2,289937;-1,640034;-2,762009;-4,433889;-2,399592;-4,638709;-4,970663;-0,4399962;-0,3907995;-3,112641;4,197578;4,169986;3,471079;-3,441154;0,1010995
35|RandomParents|0,01661123|-1,169989;4,528184;2,752964;-1,698534;3,024393;4,365691;-4,0846;1,030536;4,534458;2,220676;-0,1199489;-2,139413;3,79198;-1,265576;-2,097823;4,378906;3,198409;-3,684911;1,280779;2,268381;0,3169208;-0,3837757;4,674134;-2,891228;-2,018158;1,243968;2,098742;4,979198;1,490297
36|RandomParents|0,01575659|-0,593154;-4,179886;-0,009353638;0,849566;2,814684;-3,828457;-0,6936402;-1,302742;-2,798741;1,050308;-1,884706;-0,3211136;4,81068;-1,108668;4,379767;-4,378434;2,039368;4,410778;3,631745;-2,97862;1,26543;-4,899816;-4,873062;-3,871265;0,1910405;4,747962;-1,443944;-0,7370515;-3,511317
37|RandomParents|0,01331686|-2,587075;-2,238609;1,461363;-1,145415;0,9650559;4,671639;-2,510062;-1,639959;2,170241;-2,172976;-1,965487;-4,722864;-3,549441;-0,9483285;4,644995;2,051543;-3,027028;0,9430356;0,2484674;-3,682272;-3,660508;-0,1322227;4,779325;-2,936062;0,08341742;-2,871857;-2,470417;-4,92382;4,641438
38|RandomParents|0,01298261|1,117049;-2,077517;2,066741;1,287841;-3,411551;3,885508;-0,7126374;4,90191;1,575933;2,946657;-2,124521;0,06935167;1,200847;-0,6633763;-3,052714;-0,4274993;-3,837708;-3,029363;3,758806;0,9589858;-2,237453;-3,400843;-0,9139757;-1,885727;0,0442605;0,9923129;-4,890288;1,628137;3,050348
39|RandomParents|0,0129592|-3,065701;-1,120708;-4,359848;2,537208;0,675643;-0,8712368;1,567659;-1,901191;2,702358;-2,366411;3,867493;4,752634;1,56128;2,492824;-4,45425;-1,174781;2,024164;1,290624;-1,098423;0,1457243;-4,694247;-3,725909;1,081508;-3,312427;-1,742637;4,394708;-3,91193;0,5279522;4,740329
40|RandomParents|0,01292745|1,828596;-4,041775;2,329873;-0,5211978;2,918813;2,238352;4,883963;4,305896;-0,04019451;0,6041403;-1,721285;1,905906;3,643788;-3,679496;1,643883;1,928815;1,43129;-3,636235;0,8934741;1,266409;3,234794;-2,869473;-4,772305;-3,654183;-3,102493;-0,8268743;0,6330986;-4,667481;3,703156
41|RandomParents|0,01292511|0,7173223;3,827469;2,518345;1,338631;1,33778;-3,009455;3,968;-1,684646;-2,766572;0,1391597;-4,615668;-3,735974;0,5809398;-1,05032;-1,193547;-0,1702838;-4,688388;-1,359427;4,115097;3,932965;-4,32184;-0,1008182;3,364647;2,405709;-3,214948;-2,468658;-0,3322787;4,444794;1,103111
42|RandomParents|0,01292326|2,767228;1,278659;-4,391628;1,590774;-3,385958;-0,1745028;4,420383;4,046865;0,2787881;3,653111;0,8044701;3,473341;3,951938;-0,8714871;0,4361777;-0,6612282;-1,230267;-1,477232;-1,402359;-0,6931429;3,990324;1,720092;-0,1030536;-0,9181695;-4,874294;2,783197;-4,776754;4,442023;3,978099
43|RandomParents|0,01291436|0,3098292;-2,892946;2,877512;4,582006;-3,1787;-4,488926;3,051041;-4,766135;2,770222;-4,669429;4,78098;0,8169322;2,581249;-4,780748;-4,640094;2,973109;4,057341;0,949461;-0,5120139;-0,3006392;4,118397;-2,126396;0,004209995;1,286403;0,1761584;0,06988573;1,380442;-4,438683;4,810257
44|RandomParents|0,01291|1,158486;-3,481945;-0,4095788;3,129488;-0,4896231;2,6343;0,1360421;1,690764;-3,457443;-2,013844;0,1614313;-0,2316694;3,624132;-4,149541;-2,074178;-1,622556;-1,189812;-4,520557;-4,55522;-0,4042192;0,7694597;3,580725;1,911373;2,295413;-2,841979;-4,170248;-3,907886;-4,564952;4,690232
45|RandomParents|0,01290454|-3,046298;4,700601;0,4459791;0,554462;-0,7286568;3,241161;-0,8471079;2,629912;1,839523;-0,7042165;0,4889326;-1,126349;-2,687291;1,215353;-2,729485;0,7451038;-2,370331;-1,739796;-1,646588;0,08520174;-1,815;0,3791337;0,4035468;-2,778814;2,417432;-4,217205;-4,317141;-3,60001;-3,16018
46|RandomParents|0,01290391|-0,6696172;-2,777991;4,727348;-2,081545;-2,183185;3,244507;-4,157784;-2,835164;2,566316;-2,279338;2,221571;-2,256361;-2,801657;3,251507;-1,373014;4,050207;-4,091766;1,609412;0,1148052;0,2223091;4,050195;-4,389299;-1,478784;-1,915522;4,371119;3,845066;-0,9067612;-4,491082;4,491174
47|RandomParents|0,01289732|-2,244231;1,788659;4,888925;0,834064;1,143128;4,744589;1,616132;-3,397737;-0,4710774;1,676443;3,910774;4,95647;4,917757;4,596666;0,3409748;2,092085;-2,00345;1,166639;-0,2937202;-1,004332;-4,345225;-2,13589;-2,805011;-3,552338;-0,1507945;-4,899106;1,871034;-3,865437;-3,302656
48|RandomParents|0,01289539|4,091331;-0,9301381;2,050024;2,966781;-1,956779;3,81411;2,972271;-4,682479;-1,371328;1,435524;0,2923961;2,354341;1,472558;-0,7567601;-1,6257;4,62298;0,9419866;3,839437;-1,691607;-2,901255;0,6411343;1,170667;1,463141;-3,573689;-0,514154;-3,298038;-0,969636;-3,579705;2,33672
49|RandomParents|0,01289417|0,07858467;0,7221599;4,156834;4,940193;1,986816;2,22977;-2,347796;1,264085;-0,4960318;-0,8057184;2,445612;-1,89
