Generation: 1 | maxFitness: 0,1028593 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,1028593
8|TOP2|0,02785415|2,209346;4,546176;-2,737458;-1,954956;0,149147;-0,8973498;-3,231344;1,6044;3,139926;-4,999084;0,6820064;-3,496161;2,626404;0,2703733;3,13707;2,111506;-4,330544;-2,678216;0,4508348;-3,286437;0,09053993;2,727069;4,802892;-1,316565;-2,467306;2,151135;2,947731;2,44091;-0,9863491
9|TOP2|0,02692913|-3,144834;-1,611724;-2,937785;1,386691;-3,5641;4,87018;3,238158;-0,871244;1,793551;2,197927;-0,4825826;0,9710174;-2,004602;0,8685188;3,130902;-2,056339;2,341175;-0,7421451;-1,29754;1,584061;3,469542;-3,485498;1,793508;1,283271;-3,642925;3,598051;3,209363;-2,798913;4,256525
10|TOP2|0,02631799|-4,443854;4,397146;0,1842709;0,5984898;-0,7150726;-1,190589;-1,273091;-0,619257;-0,8128552;3,093693;1,731408;-4,894814;-2,005405;0,3438444;0,9081678;2,508745;4,078333;1,244226;-1,799941;0,9586401;0,5506949;3,683998;-4,250246;2,335502;3,916843;2,458251;-0,2978439;2,240678;0,5384774
11|TOP2|0,02564974|-3,272688;-1,996923;4,82409;4,843458;1,796227;-2,62391;0,758038;0,975842;2,889501;4,26743;-4,276262;-1,854027;-4,585901;1,962584;-3,157766;-4,712924;-1,206188;1,768525;3,716029;4,748098;0,3199525;0,5429249;-0,9418755;2,659363;-1,177411;3,769577;4,120158;-4,68858;0,9530287
12|TOP2|0,02462014|-3,620129;3,188285;-4,790822;-2,754249;-4,268861;-1,246702;-1,720094;2,196035;0,3798347;-3,764382;-2,426605;-0,250525;0,07996273;-4,716881;-0,9561949;1,462208;4,194764;-0,7508631;-2,149949;1,005216;-4,299883;-0,9820037;1,766065;-0,6817203;3,882993;3,974305;2,635388;-0,3421097;-0,8749967
13|TOP2|0,02080518|-0,8709283;-4,437013;-3,496368;3,895277;-3,648571;4,384806;-0,5912395;3,729829;0,04478168;4,005446;-4,2314;4,302747;-3,705729;1,886168;4,235125;-0,4163961;-3,484641;-4,273956;-0,624836;-3,852912;1,235197;1,027508;0,4666858;1,884776;1,605788;2,119918;-1,414537;1,8144;-2,353898
14|TOP2|0,02001775|-1,274543;-0,1690335;-4,569893;4,467468;4,947705;-1,309671;3,527057;-1,228431;4,233568;4,687959;-4,156199;-3,69238;-2,88123;0,3426929;-1,049704;-0,5605383;2,288588;4,882449;3,654024;-4,188707;2,502198;1,444037;4,087888;3,01834;1,657161;2,457426;-4,577587;-3,550556;-0,9008436
15|TotallyRandom|0,01975761|-1,013029;0,1551871;2,13131;-4,149389;-4,451066;-0,8163433;-3,222598;-0,6050797;-2,234735;-3,03238;0,08066702;2,128034;-4,780365;1,202627;-4,814941;-3,566647;4,163148;4,136976;-4,736481;4,20372;2,51744;4,253789;2,728943;1,817007;-0,9094996;-2,363575;-4,477922;0,8586102;1,588135
16|TOP2|0,01824929|-4,478247;1,51087;3,13853;-4,934595;4,960107;-2,090215;4,133855;3,964607;-4,325185;0,8214526;-2,270865;-2,98461;4,029408;3,786013;0,2675085;-0,2099042;-1,986502;1,291035;-1,625647;3,963072;1,436476;2,332041;-1,616502;3,170769;3,725593;-0,410008;2,438707;-0,07820082;2,304257
17|TOP2|0,01770346|-4,30334;3,065849;-4,502041;-1,54466;-0,4274888;1,184256;-2,536435;-4,405145;-4,657545;-3,25226;2,381225;3,37779;-2,977806;-2,899728;3,691809;-3,342482;4,649533;-3,149228;0,9680347;0,6762748;4,163461;1,393956;-4,772397;2,952472;-3,452728;-2,591341;-3,178859;0,4046183;3,743118
18|TOP2|0,01760979|-0,4374866;0,9469099;3,961306;3,519108;-4,422021;-3,019299;2,615567;-0,3285413;-1,089954;-2,852099;-3,26433;1,94005;1,328274;1,935459;-0,9502535;-3,85675;0,2595634;-1,836433;-4,641267;0,7109814;-3,799782;3,548862;2,243501;1,863059;2,906053;1,230003;0,853806;-0,665627;4,033419
19|TOP2|0,01718918|-4,188519;-4,034733;3,179396;-3,737104;-3,886657;-1,685281;0,5471582;-4,048896;-0,02373171;4,94265;-4,1467;1,088248;2,266572;0,5303125;3,327601;1,529608;-3,182273;-1,655856;2,424929;-2,397491;2,058113;2,711008;-1,135006;-1,359694;-2,716584;4,142145;-0,2657051;3,562678;4,477155
20|TOP2|0,01585036|-1,77073;-2,988541;-4,725951;3,515397;2,994905;-1,307425;0,2571397;-0,8885784;0,9147663;-0,4717536;3,739871;-1,920249;0,6171055;3,843944;-4,290757;4,859166;-0,3607326;-2,604684;2,161453;3,785401;-1,540854;0,9523602;-1,649539;-3,136717;-4,170226;0,4036765;-3,042843;2,329504;4,927237
21|TOP2|0,01581467|2,177004;3,906668;-0,2064557;4,267702;-2,966222;4,621591;4,778013;-3,678297;2,754225;-4,538842;-1,860308;-3,824608;4,468832;1,544491;-0,7501154;-0,1020555;1,983088;1,981296;-3,849066;1,758891;-4,034909;-4,367636;-3,803483;-4,209928;2,657111;3,613706;-1,14813;0,8528562;0,1424913
22|TOP2|0,01562528|2,309059;-1,310926;-0,2201633;2,403083;-3,559881;2,754079;1,919392;-1,352628;-3,439597;-0,3656526;4,512947;2,814151;3,218172;1,97042;-2,141878;-1,146008;-0,06627035;-2,018095;3,292985;4,370155;-4,215993;3,316314;-1,936698;-4,295692;2,720481;4,223262;-4,849012;2,90316;-2,229505
23|TOP2|0,01560849|-3,930925;-3,895936;-4,386646;0,505857;2,197088;4,233407;-0,8308287;2,258719;0,9465365;3,040319;-0,7470198;-1,91253;0,766881;-1,818425;-4,442318;3,479462;4,487701;2,466496;4,258638;1,000485;-1,256352;-4,973608;-2,796469;-0,3076677;2,745149;-2,034355;-0,1009421;2,717667;4,06592
24|TOP2|0,015552|2,599473;0,8252807;0,3062897;1,602239;-0,8919473;0,6064467;-1,140964;-1,303151;3,385917;-1,917851;2,916195;4,237495;4,645562;-4,996668;3,044013;3,602822;-0,9498267;-3,410197;3,159014;-1,347768;-4,464022;-1,102225;4,050152;1,658216;4,252606;0,3300171;2,703911;-2,811866;3,266564
25|TotallyRandom|0,01555173|-0,9754949;-0,2951913;1,623937;4,14317;1,895709;2,453013;2,082983;-1,15834;2,317396;-2,506936;-0,9546213;-0,4076629;-3,839466;4,561042;-1,091084;-1,738427;-2,833363;0,1504521;-1,04613;-1,151588;-4,60626;-0,3409572;0,7746119;-3,017056;4,410201;0,3853531;0,0250144;-2,71126;-4,922576
26|TOP2|0,01554343|4,918995;0,8983035;2,441019;-2,930512;-1,200874;4,158888;-1,643982;-2,296438;1,807457;-3,710169;-1,001764;2,232788;-1,971545;-2,764482;-2,134738;-1,555972;-3,79219;-4,489564;-0,969377;-1,584077;-2,765026;0,7439427;3,092828;-1,450336;2,332326;2,138036;0,9173532;-2,833943;-3,645997
27|TOP2|0,0154363|-4,650837;-3,417316;3,240633;-0,7929902;2,889373;3,07525;-3,229571;3,594414;-4,288913;-2,530108;-0,02806377;-0,4764457;-0,5601354;-4,298681;-0,03380108;-2,302198;-4,46518;4,518146;-3,948398;0,1827078;3,544308;-0,02406168;-3,722567;2,006078;-3,855868;0,7287436;-0,6765003;4,652491;-2,251253
28|TotallyRandom|0,01538897|0,3950067;-4,056691;0,09233999;2,779062;-3,601442;2,500004;2,856728;-4,37338;1,400141;-0,2263956;3,083637;-2,371662;2,108158;-2,733289;1,676863;3,76654;-2,822453;3,890384;-1,549168;1,825726;0,8323436;4,737583;1,687462;-2,459785;-2,647085;2,89482;-1,853191;1,701426;-3,484564
29|TOP2|0,01538453|-3,047477;0,4519839;1,663238;4,786172;3,941625;1,289052;4,544071;-1,79178;3,637247;2,143789;0,504436;3,277727;-1,83271;3,744153;-3,349916;-1,152773;2,355156;-3,179144;-0,2275639;1,235848;-1,62433;2,719057;4,916326;0,785058;-3,680082;3,614317;-2,862194;4,491241;-2,095516
30|TOP2|0,0153791|-4,442928;-4,854604;4,655808;-0,6104093;-0,7187982;3,16884;-0,2616053;4,357681;4,582572;2,034154;-0,1409836;-3,699965;4,267576;-2,632932;-1,015785;1,360086;-0,8561211;1,211552;1,499698;3,594259;-3,637267;-2,381479;0,2370696;4,022484;1,672295;2,194314;-3,950602;3,01416;2,54052
31|TotallyRandom|0,01536677|3,918344;3,536688;-3,711151;4,384327;2,530309;1,856818;-3,490938;2,955025;-1,406374;1,133496;-0,8935232;2,713238;-0,7658763;2,821034;0,8983512;3,520429;2,14242;-3,959621;-1,179386;-2,81167;0,5070667;2,601503;1,833819;2,427139;-3,68243;3,883948;2,56894;-0,741766;2,208682
32|RandomParents|0,01536242|-0,8371763;-1,510563;0,5356936;-3,137791;3,048724;1,473656;4,835161;-2,985035;3,120168;4,294352;4,953743;2,275136;-0,04618216;-0,2595754;2,897769;2,400389;4,85478;-1,501084;1,527323;1,258032;-1,854379;-3,893442;-1,121661;2,380025;-3,836046;-4,136952;2,284445;2,440637;-1,768343
33|TOP2|0,01536112|4,467068;-2,172663;-1,409745;-0,4108839;4,405127;1,450779;-2,761182;-3,458402;-3,045982;2,891324;-0,8013935;-1,286072;3,967289;1,625084;-1,655221;3,934989;-0,054533;3,648829;0,6265597;2,351341;-4,565879;-2,497881;0,878653;1,510634;-1,570599;3,086237;-3,176923;4,702717;4,198557
34|RandomParents|0,01466798|-1,24487;1,82678;-3,74193;-4,434383;-2,076747;-2,000189;2,673384;-3,890484;0,4507489;-3,201535;1,670733;2,843083;-0,7918043;0,2443342;-4,932281;2,17847;-3,796685;2,886031;3,549881;0,1260753;-1,132436;1,38191;4,580383;0,1427298;-3,746079;4,602042;4,675006;-0,4200811;-2,968831
35|TOP2|0,01440036|-2,421334;-0,9112291;-1,778762;-1,192872;-0,1793294;-1,396708;3,930729;-1,19454;-2,285955;-2,088764;-0,2499385;-3,674429;2,698803;0,1223378;3,91539;-1,030874;-0,1305885;4,864492;-3,491807;1,608257;-2,58864;-4,232364;-2,121687;0,9617786;1,3889;1,152348;-4,045771;-2,64668;-3,215518
36|TOP2|0,01344125|4,13944;-3,110252;-2,188359;-4,947525;4,623296;-3,657603;0,2721138;2,270428;4,344654;2,530304;4,015002;-4,178833;-4,039278;-3,018502;3,530821;-1,181748;2,012672;-3,617021;-1,506424;1,801338;3,784438;-0,5795307;2,018678;-3,060428;-4,364702;-0,5969567;-1,555974;0,1691718;-0,8004112
37|TotallyRandom|0,01254037|-3,797063;-0,8266692;-2,661912;-1,446264;-1,376524;4,928762;0,03895712;-0,5610771;-4,947674;2,184123;1,958629;4,919452;-3,685301;1,138999;-2,806338;-1,321198;3,761442;3,282326;0,3847404;4,210583;-2,667825;-2,408641;-3,196237;2,317796;0,1278467;-3,302897;-3,4515;-1,378906;-3,113268
38|TOP2|0,01219284|0,3175159;3,534386;-2,344367;-4,80482;2,364256;-0,6417723;0,3365536;2,865973;-2,639889;0,5362062;3,264502;3,039002;0,5595322;4,553069;-1,227625;0,3122358;-2,43563;-2,164344;-4,107876;2,241397;0,1804047;1,845839;4,659409;1,595285;-3,276616;-4,393736;-2,919071;-2,496366;-4,863683
39|TOP2|0,01200189|4,595456;-3,233195;-0,7041545;-0,7336612;0,2463822;4,74164;-0,6114955;-0,2100391;-1,027003;4,699107;0,5650573;-4,879068;1,409774;-2,086096;-1,658292;2,025924;-3,478563;-4,564545;-0,2435355;-4,844315;2,373424;-1,219628;-4,466214;2,659045;3,633846;-3,021975;2,825769;-2,003999;-4,013025
40|TOP2|0,01194067|-3,109632;-4,139153;0,006521225;1,690578;1,247383;3,383015;1,456823;-4,424926;4,771639;-0,1265054;-2,008672;-2,993748;-4,497372;-2,071917;2,85243;-1,405954;-3,688746;3,776559;4,40275;2,86516;-0,9227138;-4,313816;-4,993595;1,279531;-3,88216;-1,497554;-3,428983;-0,8279257;-3,458119
41|TOP2|0,01191534|0,7779579;2,366642;-2,191582;0,3322859;-0,6252174;-4,909987;4,320142;3,68722;-4,135371;4,151731;-0,1720934;2,748502;3,383809;3,595132;2,281358;-3,745233;2,893482;2,715213;4,824709;-1,107871;3,946033;-2,565135;-2,218395;2,333686;-1,693294;4,265843;-3,830055;-2,972001;0,286427
42|TOP2|0,0119074|-2,836175;1,336125;2,183537;0,8972912;4,818591;1,022809;-3,135921;-1,70877;3,011471;-4,984558;-3,562573;-1,483378;4,436157;-1,362612;0,4752107;4,60844;-3,057841;4,044286;0,2429729;2,310534;3,893679;4,300493;4,745349;3,285813;-4,132833;-2,173238;-2,327083;-2,394509;1,782124
43|TOP2|0,01188667|-0,003854752;-0,0488143;-3,735357;-0,6523151;-1,282155;2,715285;1,083792;3,269591;2,575086;1,233513;-1,873524;-1,360211;-4,671595;-2,690141;-4,005847;-1,933815;0,4266648;3,077174;0,3014226;3,442295;2,552696;-2,577911;4,049863;-0,4859061;4,316187;-1,286493;0,1094694;-4,364508;-2,84008
44|RandomParents|0,01186551|-0,3799562;3,438537;-1,325808;1,822514;1,401675;0,2508526;2,85249;-2,035051;3,588029;3,186323;4,49229;2,301098;-4,764939;-4,151019;-2,262733;3,024637;-0,3457909;-2,09269;-1,910069;-1,335721;1,137283;-4,244555;-0,1176338;-2,344854;-2,724248;1,646915;-0,8275299;-1,677599;-3,853536
45|TOP2|0,01184582|1,528227;3,264912;4,889923;0,5944972;-3,968615;2,348046;-1,011236;-4,191687;4,886625;-0,1464076;-3,908472;0,8964901;3,731385;-1,600472;-1,998291;4,646996;4,005665;1,331342;-4,845623;-2,806731;3,173963;-4,186631;-4,570514;-1,682829;2,628475;-0,7984324;-4,917366;-1,814054;3,138191
46|TOP2|0,01184538|4,929424;1,229189;-3,670954;-2,217578;-4,274703;-1,218279;2,056761;4,642459;4,236449;4,948627;-1,935553;-1,6024;0,5553274;-0,1576204;2,853317;4,194275;-4,09545;-0,3264875;2,337447;0,2517028;4,764365;-1,43825;0,6604929;-0,3723521;-1,388385;-3,108473;-2,709743;2,042058;-1,970582
47|TOP2|0,01184494|2,73
