Generation: 1 | maxFitness: 0,1454794 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,1454794
31|TotallyRandom|0,01797717|4,441952;-0,7369118;3,844186;-3,721316;1,066955;-3,477477;-1,888849;0,4389172;-3,510546;3,671995;0,9753151;3,295808;0,6725745;3,640375;-2,599898;-4,169141;-4,81354;-2,622659;-4,762492;1,429681;-1,087316;-3,13992;0,478385;-3,587504;3,531822;0,400979;4,323995;-3,503555;-1,376569
32|TOP2|0,01797635|-0,7555943;3,675385;-0,3403287;-2,542224;-0,3338652;-0,7687263;2,001425;-0,09052324;1,918446;0,03943491;4,20953;-2,625894;1,222706;-2,029268;2,874811;0,807385;1,358496;1,631852;-0,4239993;3,921526;4,624805;2,856969;3,405798;-1,992831;3,003913;-4,11194;2,167864;3,605864;-3,019245
33|RandomParents|0,01797634|2,51376;0,9252267;-2,708658;4,990774;4,097795;-2,74245;-1,652066;0,328979;-1,290029;1,872073;-1,058187;-2,683116;-2,52651;0,9491057;-4,642252;-3,53837;-4,245791;0,8654337;-0,4107375;-3,636984;3,397017;1,564448;-3,802265;1,031049;4,995657;3,537719;-0,27808;0,652885;2,575767
34|TotallyRandom|0,01797367|4,679999;-0,09397221;4,95656;3,53932;1,07282;-3,129259;-4,681302;-1,887838;0,3250771;2,658034;-1,135443;-4,456467;-4,45303;-1,165417;-1,603844;-1,206266;-3,620852;-2,92509;-4,991512;3,99455;-3,742337;0,5652552;4,949513;1,470228;4,241631;4,14804;1,871877;-2,044609;4,928262
35|RandomParents|0,01797211|3,849936;0,9749932;0,7578282;4,76495;-2,592973;4,4725;-0,3241987;-4,224363;2,004131;4,915617;0,9804673;4,118609;4,578903;-0,6070046;2,329894;-0,4182906;-2,345445;3,148606;-0,8955197;-3,364578;-1,868885;0,7730727;-2,773106;-4,616489;1,012053;4,110844;-1,340794;3,074597;3,962524
36|TOP2|0,01637248|-4,299923;-0,6470342;1,917931;3,134449;-1,933248;-3,516786;4,377218;-3,199637;-2,915195;-2,643062;4,013638;-1,670248;-4,792949;-1,556024;1,858729;-0,973639;-2,994727;4,211748;4,01142;-4,136017;1,98336;-2,575405;-0,5579562;-1,449142;-0,6623836;0,3345661;2,496898;-0,6829162;-1,922448
37|TotallyRandom|0,01555641|-3,896102;-0,1217504;-2,246268;-4,517323;3,791595;4,684052;-0,3731923;-3,858588;-3,170198;3,657379;0,5043621;3,800003;0,8727221;-0,6618996;-0,7752104;-1,172134;1,761874;0,3999562;1,92312;-3,005075;-0,9765835;-3,029299;1,132521;1,802266;-3,327289;-2,057011;-0,04546213;-2,550369;-2,487797
38|TOP2|0,01217981|1,651063;0,7913918;-3,597176;1,834423;-2,337668;-4,221226;2,986798;-1,572993;-4,245253;2,689041;-3,73979;4,837124;-0,559607;-4,837447;-3,35341;-3,287249;1,724437;-0,3685479;3,626422;1,729737;-2,812449;4,114204;-1,526001;-4,020346;-1,020286;1,120767;-4,449478;1,009557;-2,681944
39|TotallyRandom|0,01216412|-0,179575;1,984215;0,6278772;2,499739;2,496341;4,734063;-3,630089;4,964371;-3,52023;1,474113;-0,1108222;-4,913729;-1,20935;-2,801786;3,787395;0,06591845;-0,3680258;3,059115;4,700151;2,494055;-1,099477;-1,363549;-4,457551;-0,964592;1,562947;3,280205;1,068521;-3,973858;4,282967
40|RandomParents|0,01196888|1,476382;-2,240463;1,150408;1,888863;-3,330256;-2,403774;1,121158;-1,215469;2,243659;-1,134107;-3,382204;-0,02426338;4,143506;3,231488;-0,08835125;3,773533;-0,8075542;0,02515984;2,280806;4,610562;-3,247224;4,27022;2,288778;4,117894;0,3125696;0,7684131;-0,8789558;-2,457462;3,759105
41|RandomParents|0,01196554|3,054707;3,053565;4,262756;0,8342152;-3,064451;-2,669334;0,6946688;3,513283;-4,650573;4,533029;3,722339;-4,337216;3,743529;-3,758662;0,7274036;-4,413553;-2,922024;-2,53861;-4,05531;3,343711;0,608664;4,168962;-3,916239;-3,667588;-0,9830003;-1,352461;-1,7924;-4,213581;1,328612
42|RandomParents|0,0119507|-1,504323;-3,815999;-3,982146;2,652129;-1,481483;3,661709;1,670282;2,33519;0,1144977;-1,425713;3,739719;0,813623;3,089405;-4,598508;-2,101438;-1,696422;-2,991409;-4,509339;2,242689;-1,030168;-4,21865;3,042794;-4,486714;-1,968041;-3,370862;-1,004941;-4,010476;0,7079644;-0,8310504
43|TotallyRandom|0,01194362|3,178754;-1,438124;-4,691993;4,356786;-1,123845;4,354471;-4,104161;3,134907;-3,324203;-2,847801;-1,668168;2,326063;1,77506;-3,091929;4,816257;-4,257078;-3,851238;-3,182821;1,204524;1,304798;3,814593;0,8906107;4,353634;0,5717235;-0,8154292;-3,035;0,02800417;3,356515;-0,04793453
44|TotallyRandom|0,01183771|2,695335;2,844931;-0,7234316;0,8202906;0,5085011;-4,327854;-0,3256793;-0,1034207;3,764424;-1,514352;1,870947;3,289179;2,807547;-2,88282;0,5525331;2,179494;3,899641;0,1359444;0,770411;1,390738;-1,625318;3,201962;0,8835454;3,510293;0,2765412;1,500601;0,05868483;-4,087687;1,758489
45|TotallyRandom|0,01183202|-0,8616834;4,802837;-3,783818;1,078178;2,436858;4,012432;-1,84145;-0,4397349;1,120167;-0,01805973;3,336828;4,763472;4,207193;2,281752;-4,247122;3,196721;3,011173;2,133566;3,707681;1,225788;3,948798;1,641954;3,754893;-4,88926;-1,48472;-1,915854;1,138579;-2,023912;-3,429708
46|TOP2|0,01183197|2,505294;-4,312054;3,375942;2,752416;-4,252511;2,258104;2,267171;2,963253;3,557882;3,694955;1,614988;-0,1753287;-2,202993;-4,645264;3,890705;2,91808;-1,019679;3,204385;2,600788;-2,612355;3,686874;0,990005;4,035378;-1,722903;-0,4832668;-1,206944;0,2496047;-1,865053;-2,195332
47|TotallyRandom|0,0118292|4,920583;-2,289471;-3,119786;-0,160902;2,476847;4,621009;0,3855653;-3,061731;-1,576557;-2,004268;-0,346468;0,6975598;-3,585553;0,5316358;2,884969;2,885085;-0,1406188;1,510663;2,643391;3,354133;0,2062922;1,58392;2,562301;1,535678;2,972735;1,361383;-2,191616;-4,178982;-2,002058
48|RandomParents|0,01182847|4,375729;-4,739676;4,184034;4,009013;-0,2219744;-2,190701;2,243724;0,2982574;4,886343;0,6242924;0,981379;1,029613;1,886496;-3,482728;-1,556475;-0,5890732;-3,778434;0,8042521;-0,4722304;-4,510808;-2,163606;-3,131399;-3,668697;-2,138295;1,008082;-4,644577;-0,6098433;-4,553117;4,144931
49|TotallyRandom|0,01182761|4,765974;-3,396102;-4,810263;2,803946;-1,661217;4,860632;0,9342427;-2,394821;2,191068;-1,759145;-3,053777;-4,263345;2,35317;1,695429;2,070774;3,115417;-0,218523;-3,010229;-0,6
