Generation: 1 | maxFitness: 0,2720931 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,2720931
8|TOP2|0,04141485|1,282172;-2,610498;3,564583;0,7829161;0,2123661;-2,36336;2,225629;2,146614;-2,045172;-0,2444358;0,7579155;2,063085;-0,2119465;-3,821751;1,653356;3,837992;-3,229986;-4,279757;1,264254;-2,588066;-2,680783;-2,709513;-1,560606;-4,112623;-4,871494;-3,244419;-2,049501;4,41834;-3,649083
9|TotallyRandom|0,02559247|-0,5689783;-4,47496;-4,190742;1,085677;2,801667;-1,650634;-4,01955;-1,453088;0,688314;0,9222002;-3,255998;0,8878546;-2,200152;3,709904;3,03618;-4,987641;-0,7474904;2,491581;0,1999574;2,077971;1,40599;-1,155328;2,60156;2,321882;-4,708566;-1,131434;-3,310631;4,65888;-0,2996917
10|TOP2|0,02483044|-3,049078;-4,445135;4,987123;-1,564174;-4,560603;-4,737499;4,776034;0,8876987;-1,764324;-4,528736;-3,451499;-3,987493;2,278737;3,889636;-1,561188;-4,412436;2,458014;0,9715562;-0,7128267;-1,298078;-3,287813;-0,6888933;1,29724;3,790869;1,041339;4,551835;-4,916576;2,306099;-0,8764334
11|TOP2|0,02315293|-4,564271;3,087188;3,703203;-0,5453424;1,946577;1,591748;-3,05142;1,778227;4,849086;3,889631;-1,961717;-2,592535;-1,164002;3,221859;-2,639118;4,492327;-1,408539;-4,607548;-4,492835;0,6412916;-4,721943;-2,817008;2,615283;-3,933354;-0,4017882;3,827429;-3,919778;-4,401937;0,02246189
12|TOP2|0,02210876|3,269241;-0,5947728;-2,725625;-2,67058;0,8209734;-1,311159;2,557186;0,4871125;0,9658246;1,108019;-3,545131;-0,5393558;-3,025037;3,858432;-4,608497;4,298145;3,015666;4,874362;4,914064;4,645666;2,179277;2,549186;-4,005634;-1,683591;3,860686;3,722135;-1,761952;-2,46625;-1,459947
13|TOP2|0,02205633|-0,02822685;2,404832;1,977675;-3,112584;2,672122;-2,706063;4,038601;1,75064;1,282797;-2,856331;4,184736;-2,230258;0,6491847;1,870047;-3,651653;4,798747;2,907307;-0,1350551;-4,12394;-2,451708;-0,3343635;0,06727743;-3,838613;2,739238;-2,478632;2,917122;1,935886;1,062791;0,31534
14|TOP2|0,02110956|-4,850646;3,183129;3,61158;0,8382564;1,185518;-3,599382;-2,240288;-1,827434;4,344492;-4,940701;3,604926;-4,729874;0,718668;-0,7330661;0,007448673;-4,128675;-1,680718;-2,213513;-4,768429;-1,427954;-0,6386228;-4,822515;-0,303628;0,2720122;-2,64968;4,271322;-0,7765241;4,408731;1,708342
15|TOP2|0,02083654|0,482666;-2,319551;-0,6671267;-2,489564;-2,189086;-3,563621;-1,474819;0,2628226;-2,195975;-2,285116;3,782137;-4,133648;3,551016;2,229992;-4,520879;-0,4102964;-1,370574;-4,616259;2,794203;-1,68302;-1,258001;2,433838;0,1981325;1,948043;2,281042;2,418259;-2,050247;-3,142214;1,387767
16|TOP2|0,01937884|4,719523;-0,3160138;2,981405;4,172544;1,392051;2,621535;-0,4461141;-0,8094244;-0,4657741;-2,658234;2,555715;1,996845;2,045513;-3,582489;-3,845133;-3,301289;1,836461;-0,5199547;-4,254412;-3,014875;2,191181;4,825742;-2,641485;0,3868275;-4,838417;3,434873;4,123193;-4,880138;0,801775
17|TOP2|0,01889326|-2,57551;-0,2766724;1,686091;1,341919;-1,336892;0,5530424;-4,109874;2,557296;-3,076352;4,788881;-1,962548;2,274614;-2,072305;-0,1933236;-4,904345;-1,848195;4,897991;4,151231;3,387958;1,455928;4,348447;-3,498359;0,6824069;-2,722154;1,981441;2,27374;-3,803607;0,8154984;3,987037
18|TOP2|0,01852071|-3,175438;-4,371002;3,862034;1,278015;0,4784412;4,578213;-4,40064;-4,352762;0,2156897;-3,911914;4,81921;1,266568;-1,536018;-4,047776;4,229407;-3,865057;0,5541949;-2,470079;4,893784;-1,930562;0,2249451;-1,312035;-4,691677;0,6805105;-0,91011;1,852332;2,617915;-4,938379;-1,835289
19|TotallyRandom|0,01843119|-3,269465;2,675649;-0,5043511;-3,883219;-4,676144;-1,129634;-4,595213;-1,281707;4,930214;-0,8789701;3,487033;-4,139747;-3,875165;-0,08230877;0,7313042;4,214006;0,7183738;3,432746;3,916313;2,038103;-4,951426;-2,965357;1,811178;0,9646649;-4,613623;-4,510347;-3,705385;4,608408;1,120078
20|RandomParents|0,01834865|3,238495;-0,8555703;-0,8271022;2,708642;3,832561;-4,211777;2,989515;-4,983164;-3,530901;4,232078;-4,215332;3,30427;0,6885977;-3,904432;-4,231163;1,324979;-1,791571;1,507852;-4,492655;4,60113;-2,979648;2,219356;2,807308;-2,080808;2,335444;-2,157736;0,2458234;1,358993;4,774051
21|TOP2|0,0183452|1,891866;2,977202;0,6497459;2,138005;-4,687042;3,513173;-1,216987;-2,84384;-0,1096053;1,922829;-2,790947;-3,262109;4,176617;2,593807;2,949314;-4,703775;0,0807519;1,379714;3,167881;-3,886584;-0,1872177;-4,746336;-3,994164;1,239142;3,802534;0,7909651;1,748521;1,722364;-2,285905
22|TOP2|0,01834379|2,473768;-4,258689;-4,968218;-1,49837;-0,8436317;2,023335;-1,46344;-0,06980848;1,611849;4,229603;-1,865621;-3,543037;4,396631;-4,671;-3,503824;-3,723258;4,611361;-1,633847;0,1595478;2,688313;0,9470053;2,978616;0,948071;4,949281;-3,783962;2,549379;4,867753;-2,870147;4,924088
23|RandomParents|0,01834363|2,489587;0,7460041;0,4157929;2,23302;0,4641266;-4,941443;0,2540679;2,150412;0,655591;1,738117;0,8726568;3,639271;0,5633206;-4,555758;-1,738452;0,6011944;-4,855749;-4,483174;0,1965766;1,842733;-0,9722881;-0,01824903;3,715734;3,80576;4,455053;-3,156804;-0,5245919;3,824312;-3,576331
24|RandomParents|0,01834141|2,504013;3,783216;-0,7154794;-2,657175;-0,1665158;0,4058318;4,441216;2,626288;1,55483;-0,9616594;-0,8605571;-3,295102;4,113649;-4,758929;-1,66476;-3,662512;-0,9878139;-3,224804;-1,082766;2,083092;4,636722;-4,836465;-0,4229574;0,8203201;-1,328907;2,960219;3,482411;-4,750818;3,310307
25|TOP2|0,01833873|2,741392;0,9063954;2,531521;-3,840179;-3,481173;-3,351983;-4,976081;3,507822;1,713051;-0,08006287;-3,452132;3,157431;0,8724551;0,1160474;-3,956259;3,057269;2,502322;-2,541811;3,182026;0,7122545;-4,151976;1,050608;1,976149;-0,2184744;1,924281;4,53252;0,2392368;-3,600335;1,344676
26|TOP2|0,01832592|-0,9479136;2,114677;-2,704654;-2,819342;1,596256;0,785306;-1,623909;0,3912277;4,220938;3,357416;0,03673506;1,251809;3,610602;2,346226;-4,015466;4,006114;2,337246;-2,643719;1,478457;2,27856;4,0591;1,509542;-4,734365;-3,241471;-2,218861;-0,972939;2,690423;2,125516;-2,954674
27|TOP2|0,01832034|-1,986406;0,9450297;-4,382987;-3,367825;4,987296;3,13361;-3,870307;-3,355515;2,627662;4,730216;-0,5524082;-4,170155;-2,001608;-2,985311;-2,964712;4,628321;-0,6591387;-2,040669;4,433424;-1,549755;-4,314365;2,667602;1,279558;-0,1475267;-2,487864;4,246093;-1,895926;2,130697;1,247541
28|TOP2|0,01831444|3,407662;1,633824;-0,6315131;-3,50462;2,847875;0,4222603;3,487701;-4,359953;-2,479449;3,404526;4,22514;-3,398715;-1,352825;1,085823;-4,033724;-2,407408;0,2971382;2,556727;-0,8777719;4,02358;-3,613039;4,391231;-4,140154;4,209707;-0,2751784;4,022108;-0,6377573;2,308974;-4,388008
29|TotallyRandom|0,01831215|-0,6962662;2,452625;3,912548;3,397894;-1,120402;3,490563;3,294517;-4,43992;-2,436703;1,284227;2,668674;-4,121703;2,353959;4,114971;4,729009;-0,1721435;-1,48961;-4,6294;-2,338984;-2,195866;1,704136;2,007749;1,574032;1,939713;4,87626;-4,031821;4,370808;1,694959;4,043857
30|RandomParents|0,0176573|2,768998;-0,07666779;0,02138901;-3,848072;-0,5702596;0,9962325;1,734027;3,325825;-1,534496;-2,622484;-0,8354096;0,3058119;2,135278;3,04438;-4,504805;-2,76408;0,6823735;0,533566;-1,224963;0,4668612;-3,724151;-4,606613;0,8591433;-2,766943;4,067979;2,625993;-0,7445259;-4,438944;0,05880165
31|TOP2|0,0175966|-4,214829;0,1914005;-1,89028;-3,170424;-4,390279;1,829393;0,910409;-3,643497;2,297291;-2,312029;-1,933832;-3,061747;3,639978;-4,603582;-1,153379;-2,547327;-3,411255;3,369111;-3,386937;-4,130692;2,168701;3,517006;-0,1182179;2,864944;-0,2079434;-3,367105;2,709111;-3,110983;-2,452157
32|TOP2|0,01647131|3,958404;-3,473939;1,835315;-3,251924;0,7628579;-1,05234;-0,9168048;4,337639;-4,42766;-4,819513;0,4448814;-4,856232;3,359759;-1,781404;0,787396;-2,121642;1,420901;-2,728892;0,1140313;-0,448926;3,504337;-3,139653;0,4869456;0,4429822;-2,921417;3,845341;0,5386825;-0,8725839;-0,4381638
33|TOP2|0,01602007|-3,061753;-4,200197;2,914571;2,307818;-0,9086733;-0,7290154;-4,211584;1,755729;-4,93393;4,123367;-2,539289;-0,9402232;4,814812;4,828407;-2,439942;0,9441347;-1,356206;2,901772;-4,290509;3,207124;4,771852;1,115088;0,05172682;-3,382278;-0,7601337;-4,634842;-4,646156;3,16978;-3,617753
34|TOP2|0,01586577|-0,7381325;-4,168977;-0,4438419;-2,226861;2,727255;-2,888346;-4,407598;0,7592182;3,658147;-0,2946968;1,360216;-2,889092;-0,4180069;-4,254448;-2,714093;2,635958;0,7673244;-1,253724;-4,315883;1,438949;-1,633873;2,352395;-0,004504204;1,661932;-2,955209;3,32615;2,989565;-0,2862592;-4,751668
35|TOP2|0,01423143|0,4023318;-0,5712361;-1,585762;2,635314;-3,163867;-2,696198;-2,435635;-4,113221;-3,585521;-2,198793;-1,374155;0,4078836;-0,1354365;0,2937012;3,440442;2,277094;4,5795;-3,243339;-0,3867083;-0,4375787;1,918341;-4,852528;-3,559649;2,528273;-3,319223;-0,5581861;-0,1526661;-0,2312846;1,986346
36|TOP2|0,01388311|3,63499;-3,23799;-2,228391;-3,640894;-4,473452;-0,6527085;-1,460755;-1,511477;2,072493;-0,2703171;-0,9940166;-0,9450097;1,693998;2,400386;4,298822;3,513765;-2,798326;-0,9703569;1,302072;-0,3646522;-3,373997;-3,139508;-2,29491;-0,3319221;3,658544;-4,739843;4,187056;-1,607321;-0,437798
37|TOP2|0,01381898|-2,062002;-4,936508;-1,532104;-2,307854;-0,09728861;0,50209;4,469116;-0,8734579;3,741524;0,8818932;2,444019;3,856578;-3,006338;-0,306304;-3,22294;-4,816368;-1,280536;1,346273;-1,633103;-1,423773;2,205758;3,749468;3,166999;2,867558;3,35947;0,4640417;-3,380319;-0,3332381;1,947272
38|TOP2|0,01373421|-1,636154;3,969801;-3,726681;-1,654932;0,2869849;4,41702;2,318536;4,166907;2,062539;-1,653953;0,5508657;3,691945;2,601315;-3,761803;-2,618176;-4,702611;-3,883386;-3,925835;-3,049509;4,311267;4,559817;-2,779391;4,202057;-2,203181;2,888173;-2,26149;0,7180948;-4,93329;-1,120703
39|TOP2|0,0137191|1,675427;-2,404744;0,8731217;-1,282053;0,03641891;4,04849;-3,400461;-4,392829;2,319399;1,767822;0,4257922;-4,650575;4,000938;-0,7039399;2,478403;4,504028;-0,4797463;-0,9064274;-1,924482;4,282097;-0,04249763;-1,155849;0,07675934;-1,213615;-4,124007;-2,188992;-0,5709929;-4,052559;1,637947
40|RandomParents|0,01371832|1,703446;-4,431879;3,003871;2,606468;2,849761;-0,7900662;-2,777692;-3,652716;-1,834588;-3,192119;-3,99842;-2,243326;-1,736196;3,3813;1,583432;-3,30868;-0,7689362;-4,668957;1,138596;1,866596;-2,924982;-0,8996863;1,89398;3,122687;-4,206076;-0,5961328;3,760943;1,842341;0,7303758
41|TOP2|0,013709|-2,309081;3,167927;-0,514812;0,1830273;3,575453;4,559223;4,696083;-4,733006;4,148892;-1,115735;2,694027;-4,968023;-1,62273;0,7898669;-1,045427;0,2325482;4,916224;-1,858036;-0,3953056;-0,9290786;0,2465491;-3,241619;-0,6410985;1,007587;-1,778207;-1,007307;2,962284;-3,341324;0,1530428
42|TOP2|0,01370235|-2,413322;3,075657;3,829101;2,657233;2,06567;2,348468;-2,584791;0,8401327;-1,55056;-0,8830266;0,1204638;-4,693634;3,222193;-2,081017;-2,637376;1,38011;0,01831818;0,9421082;-2,774866;0,7790608;0,01712608;-3,065705;2,326637;-2,87569;-3,161247;-4,75007;0,7661467;-4,510117;-1,777834
43|TOP2|0,01369671|3,942448;-2,558504;1,986737;2,842849;1,142773;1,168216;0,1611609;-4,719833;-1,533585;1,041731;1,727277;-2,743765;-1,262996;4,098556;-0,04328775;0,7675462;-1,465726;-3,373313;-1,764833;-2,053118;1,406974;-3,775713;-2,44168;-3,41308;-3,458825;1,005933;-2,19506;2,214375;1,976848
44|TOP2|0,01369486|2,609729;-2,220254;-1,878888;0,4967256;3,557432;0,5910654;4,481239;4,445366;-2,838329;-3,392892;4,382201;1,672019;3,536062;-3,140545;3,07237;4,461715;-2,309298;0,7064195;1,998263;3,377025;1,711601;0,6120305;-2,405374;3,998291;-0,3618951;2,502974;-2,026074;-3,225044;-3,416914
45|TOP2|0,01369238|1,491144;-0,1272745;-1,609363;0,5426054;-1,640684;-1,472206;3,514676;-4,384078;2,160289;2,697047;4,876708;4,672716;0,6358128;-1,349928;1,023266;-1,944714;-3,181491;-1,469671;-0,1878982;4,342127;-2,740668;-1,100883;2,024349;3,689764;-2,785052;-4,952346;-0,3506403;-1,934306;1,543307
46|TOP2|0,01369042|2,347119;-2,304955;-0,3225784;-2,493939;1,543853;4,495774;-0,8010011;-1,310611;2,39887;-2,418315;-3,11326;3,673399;-2,181247;1,05385;0,955164;1,458029;-3,507758;2,261598;3,194132;-0,6625957;3,275012;-2,102775;2,483838;-2,768061;0,694725;-2,163071;0,
