Generation: 1 | maxFitness: 0,3082468 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,3082468
8|TotallyRandom|0,04323013|-4,884541;-1,545973;1,182981;-4,155865;1,043809;4,260125;-0,5288358;4,092979;1,223967;-4,111;-4,680843;2,803686;2,299596;-0,918395;-2,572577;3,681082;0,5847888;-4,548704;-2,840324;1,242814;-0,612957;0,3729792;4,478821;-0,08730364;-0,1909204;0,3288488;1,418742;1,377511;0,2833824
9|TOP2|0,03381564|2,13578;2,489152;3,079344;1,002883;-1,026961;-2,926522;1,357436;1,057882;-2,450598;1,919384;4,208181;0,6209784;-4,418363;-4,427794;2,412375;-4,593475;2,650762;4,65335;4,998082;-2,0965;1,267048;0,6780391;0,738812;-0,4827662;0,9292083;-1,732163;0,80934;-1,453721;-3,721649
10|RandomParents|0,03348494|-1,615205;-1,214276;-2,056686;-0,5076461;-1,934629;4,571989;2,316507;-1,592476;2,202303;-0,2673941;-4,017653;0,1446791;4,790449;2,439535;3,597907;1,18563;4,670563;-1,244084;-4,335415;0,4740329;3,391975;-4,323051;-0,6187801;1,288514;-2,730127;4,522485;-3,752163;0,890408;-3,903031
11|TOP2|0,0327339|-0,718246;1,771136;4,490373;-2,137682;-4,67433;3,290023;3,292036;-2,182143;0,5186696;-3,371775;3,444434;0,3993936;-1,486955;1,590973;-0,7137303;2,815915;-3,837031;-4,754163;0,1425343;-4,690998;-1,99483;3,387733;2,905474;2,666361;4,915486;3,436558;4,99919;0,007627487;-3,789769
12|TOP2|0,0323391|-4,522882;1,711345;-1,680546;-3,635135;-2,579602;4,920956;-0,6602688;0,08875561;1,898302;1,782159;1,68072;-1,306279;1,307342;-3,237177;-1,69147;4,873486;-3,090694;-0,8700876;-1,636839;-2,038131;-0,7514663;-3,385152;1,319535;1,227928;4,881856;-4,031136;2,397571;4,391981;-2,803932
13|TOP2|0,03107821|-4,931509;4,710797;2,552179;4,996409;-2,312797;3,838949;2,513102;-2,31947;0,1933794;-3,905896;4,113882;-1,369624;0,6843619;-4,60546;-1,878206;-0,7304792;-1,505709;-4,190176;0,3716283;-2,811475;1,759168;-2,495532;-3,798471;1,78652;1,255402;-4,542914;2,735565;0,07285404;-0,5674796
14|TOP2|0,03035163|2,497537;3,279358;0,5966835;-3,5684;-3,186562;1,923809;-1,236072;-3,116386;4,274799;2,338973;-4,531153;0,4247446;2,740344;-0,5207591;0,8101673;-4,280611;-1,534125;-4,522297;-3,438065;-2,482579;4,156136;2,738827;-4,683016;-4,891523;3,598461;1,391383;-4,395233;3,354778;-2,937841
15|TOP2|0,02871496|0,03070879;-4,439108;1,110855;-3,513605;-1,32803;0,9929566;-0,5929737;3,526505;2,453169;1,913485;-4,081594;-2,125964;-0,6112857;3,672994;0,1676636;-3,794469;2,698284;3,205772;-4,413269;-2,674139;1,851387;2,478579;-0,1216049;4,467646;-2,137068;-4,072048;-0,5415111;-0,1671977;0,9274001
16|TOP2|0,02389413|-3,249825;2,920871;-0,3387184;-0,1722293;4,243189;-3,567595;2,131565;-3,667675;0,2765732;3,894549;-1,994829;-3,413532;-1,428599;-3,091417;-3,724766;-1,960316;1,225107;0,2855878;4,976765;2,989707;1,463674;1,762426;-3,344741;4,666101;-0,2609758;4,681431;-1,971922;4,311557;0,9527941
17|TOP2|0,02389357|-4,699735;-3,881749;-3,207453;-2,356928;0,9307723;-1,611724;-3,395391;1,350541;-1,849416;-0,325181;-1,916512;-3,583739;1,721846;1,277009;4,640307;2,800711;1,111664;-1,026052;-1,013878;-0,2652555;2,468782;-2,033315;3,159361;0,9171076;1,604452;-3,742586;4,81884;2,619741;0,8556991
18|TOP2|0,02022947|-4,07292;-0,2074628;3,411549;-3,412691;-2,485218;0,5363636;4,595491;-1,664407;-2,231085;-3,012068;-1,876884;-3,287091;1,457425;0,1281972;-1,938059;-2,509995;-1,589532;0,7758694;-2,013062;1,914871;2,737708;1,711346;-3,105392;3,775194;2,771709;-0,831378;4,244258;2,193151;3,15621
19|TOP2|0,01947071|-3,484838;4,29497;1,759952;0,59094;-2,005637;-3,784999;-4,25743;1,385034;-4,257084;-1,95402;-3,7076;-2,914351;0,1872425;1,656361;0,6964021;0,1346116;-1,948311;-4,881278;-1,588104;-1,299674;2,340144;2,032298;2,534689;-3,767132;0,09915304;-1,295214;4,924147;2,283154;4,512981
20|TOP2|0,01794683|-3,923883;-3,606481;-2,051472;-3,50256;-3,272139;3,701006;-0,6730456;-1,291015;-2,13552;-3,955903;-2,524941;-4,107796;-3,401001;3,649026;0,2594786;0,47368;-1,833429;0,1818342;-4,270098;2,979536;-0,2265339;-1,427601;3,913299;-4,845413;1,162252;-2,951992;3,148655;-3,599959;-1,948442
21|TOP2|0,01783644|1,061894;0,9215074;-3,413036;-4,072262;1,090688;-3,741028;-1,082256;2,503327;3,369358;3,39192;-4,887999;-0,2254157;-0,1354284;-4,726238;-4,686077;-3,082334;-0,4755335;4,644037;3,147576;-3,323079;1,95224;-1,214416;2,391142;0,9406133;2,966065;2,222006;-3,437202;1,371598;-2,827648
22|TOP2|0,01767511|-3,910229;-4,793324;0,9898953;-2,653313;1,311513;3,972542;-0,5836372;2,914889;0,06243896;4,249667;-1,770974;-3,436577;-4,088051;-2,896645;3,424074;0,2488165;-1,158809;1,903192;-2,874006;3,21405;-0,8622212;2,748392;4,661943;-3,515665;-2,229318;1,686532;1,636333;4,140722;-0,7025762
23|TOP2|0,01764176|2,643365;0,9692268;-4,596099;2,854849;0,5982356;-4,267275;1,924625;-4,06365;0,2132921;-0,6076102;-1,986273;1,219227;-2,856905;-3,214778;2,920951;1,982291;2,511483;4,925346;-0,5135326;-2,381087;-0,2169223;-3,07823;2,047355;2,749977;2,122102;-2,899394;-4,570934;-3,412375;3,93503
24|TotallyRandom|0,01763589|2,681197;0,4765348;0,3936906;-1,705037;-0,3164454;-1,465468;2,537584;-2,014823;0,8856754;-3,356999;-0,7000012;-2,778746;-0,3956132;4,29316;3,23608;2,279639;-0,1497836;0,6834002;-0,7228155;-4,931082;-3,693166;-4,492597;-0,8689399;-2,251573;4,493266;4,853868;-2,203417;2,905856;-2,604326
25|TOP2|0,01762693|-0,4363089;1,473822;-3,477639;-4,111596;-0,3721733;-1,793947;4,480687;-2,253263;0,7256217;-2,699499;2,277879;4,186345;4,1592;0,4756994;4,303518;-2,750604;-1,743517;-4,444079;3,693787;0,3754787;-1,200877;-2,225732;-3,983681;2,761718;0,7724576;-4,277203;3,660597;-2,063624;-4,606271
26|TOP2|0,01762149|2,132072;-0,1217561;1,213486;2,805531;-1,34018;4,678175;-1,121037;2,025425;0,8179779;3,820572;-2,478435;1,802933;-3,375825;3,229362;-2,124083;2,683339;0,8345337;-4,741345;3,484581;-4,730821;-3,240726;0,09430361;0,8189659;-1,142788;2,809516;2,18293;-4,303888;2,661235;-2,94145
27|TOP2|0,01748068|-3,515022;-0,02702665;-4,118382;4,962125;0,4951291;2,545339;-4,400963;-2,562433;-3,215826;4,422765;2,462004;-0,107873;3,716088;-4,294895;2,393521;-2,387537;1,462845;3,535025;-4,310169;-4,869898;2,915111;3,005725;-1,752467;3,930428;-1,539731;4,525472;2,495583;-4,94278;0,1957302
28|TOP2|0,01745643|-4,139501;-2,812119;-4,370605;-0,9556894;-4,477921;4,644705;3,022083;1,200048;-4,140229;3,642977;-0,2270336;1,9284;4,31789;2,630756;3,727942;0,864871;-2,325435;3,153687;3,960601;3,710387;2,834096;-1,459654;4,773479;-2,54184;-3,673978;-3,906065;-3,679573;3,83077;0,9569569
29|RandomParents|0,01744701|3,798537;3,695741;-0,5657773;-0,4834218;0,7901769;-3,193336;-0,6949086;4,434177;2,501056;-0,9750242;2,670512;3,666592;-0,8407516;3,050412;1,870233;-2,246867;4,533239;0,8816857;4,816687;-3,13294;-4,065825;4,909587;-3,240055;-2,894568;4,213711;-0,8733292;1,794826;-0,8473067;0,101995
30|TOP2|0,01744602|-3,061729;0,8331208;-4,797955;4,446677;0,4537039;4,155102;4,989695;-4,412014;4,164089;3,710961;-1,931707;1,106766;-1,646277;1,796879;3,059607;-0,1515241;-4,476402;0,56634;4,568401;-1,182814;-0,3750939;2,278057;-3,083672;-3,152657;-0,2526217;1,803445;3,831646;2,20982;-0,8621387
31|TOP2|0,01744104|-1,903743;-4,158676;0,5236287;1,501589;1,072134;0,03890705;-3,473864;0,7561116;-3,213754;4,83458;4,111594;4,429204;4,104138;-0,4989429;4,432086;-1,406525;-2,534525;3,208672;0,02101374;3,336118;0,2008314;-3,857809;-1,179719;-2,381551;-0,6100612;0,3515501;4,718771;1,615021;1,184744
32|TOP2|0,01743787|3,239259;-0,74259;2,194532;2,00976;-0,3395553;2,95383;1,767979;-0,4269915;2,347987;3,602354;-3,359409;1,950478;1,52683;2,102133;1,128784;0,3756685;2,857109;4,128952;0,04439783;-2,069588;-4,626031;3,783904;-0,7349234;3,786181;0,4056306;3,303429;0,8806915;4,930431;-2,904745
33|TOP2|0,01732211|-4,436653;-0,9328647;0,03420162;4,472501;1,164811;1,825049;-2,307379;3,987234;-0,5368323;-1,650737;-3,024139;-4,321614;4,086808;2,151269;3,167821;-3,641585;4,373713;1,455177;-3,162533;-2,38707;4,071406;-3,114267;0,2568321;-1,62828;-1,974159;-4,254765;1,524665;-4,193048;-1,66488
34|TOP2|0,01701558|-0,6275873;-3,977804;-4,198338;3,816862;1,916834;0,1086373;0,37883;-2,424826;1,306345;2,018829;4,737287;-3,441753;-4,803308;0,520813;-1,837313;3,90058;3,830061;4,846521;1,818192;-2,739379;-4,045081;-4,497084;-0,5589957;1,759051;-2,343858;-2,722898;4,492773;3,52527;4,328848
35|TOP2|0,01658121|-4,076811;1,08006;1,075654;-2,515921;-1,416297;1,38699;3,538355;4,788372;-0,8877711;3,294117;-2,99516;-4,023675;2,728536;-4,203417;-1,452418;2,183419;2,682528;0,4821663;4,365613;0,02148438;-1,734616;0,4516907;1,374879;-1,428991;2,569547;1,905396;3,18053;2,398778;-2,935731
36|RandomParents|0,01626749|-0,0808115;-0,3530459;2,317553;-0,1112909;-1,411715;-0,8751612;-0,4434519;-3,400602;-1,939141;-0,5853076;-1,267717;-2,382906;-4,475169;-2,555352;-2,219306;2,29917;-1,893654;4,504287;3,183813;-2,862087;1,32385;3,393791;4,673424;-3,697527;3,231371;1,007512;4,073343;-1,592364;-3,275776
37|TOP2|0,01526749|-0,3889103;-2,738365;-3,298474;-4,471352;-4,829281;-0,001290321;1,128407;-2,583751;-2,830523;-1,881767;4,703479;1,10428;2,201053;-2,321606;-1,330076;-1,479601;-0,6427236;-2,331429;-3,997544;-0,3716607;-1,196622;1,026967;-0,2886372;3,515877;2,857093;-1,938281;-1,887677;-4,665189;-4,806602
38|TOP2|0,01512707|-4,366895;-2,061088;-0,5590849;3,635201;1,657244;1,587536;0,5227737;-2,300239;-3,268466;-1,254117;-3,422716;0,5458159;3,9633;-2,619766;0,3782601;-0,3072267;1,363549;2,450503;0,6371431;4,351801;2,474528;-3,071369;4,973097;1,581926;-3,399225;0,788569;-3,125503;-3,386021;-4,997573
39|TOP2|0,01433346|-2,27349;-3,529221;4,119548;-4,764577;1,190954;3,701729;4,166588;2,278966;-2,21595;4,034032;-0,3492088;-0,9419413;4,027452;3,149491;2,614665;1,61665;4,949426;0,8102565;-2,28986;1,970696;-1,518986;3,242077;3,724376;4,626832;0,1680737;3,130032;1,379852;-3,782529;-1,558304
40|TOP2|0,01426178|-2,726604;-1,592243;-1,787989;-3,672544;-1,287503;3,62275;0,3648252;1,407983;3,03432;3,925011;-1,649911;4,22443;4,540921;-4,116097;0,474122;2,863454;-4,629166;-4,740591;-4,266452;-1,621371;2,836181;1,918471;-3,343632;3,562846;4,673018;-1,311724;-2,95507;0,5129986;-2,227757
41|TOP2|0,01402651|-1,127455;-3,193885;1,927491;-3,469648;-4,153631;-1,491027;0,2044754;-1,150234;1,599085;-4,149155;2,069961;-2,401917;-1,909507;-0,1976557;0,9312301;4,651821;-2,159268;2,186038;4,342596;-1,436045;3,830564;-3,936419;-1,92369;-0,9611816;-3,826809;-1,592103;-0,6336312;-2,064137;2,51665
42|TOP2|0,01384264|1,123128;-0,1460915;1,555978;-3,299692;2,40437;4,466778;3,321392;-3,985321;-3,160295;1,271055;1,833912;4,979344;-3,160686;-4,105892;-2,500778;3,865746;3,78545;0,3763466;-0,972044;-2,422215;-1,410308;-3,593045;-3,087747;-3,533541;2,468747;1,867906;-3,06355;-1,559422;-2,889775
43|TOP2|0,01384053|0,3917952;1,157275;-0,7705073;-3,9099;-3,827265;1,703205;-3,09778;-1,787097;-0,5844564;-3,71069;2,626558;0,2406497;3,063251;3,338997;1,641991;-1,8131;-4,693411;0,09590578;0,3818412;2,107925;0,4147;0,8840709;3,478469;-0,5001359;4,560691;2,71747;-2,635214;-2,489879;-3,182964
44|TotallyRandom|0,0135465|1,005098;-4,268775;-3,538445;-0,7730217;3,900437;-3,602973;-0,8183031;-0,7311053;3,237024;-3,185844;0,6596451;-3,823872;1,34806;0,780601;-0,5125923;4,231941;-1,190178;1,897039;-1,263771;1,565619;4,414258;3,937591;2,971972;0,2404733;0,3904886;-2,958356;2,478468;-2,771941;-3,838722
45|TOP2|0,01343212|-1,556603;-2,116377;-2,880535;-4,726504;-3,148108;4,879636;-2,979998;-3,243303;3,577474;-0,6775432;0,004127502;3,354418;2,053681;4,827144;-3,493912;-1,707397;2,538587;-4,188017;0,1778359;2,536539;-4,242654;4,317672;-3,672118;-3,617167;4,352527;-1,449302;-1,898168;1,04768;4,776485
46|TOP2|0,01339537|0,2787762;2,245856;2,823626;0,7515626;-2,913007;-1,539221;-4,608648;3,953535;4,21993;2,635736;-3,66743;-1,599532;0,9457774;0,4648118;-0,9759326;-3,14777;3,406492;-1,310553;-1,382182;-2,512568;2,307646;1,088422;2,711998;1,812259;-2,128973;-3,388267;-2,456679;-0,7926254;0,603333
47|TOP2|0,01337647|-4,507536;1,01825
