Generation: 1 | maxFitness: 0,2957542 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,2957542
8|TOP2|0,02270915|-1,383016;0,6758838;4,502823;-0,7938819;2,0151;1,402833;-4,177438;4,584639;3,021468;-3,605266;-3,166274;4,320005;-0,1794977;-1,736277;1,792587;-4,839485;-0,9234447;-4,025115;-2,137943;0,1605887;3,02601;-4,811285;-2,492445;4,047927;1,150982;0,7719688;-4,048285;-1,893818;-1,231536
9|RandomParents|0,02261364|3,633037;4,880095;3,417647;2,208405;3,00106;3,437043;-3,37688;-0,6819992;-4,706266;-4,323622;-4,989038;-4,524852;-4,356555;1,16627;4,456097;4,849216;3,65872;-0,2173896;-3,094973;-2,869777;4,616415;-0,5894132;-3,440476;-3,939992;-1,620329;0,3399034;-3,360598;3,652836;-1,001678
10|TOP2|0,02045091|-1,019423;-4,602459;0,6391554;-1,782066;0,7125587;-1,184853;1,537046;0,7243295;-0,4577069;3,531718;-3,656282;-4,131325;-1,867725;-4,940438;-4,285412;4,024005;-0,1867394;-4,913643;-2,484868;3,641649;4,76155;0,9676309;1,257423;3,950027;-3,295031;-3,790311;-1,491211;1,143258;2,154866
11|TOP2|0,02036865|-1,052225;-1,599664;-3,502688;-0,1741796;3,020591;-3,901308;-3,950611;1,233988;-3,074861;2,438196;-1,104607;0,0285368;-4,699772;4,969289;2,531307;-3,601932;1,517792;-2,065498;3,145994;-3,784986;-0,026968;3,319831;2,440248;-4,370746;3,393649;0,287189;4,544884;-3,69458;1,389151
12|RandomParents|0,01988462|-3,328764;1,140421;0,8563371;4,761724;2,5236;-1,422717;-1,938913;-0,1625543;-1,291397;2,93365;3,12718;-1,846064;-2,247447;-1,546673;-4,389118;3,783014;2,32668;-3,161951;4,879972;-3,596039;1,620121;-2,952851;1,756601;2,79865;-4,412472;-4,456015;-1,889078;0,008179665;2,207067
13|TOP2|0,01965052|-4,536799;1,599976;-0,9391494;4,618177;0,08077097;1,246737;-4,633928;-2,749217;0,5530171;3,510118;-4,313978;-1,671741;-3,343878;1,302405;4,681377;-3,490896;3,983977;-3,111621;-3,588129;-3,316222;-1,72079;3,98455;1,240924;-1,386595;-2,388578;-2,745427;2,392747;-2,715016;2,113312
14|TOP2|0,01956613|-2,002298;-1,125559;2,094005;0,9838862;-0,4338627;-2,757363;2,452607;-1,16744;-4,346718;-4,866482;2,377551;-1,49015;4,42822;-4,339334;-4,012929;3,329284;-0,2912207;1,327062;-3,1949;3,219797;2,678404;-3,020876;-0,1411109;-1,284619;4,331775;-3,308782;-3,505634;-4,442682;2,517235
15|TOP2|0,01940848|-4,825762;-4,940662;-0,7402081;3,099;3,965071;-4,803113;0,8024411;-3,458596;-0,1540132;4,951745;-1,179845;-3,480051;-3,939979;1,089509;-3,549553;-1,094257;4,329754;2,312917;-0,006906509;4,603814;1,258232;-1,363309;-3,957428;-1,698188;2,042041;3,084562;-4,472439;-4,563779;1,901958
16|TOP2|0,01905691|-1,936519;-1,993401;-4,249778;-3,178306;-2,559189;-4,553621;-2,108633;4,622875;-2,354955;-3,721696;-2,054964;-3,052288;1,86555;0,5071239;4,116155;3,941302;3,035676;3,345097;4,660789;-1,254099;-3,815113;2,24442;3,562592;-0,5334134;-3,321445;-4,353789;-2,824941;1,584823;3,948989
17|TotallyRandom|0,01891468|-4,848236;-1,757924;4,985349;-0,1244049;-2,427485;-3,894617;-1,842384;1,575292;3,839339;1,703091;-2,172304;3,026853;-4,44453;-4,015647;-2,909809;-4,632455;2,966179;-3,576387;-4,411486;-3,913185;-1,662429;-3,802505;3,147784;1,718277;-4,372803;4,48698;-0,0622921;-0,5603485;4,999924
18|TOP2|0,01884435|-0,4432411;-3,753908;2,846822;-0,9485145;-3,194432;-0,2213855;-2,136745;-2,21405;1,738831;-0,8925109;4,809479;-1,14062;-4,163871;4,387167;-0,02039862;-0,7384806;-1,195848;3,930989;-2,735047;-4,135159;-3,531684;3,904906;-4,359155;4,884287;3,782881;-3,100406;2,140164;2,155395;-1,740593
19|TOP2|0,01853905|4,590496;-4,818392;0,9416027;-2,354972;3,47419;-3,187518;3,141891;-4,624857;-4,936118;-0,5572267;-3,235578;4,776734;-0,5035372;-4,125076;4,478437;-0,6307645;-1,728889;-3,889732;-2,565502;-4,924192;-1,555509;-0,3907485;4,257541;-3,703676;0,4658647;4,24646;0,7725554;-4,899328;-2,711979
20|TOP2|0,01852098|2,023679;-2,238717;2,947844;-0,8737178;0,2591591;-2,41882;-2,723362;0,4055328;4,431539;3,733335;-3,837948;-1,628356;-2,41245;2,679679;-0,7511692;-3,538702;3,235737;0,03410292;-0,09293032;3,501829;-2,401771;-2,803139;-2,195116;1,764351;1,388736;0,03224897;2,526238;0,8085794;-4,032849
21|TOP2|0,01852091|-0,9451003;-4,488231;1,80577;0,8394294;-1,835511;-0,1656241;3,509508;-0,7120509;-0,07533503;-2,185538;1,560646;0,3999548;3,690289;1,062744;4,772546;-3,508768;-3,538477;2,675457;-0,1326733;3,416481;-0,4287643;-0,09446573;0,1083012;1,735108;0,6467671;-4,355083;1,300713;3,48976;-1,682964
22|TOP2|0,01849457|4,641672;-3,06164;-4,445536;-1,014617;-3,444404;1,42873;3,866278;3,879269;3,410739;1,222835;3,739613;-3,637821;3,276336;0,9741406;-3,433088;-4,834052;-4,77943;1,177475;-0,9410172;4,504748;1,416901;4,074199;-3,792158;1,463883;-4,088671;-3,546283;2,159134;3,977193;1,730897
23|TOP2|0,01838625|3,962831;2,77454;0,1704507;-2,198977;2,687571;1,689502;-4,334991;-1,821422;-1,018172;2,247542;-2,403442;4,601974;2,930913;-0,2285118;-4,658837;0,4532247;-1,052;-0,01628113;-4,614076;2,461133;-1,704433;4,214313;-3,313166;0,3547997;-2,1614;2,08486;0,617506;0,9656281;4,306629
24|TOP2|0,0183819|4,551791;1,040628;-0,9715323;4,555034;-0,8960776;-3,457844;-3,012897;-1,627342;4,288979;4,143846;-0,7382302;0,2571793;-1,862474;-4,980451;-4,359289;0,9470696;-1,016839;-0,3479857;-1,954796;3,640053;-2,694747;0,3883429;-0,4951234;-0,1773567;0,4413061;2,30777;0,1389809;-0,3361936;-2,268602
25|TOP2|0,01838177|0,9277172;2,954533;-1,26993;-1,728696;0,2110057;1,04815;2,771381;1,703876;-2,193583;2,033734;1,29304;0,08684921;-3,387959;-4,962317;-1,75597;2,616303;-2,449239;1,058038;4,684931;2,328797;0,8718996;3,730721;-3,375449;-2,884006;0,7942886;3,447398;-0,7701154;-0,2656345;2,599014
26|TOP2|0,01836902|-2,846627;-4,5615;-3,046842;-1,23864;4,127508;4,112674;0,5910878;2,483623;-0,3417368;2,698306;-1,746101;-3,989443;3,853165;2,969269;-3,73829;-2,598902;0,6932621;-3,109159;3,196932;2,092618;1,179336;-0,4143233;2,056282;-1,874914;-1,908817;4,638391;2,278327;2,21562;-3,119964
27|RandomParents|0,0183627|3,559829;-4,726704;-4,099603;-1,097958;4,126549;2,400935;-1,251054;3,71435;-4,398761;-3,195647;1,812814;-4,141819;3,50242;-4,149561;1,907159;3,681805;-3,489235;-1,345621;1,382269;2,829674;3,915881;-3,746105;0,701117;4,283055;2,903862;3,934494;2,478314;-1,320189;3,953795
28|TOP2|0,01836073|4,933857;3,36354;-3,172958;-0,9513359;-0,06067562;2,392479;-3,154283;2,432317;-2,218611;3,927706;3,073272;-4,440407;-1,993248;-3,384175;4,361841;-4,066067;1,793437;-3,033825;-3,644896;0,08261871;-3,004466;-0,2653532;2,582946;-1,776919;-3,766662;3,215778;0,6926398;0,9238772;-3,369844
29|TOP2|0,01829521|-2,953351;3,780699;-1,131284;1,937307;-4,580439;3,03937;2,801209;1,609803;-2,991482;-0,5710225;4,989428;-4,435095;0,2125721;-3,168776;-0,4387326;1,672655;-4,820853;-0,900753;-4,237081;-0,5382662;2,846206;1,427344;-2,438845;2,242216;-3,489832;-3,644271;4,439693;3,278695;2,817808
30|TotallyRandom|0,018258|2,843139;3,840359;-2,897955;0,8399706;3,144968;-2,989079;1,007142;-3,982179;0,4642386;-2,326796;2,30566;-4,036739;-4,992453;-1,640472;-0,6457634;1,18375;-1,890532;4,017;1,06507;0,9923511;-0,7382183;-0,9379845;0,5191069;-4,912347;0,00334692;-3,169103;4,181014;2,272594;1,786142
31|TOP2|0,01795948|-2,973777;4,318187;-2,557027;0,8803411;1,12724;-2,963114;-1,193327;1,385108;-4,675571;3,976665;4,284925;0,7557993;3,926645;-4,342306;-2,447268;-0,7566624;1,867436;0,03242207;-0,0610466;-3,45646;-3,655544;3,695922;-1,516114;-3,251515;-4,342605;-0,9259148;4,646225;-2,580438;-1,9371
32|TOP2|0,01747213|1,333753;-1,840754;-1,085662;-4,562637;-3,339439;2,237701;-0,04107285;4,351343;0,1676707;0,3573995;4,756488;-3,144907;-3,899952;-1,384807;4,232481;-1,468381;1,944051;-1,520012;3,654646;1,384121;4,490461;-2,015865;-1,612483;1,238107;-1,206843;-0,6007571;3,736303;-2,307426;2,696249
33|TOP2|0,01730791|-4,594703;-1,598477;1,56806;-0,5263047;1,236748;-1,607246;-2,594704;3,694615;-3,002;2,041385;-1,150002;-4,296245;-3,125317;-3,331839;-1,601766;4,375435;4,336709;-1,830206;4,789623;-2,087641;1,994456;0,4180665;4,520385;-1,761326;-4,477201;-3,694963;0,4458385;-2,402031;-2,804948
34|TotallyRandom|0,01685927|-3,176142;-0,9190912;0,9131389;-2,766085;-2,555324;0,7174544;1,877556;-0,740077;-3,042328;2,005683;2,832986;-0,462914;4,040632;-4,734632;-0,05714941;-3,279495;-3,938558;4,914581;2,01525;-0,0001044273;1,93236;-1,504977;3,739009;0,667171;1,028462;-4,397579;-3,201851;-3,074143;-3,294688
35|TOP2|0,01669089|-1,710754;1,121357;-0,5135326;-2,834435;0,4512854;0,6938834;0,8142881;-4,556246;0,1056366;-4,55041;0,2296753;-2,616167;-3,192482;-2,917804;-0,05565119;-3,145948;-0,9969668;2,588986;0,3653197;-3,005825;4,844314;2,163914;0,7479267;3,39941;0,3605037;-0,8523197;-1,908295;-2,483378;-3,574733
36|TOP2|0,01548468|-0,0402565;2,942028;1,120996;-2,446854;-1,122361;1,750907;-4,099209;3,349853;0,3816252;-3,797672;-4,215372;1,540067;2,161057;-4,663548;-0,4621844;-3,124344;2,618061;-0,3412776;-4,371524;2,083901;0,5626111;-1,073435;4,725416;-0,9606166;-1,410933;-0,2572556;-2,993615;-2,634667;-4,365878
37|TOP2|0,01460088|1,4211;-4,305719;0,04755449;1,568475;-2,717984;-3,65591;-3,038932;1,598706;-1,258059;-3,830462;1,348943;-1,738687;1,667797;2,352164;-3,5104;-0,2186556;-1,111712;3,265887;-1,741499;-4,716254;-4,183173;-2,618299;-1,556669;-4,872237;-3,559761;-0,7123466;4,692923;4,779826;-3,001982
38|TOP2|0,01415845|4,027838;3,058989;1,42774;-0,3905826;3,466501;-3,95493;2,506231;0,5757089;-1,819163;-0,7251053;1,445535;0,1496334;1,203258;-3,882566;3,616915;-0,2368374;-4,630936;-1,030352;-3,619567;1,617255;-2,852118;2,515073;4,349717;0,9123974;-0,2279549;-2,204699;-0,658433;2,547317;4,167685
39|TOP2|0,01398066|-3,801832;0,2485447;1,125048;4,549736;4,38376;4,545585;-2,843428;-1,811374;-3,176609;-2,406616;0,4537315;-0,4854341;-4,304186;3,605536;-3,233019;-4,810219;-0,837657;-1,418285;2,208869;-1,065745;1,457007;-2,032132;-2,053564;-4,721504;1,219595;-0,8191781;-2,447386;-4,418851;1,144417
40|TOP2|0,01393712|1,176281;3,435671;4,313368;-2,180863;-1,584222;2,862066;2,185416;1,372667;2,187362;-0,2361112;-2,560489;0,3412862;1,795152;1,394267;2,803848;2,128345;-4,685257;1,007159;-2,105256;4,247355;2,01194;0,8132405;-3,258204;1,922889;-1,981957;3,855898;-2,055333;-2,798797;-3,550091
41|TOP2|0,01393527|0,9729428;-4,447079;-3,237909;0,2539034;1,027486;-3,115415;3,299769;0,2676349;3,449852;-0,5460958;4,275156;-3,477066;-1,517065;-1,616845;2,962993;-4,816054;2,438328;3,498676;0,7385035;-0,590591;2,538506;-0,3782649;-3,102571;-2,801193;1,277523;-0,1264148;-3,868166;-2,795825;-4,959833
42|TOP2|0,01393267|0,758688;4,204952;4,940258;1,225161;-3,951576;-1,24302;2,529869;-0,3551812;-4,984273;-3,724595;-3,902701;-3,189178;3,083902;3,588392;-1,665638;-2,149765;4,515985;-4,190688;1,875356;-3,187548;2,019814;0,9837718;3,573681;-2,704071;-3,105878;-2,474211;-3,127301;-3,472838;3,057903
43|TOP2|0,01390363|0,1364832;-0,5554347;4,186199;-0,1408262;-4,849511;1,258991;-0,6270952;2,2376;1,533917;3,293052;4,41296;2,914391;-4,389338;-1,98751;-0,1954479;-1,997116;3,920588;2,92286;-0,8926706;2,693399;4,308056;-2,482414;-1,900928;-2,669005;3,652231;-3,924795;-0,8011346;-1,19553;0,7420177
44|TOP2|0,01389916|1,405384;4,773413;2,397468;4,582948;-1,898591;-4,901475;-2,981036;0,5260353;4,968483;-3,938673;-0,1608534;1,781194;-2,985517;2,755213;-1,887867;0,2000313;-3,325451;-4,287639;2,893857;3,677698;4,283109;-1,625695;-2,296489;4,55793;-3,502697;-3,126484;-0,461555;-4,439037;-4,41818
45|TOP2|0,0138929|-0,09640646;-1,210646;-1,355455;3,52153;-0,4241948;2,933339;0,6856484;0,3344746;-0,5324059;2,63146;4,660458;0,05559969;-3,340945;3,257713;4,121152;1,825112;-1,212125;-1,837325;1,249012;-1,777735;-4,530997;4,84611;-4,042557;-1,520463;-3,498663;4,939896;-0,9731321;-4,030642;3,326876
46|RandomParents|0,01388821|4,919693;-1,667392;0,4701347;4,561709;3,002396;3,017775;-3,853352;0,6174393;1,220908;-0,3315334;1,434564;4,742512;-2,695646;-0,4321699;2,790526;-2,728023;4,183231;-2,929976;1,881388;3,48999;3,483315;3,632535;4,309134;-0,05853224;-1,943733;-0,518692;-0,8652048
