Generation: 1 | maxFitness: 0,1776364 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,1776364
8|TOP2|0,08522528|2,749439;1,302632;-2,184153;2,652966;-4,860847;0,3857927;3,694793;-2,026255;-3,244639;-2,298765;2,506425;4,140489;-0,3417439;0,5629401;1,10269;-2,807562;-1,409373;1,340189;2,313565;0,5770545;1,570634;-2,508574;-1,513433;-3,98224;-0,462019;-3,658306;-1,016726;2,764232;-1,688178
9|TOP2|0,08486425|-0,04832458;1,045045;1,00812;-0,9798985;-2,929336;4,038436;1,330074;-4,595699;-3,109295;1,39078;-4,264748;-2,226863;-0,5989676;3,25329;-2,16928;4,13013;0,9526987;0,7479424;-1,941196;-1,702085;2,707579;2,427898;-2,172003;-1,209789;0,6547241;-3,918839;3,077594;-2,724206;0,8859901
10|TOP2|0,07151081|-2,600698;-0,8672624;1,521319;4,350963;-4,454741;3,255813;0,7556634;2,280146;4,874078;4,132816;-3,2021;1,906298;-2,756394;-2,618911;-4,132003;1,11739;2,671945;-3,409905;2,292911;1,296883;-3,174853;3,408771;-1,738486;-3,990041;-3,193886;-1,11869;-1,874373;4,074135;1,934482
11|TotallyRandom|0,03830333|3,007655;4,178496;2,766477;-3,763257;-2,073987;0,2404351;0,695775;3,480539;3,135966;0,4428725;-3,010083;3,629271;-2,160583;1,792469;2,400415;-2,752394;0,1610155;-0,6051583;-0,05375099;3,32406;3,236652;-2,436215;-1,524765;-3,305816;3,92189;-0,3870864;-3,02459;-2,771712;1,747856
12|TOP2|0,03288756|-0,57236;-0,8224635;-2,408553;-0,3403683;1,849241;-4,485637;0,5917983;1,840713;0,005264759;3,714359;-1,54799;4,199028;-0,4221888;-3,428047;0,8748288;0,1350279;1,628308;0,4981084;2,46482;0,8234067;-1,554921;-4,438657;3,905116;3,154571;-4,114744;-4,584206;4,371076;-2,536119;1,363806
13|TOP2|0,02958354|-1,477019;4,237614;-4,275321;-4,325572;-1,594425;4,941253;-1,902797;-3,017147;-4,073874;-3,351121;-2,535892;3,763895;0,5346007;0,4490347;-0,482306;3,707;-2,092183;0,4850082;1,415264;4,010506;1,720963;0,2589364;-4,734393;0,8417397;3,64164;3,058486;-3,799273;3,57935;-3,392008
14|TOP2|0,02884953|-0,8951883;-4,165752;-1,238734;-0,5668788;-3,286281;2,217899;-4,858099;4,293562;3,581003;-1,944237;4,670093;-4,380389;3,222215;0,3013368;-4,727803;-4,719461;-3,098986;-1,625919;3,996481;4,58173;2,102829;-3,950588;3,909473;-1,847103;0,4347329;-4,606401;0,6651015;1,643334;-4,150772
15|TOP2|0,02466169|-1,656368;-1,536474;2,582142;1,469513;-3,54876;-4,623047;2,358203;-0,6486087;-4,450214;0,8819075;2,11077;-2,151173;-4,035603;3,682656;-0,7949586;1,459;-1,372943;-1,473334;2,433034;0,2296467;4,19169;-0,6589456;-0,4228501;-3,952709;2,342666;4,084846;1,955813;-4,616158;0,8283253
16|TOP2|0,02423276|-1,044856;0,319479;-4,407299;2,855711;-2,717148;-4,337166;0,2421947;4,044662;-4,870558;-1,227114;-0,08611393;-4,284336;3,378143;-0,1539283;-3,322701;2,907077;-1,097785;-1,75442;-3,7244;3,389277;-0,9994798;1,224308;-3,186416;-4,907906;-3,080043;-3,566689;0,574872;-4,414145;1,02923
17|TOP2|0,02335502|-1,912172;3,390112;0,8896022;-0,6437426;-1,107908;-2,987583;-2,188344;-1,745686;0,08642626;-2,85131;1,215269;-3,893553;-3,572107;-4,940084;1,2831;-4,552566;-2,865504;2,437027;1,681661;-3,526841;0,3938336;0,4134388;1,748011;-1,42492;0,08743477;-2,732963;-3,899871;2,608345;-1,042943
18|TOP2|0,02104086|-4,343768;4,254065;3,256867;1,779422;-4,364555;2,011812;-1,982105;0,246263;-2,912223;-2,865168;-2,784307;-3,651058;1,638702;-4,276613;1,046159;4,315425;-2,436885;-4,50551;-4,393915;4,354218;4,651981;3,324796;3,947296;-2,215899;-0,1195936;0,9820695;-3,169532;1,043655;-1,246819
19|TOP2|0,02067598|-4,734352;-2,175629;3,215978;2,934921;1,836094;-1,081848;-2,155986;0,9315748;2,309049;-2,801856;0,8873792;-1,954414;-4,056855;4,941787;4,886006;-2,415587;0,1627417;-4,488364;0,2521105;-0,3960271;4,190842;3,130589;-0,09424973;-3,030334;-3,085989;-4,25927;0,3660874;-4,69755;-0,8249621
20|TOP2|0,01923943|2,450079;-3,099064;0,1853724;2,551272;-4,764256;4,148811;-1,034046;-4,728327;2,56667;0,3882856;0,2854629;4,91329;-2,736454;-1,484162;-2,701674;-1,128684;4,175346;3,398366;0,4465275;1,115288;-4,321602;3,637956;-0,8521433;2,853254;-4,709896;3,750967;3,59358;1,425658;-4,639038
21|TotallyRandom|0,01898856|-3,246794;0,1104383;-1,666523;-4,486656;-3,145085;1,173489;-0,4497547;-2,121158;-0,7867093;-0,9154778;-3,737043;-3,567704;1,017088;-3,535752;0,03465462;-1,849961;0,3982372;-0,8427863;-4,338356;-4,267107;2,973473;-3,646106;-2,35856;-3,957495;4,101688;0,1978164;0,930397;3,509947;-1,906701
22|TOP2|0,01854619|-3,502173;4,055367;-3,184285;-1,051953;0,8497577;3,57225;-4,925087;1,922104;-1,428221;-3,919441;-4,620376;-2,184828;2,20571;1,165259;-3,452583;1,88763;0,3987832;0,2914853;-2,311787;-2,441077;-1,683538;2,134283;3,231869;4,582777;4,998128;4,097997;2,508391;1,357393;-2,041669
23|TotallyRandom|0,01836131|-3,878355;2,943544;-2,145193;-4,061745;-2,049084;2,802789;-0,8768411;-3,519569;-1,261992;-4,630676;-2,917168;-2,284999;1,483242;-0,4360933;-4,286522;0,3328509;-2,375655;-0,8434038;2,766076;-4,718706;-0,5544157;1,862925;-1,806938;2,559472;-3,455586;-3,739395;-3,810201;-0,09682846;3,187126
24|TOP2|0,01827914|-1,377742;-1,204795;2,969751;-1,684579;1,456659;-3,469736;-3,346373;1,195545;-1,836393;-4,630877;1,729233;4,299087;-2,075708;3,170604;-0,2174287;-2,887453;0,006439209;-3,321257;4,496311;-1,993335;0,4868956;0,9099059;-4,996523;-4,804613;1,060322;0,0753479;-4,368601;-0,1068707;-0,865119
25|TOP2|0,01798688|-1,683652;1,8453;1,509272;-2,841291;-3,830627;-1,333273;-0,7144337;0,8615499;-0,214705;-4,226702;0,4277511;-2,090092;-1,461052;3,926792;-0,5017467;-4,247361;-1,709239;2,144043;-1,896719;3,902344;-1,240364;3,877088;2,680502;2,6641;4,872119;-2,732453;4,658866;4,524598;4,210109
26|TOP2|0,01795875|-4,36729;-4,102712;2,743859;0,9058146;-3,168908;0,07800865;-1,839268;2,880889;3,034801;-0,7901316;-0,3544517;1,32926;-3,71463;3,541697;-3,638561;-4,633189;0,9355063;-1,570082;-1,895845;-2,056927;-2,997119;3,170828;2,628107;-0,8185916;-2,100188;0,9840446;-2,423853;3,109007;4,47185
27|TOP2|0,01746709|3,400928;4,911745;4,373634;-3,397341;-4,610752;0,2287478;-3,739912;0,8074312;-0,9409804;1,040635;-1,971968;3,583098;1,068302;3,752427;-3,602542;-0,3645091;4,62373;4,18057;0,6793027;-4,065418;2,739058;3,107988;-2,647474;-3,717097;0,256247;4,897514;-2,665986;3,012205;0,8314557
28|TOP2|0,01729619|0,5525489;-1,279786;4,259395;1,420826;-1,538636;3,906363;2,973914;4,762634;-2,478068;-2,947617;3,436221;-3,584651;-4,23943;-4,010431;-0,1493292;2,993074;0,7160907;-1,629736;1,093809;-1,919055;1,17893;-3,615242;1,950559;0,3117294;-0,2570529;0,7086344;-1,971493;-4,312851;-3,30607
29|RandomParents|0,01723135|-3,683648;-2,646301;-1,087846;3,879896;-2,666025;3,552903;-1,09057;-4,671923;0,1937108;-0,5790286;2,629688;4,89718;-4,825089;-0,9194117;4,453775;-2,800977;3,386801;-0,474792;-1,828851;0,7872744;-1,348104;-4,089386;1,965135;4,89805;1,571983;-0,5567603;4,239186;3,697852;3,243836
30|TOP2|0,01715578|1,61423;4,887128;-0,2872829;-3,197432;-2,721333;-3,23578;3,444832;-1,934829;-4,023397;4,789743;4,108772;-3,831379;-0,5589061;-2,031455;-3,998919;-2,531916;-3,640423;2,035507;-3,982391;-1,916215;3,314217;3,764778;4,3584;2,902073;0,4147987;2,953089;0,6728024;3,170236;1,936796
31|RandomParents|0,01714715|-0,3758221;4,480704;3,144219;-1,391519;-0,4162807;-0,1192136;-4,580812;-0,526381;0,691648;1,88633;-0,5109959;-0,488277;-3,588024;1,226452;-3,488994;-0,3603892;3,647576;-4,896238;-0,7730336;2,871864;4,039464;3,096746;1,432876;-3,270767;3,993497;0,2630215;-1,128466;-1,235401;0,862102
32|TOP2|0,01713446|3,410035;-4,365817;-3,794776;-4,571143;-3,157532;-4,587816;-2,431696;3,09783;-4,961542;2,471821;-1,807439;-2,232816;3,652076;4,105451;0,9857697;3,492204;3,730764;-1,70226;2,846105;4,196308;2,807333;-3,220403;2,164502;2,190434;4,382164;-1,414521;-4,961063;4,403803;3,590204
33|TOP2|0,01713139|0,2782135;3,352597;-3,425826;2,77409;1,840287;-0,9050994;-4,033313;-2,29083;1,196265;-0,3877301;-2,80825;3,203789;2,700174;-0,4882793;1,901638;4,129852;-4,356541;4,599504;4,184613;3,659674;-1,571996;4,421108;-4,412814;-2,549273;3,488724;3,828796;-2,950891;1,030547;2,067642
34|TOP2|0,01713123|-3,206869;3,24169;1,159926;2,668561;1,842515;4,351425;-2,169144;-3,238965;-4,289193;1,379337;-0,589128;-3,686186;2,853234;-4,924655;-0,9879999;-4,088388;-0,06195736;4,576997;-3,606406;-3,794544;-0,7078214;3,094102;-2,89073;-3,88345;-2,637419;3,439326;0,02908897;1,703192;-4,686792
35|TOP2|0,01712988|-2,482262;0,7070117;-4,064281;-0,3317409;0,5383663;3,648363;0,2963691;-0,7117062;1,500177;0,1066546;-4,91192;-2,487572;2,448238;3,217682;2,105713;4,287395;-2,954117;-4,410424;2,594006;3,18626;0,5260606;-3,773269;-3,733945;-4,145077;-2,215989;4,787722;-0,04155684;2,761909;-1,064673
36|TOP2|0,01712987|1,414398;-1,504355;0,9797411;3,9239;1,654993;-3,749799;-1,627779;-1,415649;-0,8048301;-2,345644;0,6302862;2,32766;2,587254;0,5342536;-1,949567;-2,17206;4,025565;-3,720329;-4,67592;4,484463;1,953467;-4,336271;-3,396305;1,830338;4,551183;-2,288782;-1,146008;1,851282;-4,065957
37|TOP2|0,01712984|3,133291;-1,674335;4,659838;1,764705;0,8573265;-2,854841;-3,995306;3,513167;0,2277513;-1,508651;2,181129;4,873839;1,525268;1,786096;-0,2847333;-4,092998;-2,982062;1,659979;1,375081;3,74707;-2,87236;-1,28234;-0,9069591;-3,004868;0,4348369;-2,487094;3,502155;4,695626;-4,856188
38|TOP2|0,01712864|2,16179;3,918659;-4,950403;4,491706;-1,184358;1,494213;3,2205;1,629251;1,02071;4,3782;0,7336469;0,3136115;-1,305468;3,099999;4,193544;-1,662076;-3,577036;-3,452722;2,754916;-0,8014278;-0,0573616;-2,534714;1,51612;-2,944783;-3,780112;3,28546;3,200637;3,795693;-1,030124
39|TOP2|0,01712854|2,140609;4,244144;2,412641;2,369366;1,298635;-0,3718405;-1,797534;4,374352;0,7145662;3,45016;3,054974;2,957259;-2,087895;3,077303;-2,654262;3,890707;-4,469421;-1,201389;-0,01218843;-1,127401;2,417508;1,212233;4,978757;1,261715;-3,21331;1,469465;4,549715;1,827655;-2,839041
40|RandomParents|0,01712846|2,33537;3,685611;3,411198;-2,424849;2,749643;4,459962;2,728295;-2,221549;-1,748595;3,823003;1,419564;2,922941;-1,735495;-3,838837;3,902144;4,977473;3,942957;-3,117604;-4,07394;3,965318;-3,776495;-4,639259;1,759788;-1,326333;-2,451358;-1,918876;3,502599;4,350069;1,417717
41|TOP2|0,01712814|3,511774;-0,6456118;-2,329061;0,576715;-0,005661964;2,242968;-0,500905;-0,05370426;0,602942;0,3054948;-0,653532;-2,846515;-4,83383;4,300579;3,438283;-0,9776096;3,719486;1,887386;0,2918739;-2,851273;0,5209417;-3,072258;-2,344913;-3,955898;2,700337;3,725708;-0,143568;2,647921;-4,653577
42|TOP2|0,01712804|1,397622;-2,286136;0,7064466;3,743191;-4,178897;-4,218135;0,9473414;0,851018;2,876059;2,063611;-3,116802;-0,765111;0,7658677;-0,5457811;0,6039934;3,179992;-2,557153;2,976125;-2,958789;4,753903;-4,633159;2,159185;2,10236;-1,011825;4,785228;3,959031;-4,134255;2,635145;2,83393
43|RandomParents|0,01712683|3,206573;3,87274;-4,323764;3,4723;0,2487116;1,82345;-4,956764;-1,937762;-1,194603;-2,489886;0,7498198;-0,3005295;-4,745593;-2,076481;-3,054675;1,816153;3,671696;1,742829;-1,152341;0,9444423;1,780891;-4,041864;3,689842;1,254296;4,454785;-1,376539;3,951083;3,670306;-4,10751
44|TOP2|0,01603471|1,163508;2,115503;2,381742;-1,459844;-3,050851;-2,816382;3,614598;-0,4518156;0,3353863;0,9781427;-4,262829;3,388757;-1,028201;-4,625013;0,2234583;4,634254;3,272872;1,315961;-3,060002;-2,122015;3,395035;-0,9658842;2,385798;-3,790966;-0,4597683;-0,2298861;1,433346;-1,571053;-0,6688409
45|TOP2|0,01365047|2,37725;0,3518696;-1,827845;0,4561634;-1,314203;-2,574626;0,7076459;-2,988177;-0,3549523;-3,079395;1,686637;-0,6870298;2,213717;-4,267;-1,981172;-1,306457;1,575221;-3,406217;0,5707235;-4,0177;2,905382;3,007055;2,943891;-0,235755;-1,247511;4,115774;2,563285;2,972898;0,7992883
46|TotallyRandom|0,01354028|-4,735433;0,6266408;-1,866234;3,412815;-2,912365;2,151207;-0,1173429;-0,5829949;-1,812291;4,358146;4,894161;-4,927557;3,074284;-4,317627;-2,410941;4,175375;1,589551;-0,2084236;3,665215;1,837372;1,636835;3,230957;3,172635;-4,27743;0,2387066;-2,747263;0,492384;-1,155452;-4,068054
47|RandomParents|0,01354021|-0,3249364;0,3
