Generation: 1 | maxFitness: 0,1688614 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,1688614
33|RandomParents|0,01518374|-1,992771;1,734422;2,10192;2,443335;-0,2056055;0,4165177;-3,560691;4,999498;-0,7374172;-1,055359;2,441348;-2,623096;-0,8699579;3,522243;2,538916;-0,6349964;2,625605;-0,3808899;0,4298477;1,168585;-0,2457471;-0,4322286;-4,660486;-2,470273;3,605436;-3,363817;0,7748299;4,561811;-3,876811
34|RandomParents|0,01518332|-0,6528587;3,266541;1,366745;-2,072045;3,545194;4,959871;-4,657076;-3,437386;0,1130562;-4,0206;2,301391;1,193003;1,686778;0,6482177;3,305528;4,242105;-0,751204;-2,331123;-2,823602;-4,902678;-2,605013;-3,91608;-4,141508;-2,559623;1,641922;-4,692995;2,692754;1,139261;4,951139
35|RandomParents|0,0151822|0,1932387;-4,552753;2,123828;-1,335251;4,507572;2,843138;-2,625546;-0,4190688;4,166223;1,431858;-4,178556;3,466475;3,441437;4,283175;-1,83947;-2,231359;-0,1650195;-0,2180748;-3,184702;-3,891197;2,755169;1,914562;0,6942325;3,065044;2,512713;4,519543;-3,496166;2,855229;3,390157
36|RandomParents|0,01517704|4,800249;-0,8170147;3,029787;4,946805;1,640413;4,115715;-1,711564;-0,7951946;2,039418;-0,5203934;-2,949995;-2,902926;-1,09561;-0,02227831;0,3785129;4,673566;0,3034801;3,47795;4,019382;-1,023759;-0,3898091;-1,60995;1,223027;2,591456;3,493153;4,219732;3,022118;-2,768627;1,636765
37|RandomParents|0,01517609|2,047685;0,4127221;3,893023;3,545214;2,732699;0,895514;-4,090549;-2,839134;3,677169;-0,2509408;1,709834;2,223802;2,001858;-0,5743103;-0,9569507;0,4640131;2,15391;1,196535;0,533597;-1,312189;4,775917;-2,314193;1,014831;-2,120533;1,640432;1,314815;4,832489;3,835932;1,484785
38|RandomParents|0,01507124|-4,836662;1,119766;3,496395;2,126749;-1,580491;-2,216969;4,820144;2,324494;2,139989;-4,667926;-1,479773;-3,521402;-3,150862;1,475916;-3,351935;-3,608591;-4,290283;-2,605758;1,706488;-3,358521;3,152771;-0,466332;0,5642848;-0,6214004;0,8904247;-1,33955;-3,745913;-4,76959;-4,510899
39|RandomParents|0,01428302|-2,988665;-0,2533145;-3,726187;2,595645;-0,9709315;-0,1728601;-1,180654;2,911777;3,139354;-1,129253;-4,36831;2,747212;1,726212;3,376107;0,659924;4,183787;-3,112024;3,922435;0,09979296;0,05713987;-3,806498;-2,30989;4,067641;-2,344527;-0,3361325;-3,668644;4,562459;-4,964156;-3,992995
40|RandomParents|0,01317434|3,872399;1,138136;-3,951264;2,299699;-2,968292;3,37891;-2,323864;3,144325;0,9335189;-3,768606;3,653538;-0,2072997;-0,6451316;-1,923564;-2,649064;-2,468424;-3,500138;-0,358427;-4,695318;2,080591;3,169731;4,322525;-2,739737;4,249145;-1,2629;-3,617518;4,403028;-3,487445;-1,372084
41|RandomParents|0,01315135|3,390999;3,867743;1,214235;1,341034;-3,481177;3,767388;-0,01810837;-1,359478;-0,78232;0,4427414;-0,8932357;-4,957821;-2,673235;-4,941188;0,9144621;3,747796;2,908033;-3,354014;0,5345254;-4,400701;-2,699834;-3,63091;-0,2570386;3,340016;1,155967;-1,290687;-4,939787;-2,25867;-0,9415169
42|RandomParents|0,0131349|-4,657606;2,893012;-2,420083;-3,233175;-2,238443;1,551087;3,274828;3,988723;3,927001;4,90871;-0,2261395;1,047216;-3,450066;2,448578;-3,607077;4,944807;-0,07067966;3,765025;1,241873;-1,2002;-2,701167;4,456841;0,9093409;3,702741;2,677845;3,202924;-3,135448;-0,6222672;1,635795
43|RandomParents|0,01307712|3,496337;3,498781;-3,889557;-4,135724;-1,562907;2,858992;-4,338598;2,538189;3,632565;1,596168;-4,913138;2,563394;2,847041;-1,120274;0,06330776;0,09779024;-2,563112;2,694502;4,949006;2,252215;2,805057;1,39693;-1,289176;-4,860315;-2,815461;-3,678049;-2,69339;0,2863889;-2,297664
44|RandomParents|0,01307657|-2,20784;3,595738;4,510026;3,290043;-2,560166;1,411377;1,186669;3,078127;-4,978375;1,905584;1,93629;-2,778566;-1,917819;0,8439879;0,2102466;-3,891613;-3,269835;3,557926;-1,391496;1,50805;3,776026;-1,5662;-2,080267;-1,744636;-0,5477505;-2,545219;-2,596231;-2,465004;2,159782
45|RandomParents|0,0130685|1,530748;-2,008831;4,696398;-3,666905;4,519768;0,9938498;2,747582;-1,626174;-2,438362;1,900139;-3,3841;-0,5188613;2,442429;4,70881;1,590203;-4,258075;4,258365;3,760512;4,328815;-0,09737682;4,642763;3,544799;3,202132;3,803067;2,28514;-2,973042;-1,772612;-1,452417;-0,5017133
46|RandomParents|0,0130521|-1,636052;-2,213271;-2,038502;4,176385;-1,892883;-4,393569;3,253713;-1,312446;0,7557731;1,47416;4,580044;-1,104066;1,11715;-0,6199889;2,851933;4,022809;4,582843;-1,24691;-2,556846;-2,527672;0,2970023;2,732768;-4,867071;0,8298702;-2,312794;-2,299113;2,866557;-3,662998;1,144711
47|RandomParents|0,01303563|1,293612;2,977078;-0,8311062;3,982644;4,103771;0,6379576;2,704545;4,429956;-4,374499;2,625015;0,03545094;2,337344;2,11436;-4,804588;-1,108863;-1,969779;-2,417876;0,666563;4,110188;-1,26651;0,1177053;3,317986;-1,125259;-0,3729515;-3,225169;-2,663422;0,8408947;-1,574549;0,4469352
48|RandomParents|0,01303526|-3,343787;-1,06668;-1,57074;-1,773841;3,227959;2,816899;2,91781;-0,8163042;-0,03940058;-2,169099;2,674004;1,681491;-0,7042665;3,974713;4,925911;-3,222895;-1,998919;0,8007998;3,293885;1,965537;-0,2952795;1,873521;3,592117;4,312092;0,6257029;-0,4736419;-3,933849;-3,665472;3,032157
49|RandomParents|0,01303101|3,664224;3,86729;-2,175314;3,928719;2,50819;0,8613758;1,840849;-2,54208;-2,467037;1,328116;0,07862616;4,228416;-4,426723
