Generation: 1 | maxFitness: 0,1555607 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,1555607
8|TOP2|0,02309793|-4,833839;2,56283;2,54114;-4,510421;-3,926511;-1,585062;-1,32549;-0,07789564;0,8475761;2,495279;4,167215;4,396486;0,02278519;1,692588;2,746133;1,335142;1,89787;0,9400887;2,741037;-2,37595;-3,41806;3,588485;4,657919;3,438555;-3,63322;-0,05541277;-4,677075;0,4774923;-2,175738
9|TOP2|0,02260837|-1,210889;-3,832752;4,48511;1,631331;-0,2688808;3,633366;-1,545785;-4,563851;0,9882421;-4,326138;1,995193;-4,076747;-1,665544;-3,732697;1,091794;-4,649925;-2,722873;3,511558;2,256556;-3,723888;-0,9099717;-0,1746078;-1,665306;1,105768;-0,2462335;-2,075006;4,485488;3,557102;-1,838778
10|TotallyRandom|0,02254975|0,4219728;1,105185;-4,375962;0,7357888;-4,864168;0,2978964;2,488308;-4,162813;-4,028949;4,949736;0,5591125;-4,212905;-1,381588;2,474357;-4,15707;2,77976;1,087193;1,488052;4,346399;2,291667;0,6403799;-3,463571;0,7330661;0,8588691;2,504656;2,0235;2,862366;3,630561;-2,375497
11|TOP2|0,02158289|-4,270262;2,985113;-4,13027;-4,677485;4,682941;0,665092;-2,860785;3,700941;-2,464936;-0,7178659;0,9989362;-3,215157;-1,826558;-4,288769;-4,972192;0,3634601;-2,045594;-2,813157;-2,922979;2,590168;2,925341;4,292517;1,923768;-2,786051;-3,996446;2,161582;-2,837587;2,925985;-1,277322
12|TOP2|0,02090742|-3,361645;-2,575687;4,189407;-3,729077;0,9360151;-2,817187;-1,907146;3,449239;-4,642488;4,677217;-0,497746;1,685324;0,1324148;4,74478;-2,162698;-3,672043;-3,07513;1,561728;4,501843;-4,056073;-0,0223465;3,140296;0,433753;-4,988543;-0,3883071;1,872801;1,898916;-0,7451816;-1,401875
13|TOP2|0,02057586|-3,487834;0,8717685;-1,750736;-2,161476;1,194505;-1,492694;-3,352955;-4,193683;-2,20032;2,723618;-0,28194;0,1797013;-4,739088;-1,298458;0,7909913;-4,603556;-2,109974;0,5406814;2,662381;3,321739;-0,6794076;2,387331;4,93196;-2,64429;1,966189;4,768552;-4,274382;2,886866;-1,459635
14|TOP2|0,01979136|-3,744193;1,529359;-4,955026;0,8688517;2,318974;-1,102647;-0,1515956;-3,651102;-4,930186;3,506443;-4,943522;-4,263584;3,871403;-1,243685;1,243954;4,269143;2,302978;2,346196;-2,095127;3,07494;-4,889826;-4,197952;-0,5703588;-0,2076273;1,463289;-3,967338;3,114465;-1,349888;-0,7966976
15|TOP2|0,01934428|2,041595;-4,346861;1,898042;-4,678621;3,574567;-0,9204431;0,3583903;-2,03424;-2,617227;-3,21002;3,351988;-3,669757;-1,511951;2,450582;-0,9996014;-0,6418319;-3,829341;-3,102942;-3,731795;2,839016;0,782661;-1,847028;3,978115;1,607075;-0,4009886;-0,1151447;3,406173;3,567139;2,109764
16|TOP2|0,01873969|-3,957966;-0,7894821;-2,946522;4,339887;0,5610723;-3,528682;-0,123003;-2,347571;-0,9025187;-0,3333907;-2,479244;-3,339014;2,80357;0,969749;-3,073257;-0,3692608;2,294691;3,534212;4,115348;-4,494194;-4,728774;4,290325;-1,552889;-0,728374;4,739657;-3,645041;-3,045019;4,59314;2,834327
17|TOP2|0,01866213|1,661159;-0,8480124;4,390623;-0,6727176;-2,447117;-3,883315;1,011388;2,106966;1,813639;-4,483729;-2,557874;4,859901;-4,403344;2,010592;-2,575879;-2,563152;3,667469;2,497944;1,843028;3,178358;-4,446215;-4,85682;0,1429458;-0,305366;1,856955;0,7817478;1,166051;-3,88124;-0,8818526
18|TOP2|0,01836472|-3,499757;-1,097024;-1,194335;0,95223;3,037966;-3,872212;-4,835373;-2,152953;0,5994539;-0,9463935;4,805537;1,876566;-1,712946;-1,622019;-1,51661;-1,858832;2,757428;0,1995463;-4,56457;3,899032;-2,928334;-4,436897;3,995317;-2,659835;0,4746552;0,9493871;4,748506;2,530292;3,110942
19|TOP2|0,01761191|2,239877;4,98928;2,783042;-2,797983;-1,826194;-0,9622331;-4,522267;2,993846;-4,478447;-4,696699;2,496871;4,788304;-2,588758;-1,05678;-1,90634;0,6764693;-4,946672;-4,913005;-0,1698236;-2,437646;-1,461356;-0,6082754;2,536553;1,711416;2,617831;-2,344939;4,147259;2,389477;0,6962628
20|TOP2|0,01757088|-2,031033;3,76119;2,717884;-0,5578189;-0,9896402;3,452195;1,623426;-3,848734;2,075524;-3,678483;-1,509574;-0,170054;4,674976;-2,901608;-4,470063;0,1660018;-2,774615;-3,799818;-2,86231;0,2154632;1,708681;-2,857673;-0,3153615;-1,363241;-1,522005;2,746538;1,991362;-3,075038;2,079185
21|TOP2|0,01754917|-2,16194;4,621491;4,404349;-1,30981;-3,533197;-4,873152;-1,389415;-0,8617039;-0,06709385;-0,8965273;0,865242;1,727319;-0,08730698;-0,7715006;-4,721755;-0,8654399;-0,26475;-1,339695;3,015291;-4,629795;-3,319959;2,393917;-1,915895;-2,370489;-3,788632;-1,80199;2,859149;0,2513342;-2,402019
22|RandomParents|0,01753283|4,500075;0,9724326;-4,503622;4,264555;-1,491051;1,234086;3,53513;-4,673172;4,610616;-4,562673;1,943517;-1,798544;-3,42981;-2,158261;0,7380576;0,1101584;3,748119;-1,14191;1,419963;-3,485904;-0,3817601;2,885915;-1,101474;-0,5261846;0,683661;3,214676;-2,056574;-0,6637402;1,921082
23|TOP2|0,0174731|3,467855;1,09529;3,327349;-2,810204;4,823379;1,341374;1,167554;2,07376;-3,693847;1,08095;3,548807;1,341849;-2,641171;4,884684;-4,827939;2,402529;3,134273;1,040919;4,898907;1,982573;4,84214;3,71174;-1,263887;2,80479;3,920753;2,630944;0,007424831;-1,714125;-4,053988
24|TOP2|0,01747152|-0,8547406;1,588115;-2,292257;0,2330966;-1,109495;1,416333;-3,242626;0,636919;3,89259;3,863323;-2,179613;0,5239744;-4,445363;-2,700207;4,55235;2,0471;1,887224;-3,391052;-3,146101;3,725446;-2,893344;-1,860442;4,802059;-4,208792;0,152678;4,89538;-2,908417;2,26806;-4,897175
25|TOP2|0,01747063|-1,236296;-0,08025599;1,304116;-0,91289;2,429703;3,364899;-1,669354;-1,166846;4,605839;2,171425;-4,789329;-1,211173;-2,110162;-0,5167227;0,6247468;-4,35067;2,092458;3,887786;-0,6112127;-0,4067512;4,247667;3,138151;4,661698;0,3942127;-2,279926;3,700304;-0,3622608;1,360475;-0,4957418
26|TOP2|0,01747053|4,949245;4,141519;-2,221624;-4,911568;-1,082764;-2,585653;3,602474;3,776022;-4,769585;4,882865;2,755039;-1,133559;0,06466341;0,07063818;-1,679966;-2,611907;-2,340541;1,628157;-1,417952;-0,2166243;4,680126;4,583427;4,271606;2,4781;1,461676;1,678772;3,711389;0,8711915;0,8664007
27|TotallyRandom|0,01747034|1,578963;-3,287298;-1,203223;1,099073;4,511724;-1,745546;-1,600275;-3,237766;-0,09402943;-0,8509212;4,760618;2,312164;-0,4620786;4,114513;-0,8250351;4,22459;-4,611153;2,447903;-3,006381;0,02974081;-2,151161;1,774304;-0,7171841;-1,827516;1,285196;2,927288;3,229948;2,343698;4,977082
28|TotallyRandom|0,01746967|-0,6652312;0,7640152;3,313685;1,606561;4,765362;4,384924;1,155703;-3,566204;0,2349834;-0,8990412;2,819215;1,488963;-4,809273;-1,813612;0,510345;-1,431648;4,712144;1,430574;3,649355;-3,950248;4,44179;1,249938;-1,432545;-2,775836;1,131556;-2,385264;3,376529;1,388983;4,001471
29|TOP2|0,01746642|-3,79321;4,158808;4,834141;1,65603;4,066435;0,3530116;0,9914498;-1,013425;-1,070662;3,347614;4,008112;-4,60841;2,562287;-1,802108;-3,083275;4,432123;4,585562;3,0397;-3,315057;0,6591635;0,4004951;-3,544462;0,3111167;1,004838;0,5542283;-1,426251;-0,7194109;1,819712;0,606585
30|TotallyRandom|0,01746231|0,9821577;-1,388151;2,990106;1,4099;-1,218482;1,503081;2,572459;-0,8707504;2,870512;-1,41052;-0,6199665;2,171897;-3,67128;0,7923536;3,39022;2,200711;0,7066755;-2,862516;-4,713363;-3,378434;4,821301;0,1828237;3,86559;-4,024265;2,105484;0,6313939;0,6291599;4,01637;4,289383
31|TOP2|0,01744819|-3,246026;1,757794;-3,773433;-2,588161;0,8881836;-2,237615;-2,373081;0,3556294;-4,677037;-1,029857;4,161007;4,871584;1,225129;-0,8164101;4,413276;-4,246614;4,065107;-0,6514316;-0,7320304;0,3259082;-2,646861;0,04284811;-4,095297;-2,955308;-4,706625;-4,101253;-1,547975;4,159001;-2,464797
32|TOP2|0,01741545|2,938733;-0,1563878;-0,9828014;-3,558024;-2,969835;-3,704452;0,3188448;4,262027;-2,008775;2,885946;1,421568;2,067288;-3,824814;1,939636;2,788558;4,644538;3,743938;-3,055057;-1,884826;-3,356012;0,4962258;-0,6914454;4,089336;2,073213;-1,733932;2,171328;-0,1766138;2,891918;-1,100811
33|TOP2|0,01735215|-2,470565;-0,3579335;1,503503;4,348512;4,757788;-1,295688;0,7271094;3,179002;-3,556189;3,998242;2,360809;-4,099708;3,300837;3,227941;-3,072796;-4,62674;4,120912;-0,3524284;2,221994;-2,789757;0,6304936;4,460208;0,9291368;1,538247;-4,274612;0,8969002;1,226041;0,66014;1,692835
34|TOP2|0,01717184|4,602303;-1,226134;-1,34516;-4,693345;2,472025;-1,638205;3,318306;-3,090344;-2,955485;-1,812503;-2,67847;1,444611;4,517555;-3,047224;1,871855;-1,310057;0,1687555;4,1135;0,04479122;-1,256307;-3,530517;1,097301;-3,055309;4,698175;-0,6483383;3,776277;3,475056;0,4660873;1,547711
35|RandomParents|0,0168189|1,324655;-3,319617;1,431132;-3,908026;-2,38419;-1,417796;0,4058452;-0,1620488;-0,9622593;-1,150704;4,302189;-1,155049;-0,05689812;-2,588811;-2,547407;-2,370584;-0,7666426;-3,828177;-3,884773;3,125797;0,4745884;4,16922;1,388465;-4,503945;0,01191664;2,388748;-4,52244;-4,575438;-1,418081
36|TOP2|0,0158272|-1,780633;0,4039307;-0,8184881;-1,548324;-2,826753;-0,8928771;2,124239;-2,055781;0,674334;-2,9073;-3,850099;0,2554851;4,700729;-4,414014;2,38264;-2,25216;1,410062;1,573048;2,98584;-1,512681;4,267841;-2,761495;-1,243271;-1,392637;2,396513;-2,663793;-1,047621;1,754937;-4,388314
37|TOP2|0,01562147|-3,873549;-3,992269;-0,3820424;-2,909998;4,320343;-3,062161;-4,363751;2,761644;-1,670041;-0,7104845;-0,3426738;4,921806;3,523241;3,676748;0,5342298;2,395996;-3,197603;1,046086;-1,651674;4,365769;1,871291;3,366824;4,109664;2,033746;1,238652;1,302769;-1,742971;0,04403782;-4,9946
38|TOP2|0,01470232|-3,614186;-1,309746;3,763573;-3,123341;4,539653;0,1885219;4,926686;-1,529696;4,489732;4,447486;-2,716219;-2,312896;4,582738;1,232421;2,017897;-0,09078693;3,094073;-0,06550741;0,5413179;4,622156;1,310488;-0,8055906;-4,414433;1,483896;-4,492465;2,643721;3,952765;-4,737513;-4,244635
39|TotallyRandom|0,01463488|4,193964;-1,797125;4,537654;-2,571418;-3,663426;2,320814;-4,052821;4,910009;1,456417;-2,398276;-4,427759;4,489823;4,307427;3,886081;4,649464;3,863188;-4,259661;-4,666567;3,239666;-3,924923;1,133867;-1,616312;0,6655021;-3,608155;0,2596135;-3,918059;1,606281;-1,087837;-1,016716
40|TOP2|0,01367777|-3,972719;0,04625845;1,327625;-1,830031;4,258476;3,289899;0,3516035;-4,938997;-1,085523;3,098944;0,3035455;4,068341;4,731815;1,286674;-2,851168;-0,8857675;1,209421;0,4004474;2,840168;-1,785832;-2,313456;1,903733;0,185575;1,321306;-4,945326;-4,726686;1,421875;-3,964932;1,833774
41|TOP2|0,01366227|-2,536812;4,280968;-1,116628;3,480867;4,736929;0,9043365;0,7765059;-4,669608;0,09824228;0,2135892;1,877839;-4,908217;-4,771866;1,429918;-2,645001;-2,325118;-1,965382;4,206094;3,787106;2,342978;-4,602993;2,588067;-0,5749793;-1,687434;4,73052;-3,456949;-2,557264;-2,68547;2,255808
42|TOP2|0,01365437|0,8128519;4,110286;2,725345;-2,031279;4,571084;-3,679188;2,866149;-1,978683;2,07762;-3,515874;-1,868388;-3,790817;-3,480605;-2,110555;-0,3751583;3,581705;-1,000917;2,953182;4,099733;1,384296;2,230254;4,626465;-1,835491;-4,098907;-0,8394461;-4,768108;2,104178;-0,2418213;2,448077
43|RandomParents|0,01357952|1,6591;-1,631165;0,2906995;3,256954;2,806633;3,143478;0,2651687;2,228184;0,3172655;-4,780939;-1,162107;1,648384;-2,840823;-0,7047124;-4,224397;-2,473042;4,312401;3,988581;-0,5329437;4,236251;-3,956406;0,8425612;1,908778;-1,241097;-3,869808;0,4613514;4,802552;-4,753562;-4,103621
44|TOP2|0,01356079|-0,5040674;4,641074;4,088722;4,699401;-2,279673;-2,62361;-1,935101;2,617172;-0,9977202;2,707803;-2,228585;-4,951533;-2,427022;2,535915;0,5521135;-4,215931;-3,748131;2,284341;-4,588749;1,670148;2,598574;4,969461;2,118772;2,999405;-4,870782;-0,9428449;1,830268;2,997385;-3,048696
45|RandomParents|0,01355182|1,810217;-4,873132;2,512419;3,920959;2,397919;3,57997;3,184038;-3,891071;-1,54862;-4,588066;1,419093;0,8084755;-0,9259634;3,990507;-4,249715;1,039044;-3,416986;1,223999;-3,731009;-3,426543;3,858268;-0,4619818;1,004927;-4,80917;0,7303925;-4,014707;-0,03634024;-0,7645326;-3,947124
46|TOP2|0,01354785|-0,2260237;-3,477964;-4,717155;-1,168967;-2,960539;1,317549;4,987174;-2,195339;3,382329;3,679656;3,748804;-1,980808;3,093431;0,01918125;1,78951;-0,112359;3,320104;3,114073;2,309984;-3,492876;1,84313;-4,968282;-2,869195;2,856146;0,417295;2,148511;-1,50414;-2,826288;-0,0001211166
47|TOP2|0,01354431|3,343863;2,095009;-
