Generation: 1 | maxFitness: 0,2033141 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,2033141
7|TOP2|0,08831868|3,374568;-3,043575;1,550944;-4,598895;1,964218;-3,620759;1,222877;3,008713;2,191908;-4,540199;-4,249594;0,8264155;-3,928139;1,331886;-2,914587;4,057467;-1,639392;1,831093;2,421362;-3,545004;-1,247457;-3,831597;1,586145;-3,631464;-2,734703;4,585871;0,7610412;0,1037412;3,209667
8|TOP2|0,08691221|0,2778249;-0,6426234;-2,979727;-4,564812;-3,968526;-3,769831;4,097834;1,320002;-1,271634;1,159645;3,190308;0,7876759;-1,030268;2,964684;-3,669504;1,150766;3,060304;4,464495;-1,21651;-1,532094;-3,630954;2,336559;-4,532816;-4,606482;-3,707886;-3,857623;0,11378;-1,539125;0,1511388
9|TOP2|0,08307365|0,6598182;2,088042;-1,430475;3,596011;-1,248417;-0,3061266;3,08096;-3,407629;1,511557;-3,685806;-3,590045;-1,601322;-4,673763;-0,6430383;3,830908;-3,298725;0,4774909;1,020239;-3,669393;0,6324821;1,761151;-2,156662;0,9108357;-2,580465;-1,86454;2,314246;4,244916;3,490438;4,994018
10|TOP2|0,08056761|-2,643047;2,216663;3,240707;-1,877434;2,115886;3,691669;3,713816;-2,822034;-0,7547374;1,175;-4,188772;-3,630693;2,652173;4,742679;-0,894423;-2,060163;-4,001179;3,519816;-4,700656;0,6449838;0,97892;-4,135818;-3,999019;-2,836969;-3,901099;-1,997202;1,618176;-2,997228;4,476343
11|TOP2|0,07603756|2,124994;3,406104;-0,02769184;4,841333;-4,649952;-3,673817;0,586061;-3,215487;3,195425;-4,544721;-4,946913;-3,819565;4,986839;-2,634945;4,739309;0,8395987;3,092386;-2,753007;-4,35355;-2,164877;4,784379;0,5994921;0,08797216;4,352386;0,07749987;1,332248;-3,46031;4,949913;-1,623307
12|RandomParents|0,03990023|-1,862998;1,401106;-2,693762;-4,70028;1,234412;-2,327291;-3,509195;-1,112949;-0,8808594;-4,029366;1,140795;2,31272;-1,871655;-0,5584211;3,989955;-4,748393;-4,843338;-2,923461;-4,831124;0,8552165;1,563711;4,663085;-3,571451;0,9009008;2,527605;-0,7321949;-0,1468463;-4,932671;0,3534369
13|TOP2|0,0293423|0,3375335;1,591036;-4,973153;-4,794312;-3,668798;-3,467959;3,897691;3,881231;-1,545531;2,599752;-3,029352;-4,975438;1,515111;3,304403;-1,020301;4,254219;2,486122;0,3121419;-3,662703;4,490088;4,672789;0,857759;-4,935362;-0,08962584;-1,398311;3,113953;-3,487202;-3,481176;0,9469681
14|TOP2|0,0268854|0,2207594;3,354739;-4,098284;-4,820651;-0,6819825;2,346218;4,326615;0,4406767;2,43271;-0,3809624;0,2122636;3,920835;-1,183224;-4,442006;2,631165;-0,5561347;-2,135456;0,3413935;4,341657;-4,05703;2,068046;-1,547613;0,2026029;-4,38793;0,009326458;3,833979;-1,534678;-2,219438;-4,692949
15|TOP2|0,02486162|-2,819475;2,431484;-2,655373;0,4915981;4,005268;2,081418;2,313164;-4,609333;4,331532;-4,828445;2,351885;-2,263031;-1,492427;3,69075;0,8659821;2,730238;-0,2597313;3,28763;2,944737;-1,587772;-1,372846;-4,526883;2,782513;-4,804317;-3,781128;1,410593;3,523613;1,644765;3,956568
16|TotallyRandom|0,02385456|0,3388052;4,145401;2,80479;4,291422;1,230903;-1,333819;4,80796;-3,536135;1,364959;-0,9769278;1,28839;1,535909;2,579558;-0,1603656;4,251974;3,023069;2,276535;0,1191525;-0,9512501;-2,506709;-2,429997;-3,443661;-1,162226;1,148159;-0,4548688;-0,342731;-0,8907313;1,051267;-2,595321
17|TOP2|0,02366205|3,76901;-2,008222;3,988023;-0,8392067;-2,835556;-4,861593;2,091008;-2,018852;-4,23737;4,565744;1,373638;-1,1145;-2,161834;0,3251653;2,760345;-4,841211;0,4576402;0,5762429;-0,005000114;0,401773;-4,378128;3,883421;2,179771;4,895772;3,871951;-2,805338;-2,641096;2,712918;3,410245
18|TOP2|0,02337816|-2,94105;2,23379;-4,901538;-4,452522;3,843855;-0,8155112;1,019864;-4,191655;0,6218691;-4,492743;-3,245262;-0,5825515;3,768239;-4,837711;4,23023;4,084918;-4,389901;-3,809222;-0,5434914;3,498501;-1,755474;0,5658846;4,715767;4,147272;3,292856;-2,243057;-2,495691;-1,440641;-0,9359236
19|RandomParents|0,02276276|-1,061857;3,513373;-4,34689;-2,951919;-4,242189;-4,219896;3,031322;3,651178;2,882617;-3,591566;-2,308612;3,868771;3,191041;4,638824;0,05809736;-0,5343227;-0,2108474;0,126533;-1,804218;1,306595;3,503735;-3,858049;-4,67966;4,928574;-0,8010645;-1,503024;-0,5211453;-1,731905;1,378833
20|TOP2|0,02239641|-0,03341722;4,780706;3,479035;-3,2619;4,29639;-2,764754;-2,91425;0,2017398;-3,927449;4,993792;2,567153;2,786528;-3,086977;2,152124;-2,414923;3,827888;-1,932516;-2,949362;-3,359672;3,810146;-3,602533;-0,4370375;1,124548;1,692404;4,552696;-0,5803065;-4,377681;-2,075019;-4,862031
21|TOP2|0,02172253|-3,979522;1,876024;4,204229;-2,320979;0,5171375;0,3294115;-2,895483;-3,90159;1,090898;-4,069095;-3,527071;0,8089705;1,203565;-3,482101;-3,398005;-2,454128;-2,315901;0,2691693;0,09275723;0,8327622;3,737215;1,649199;-1,041317;-4,184445;2,008184;3,668156;2,807384;-0,5221276;-1,215426
22|TOP2|0,01766127|-2,8843;-4,336304;-0,515161;-2,627077;0,7579451;-2,107747;-1,87747;2,914252;-2,817965;1,389357;-4,116541;-0,7242756;-1,251685;-4,67872;-2,272835;0,7615499;1,863026;3,881481;-4,528471;-4,523314;0,4300995;1,079111;1,055719;2,284241;-4,730767;0,5804224;2,266963;-0,5871539;2,660881
23|TOP2|0,01685816|-0,7020764;-1,258051;2,725578;2,228023;-3,489494;-0,6245656;-3,992394;-4,081316;0,963356;-4,527939;-0,5504866;-4,81427;0,9343643;-3,193424;4,745447;-1,331334;-3,175762;0,2843647;0,9617214;-1,658047;0,3600736;2,014521;4,024975;-0,7781367;-3,059482;1,65611;-3,708618;0,1787834;3,872243
24|TOP2|0,01523603|4,122624;0,9012895;-3,499074;1,408411;-0,3119569;-1,449762;-0,8298211;0,06201792;-0,8703918;3,382709;-2,645763;-0,9522338;0,7193871;2,775066;1,706688;1,478636;1,048514;-4,949564;0,03953743;-1,851438;1,56244;-4,308903;0,8741956;3,360944;2,236065;-1,275756;1,696546;-2,965721;2,51109
25|TOP2|0,01502618|-4,632569;-2,829833;2,140697;-2,196661;-3,031106;-0,1575012;-4,481706;0,07934284;2,981534;1,960189;-3,886475;-4,685954;3,357212;0,716464;-2,106707;2,558414;-3,500265;-0,4308324;0,9352465;-0,146708;-1,363241;-4,887644;4,17642;1,6523;-4,42119;2,029258;3,22604;2,670887;-2,037545
26|TotallyRandom|0,0147658|0,1947494;-4,415009;-3,821368;1,374906;3,509148;-2,886118;-9,822845E-05;-1,686027;-1,783251;1,867359;3,800883;3,828289;0,5551176;0,9522729;-4,368187;2,03363;-3,857368;3,596966;3,336308;-4,435835;2,308348;3,535546;-0,02927494;-3,733439;1,959244;4,629611;-0,5865245;2,1198;-2,679476
27|TOP2|0,01459281|1,355843;1,393039;-2,757024;-2,716281;4,954166;1,841228;-4,629032;2,813404;3,064867;-0,7551723;3,382953;1,805218;-4,759312;3,481759;0,2239079;-2,102897;4,252796;-0,5646687;-2,623821;4,390841;4,03236;4,099788;-0,4954391;-2,227152;-3,503096;-4,55999;4,801413;2,521027;-1,023676
28|TOP2|0,01459001|2,729588;-1,727117;0,2334995;1,670528;3,326005;-2,668847;4,143898;-3,466418;0,7781081;0,5747004;0,5724435;0,3838844;-1,509492;4,632788;2,579294;-3,347157;0,9709878;3,083323;3,414482;-3,006743;-4,247791;2,129829;-3,699426;-1,746741;1,038256;3,797052;3,55372;-0,2839727;1,979128
29|TOP2|0,0145887|-3,698472;1,295303;4,292646;-0,05497742;1,792375;2,601236;-3,36256;1,946597;1,405157;-0,3257294;4,777939;1,630597;1,358197;-2,233727;2,199131;-2,885145;-2,560087;-4,398157;3,263699;2,843527;1,228175;-1,011377;1,375871;0,7683616;2,531151;2,163425;4,94071;-1,395157;3,902328
30|TOP2|0,01458411|4,348926;-4,386679;0,2046852;-2,013976;-0,05129147;1,606172;2,905033;1,149269;3,112041;1,262159;0,1376243;4,82092;1,200121;-0,9350209;-3,114887;2,565657;-1,876328;-3,359701;2,320837;2,97509;4,991645;1,219854;3,412505;-4,386366;2,283404;4,26346;4,691386;2,021151;-0,8029695
31|TOP2|0,01458381|4,737438;3,240756;3,648697;-1,245157;-1,654036;2,796196;0,8147664;4,859799;2,143304;4,767601;3,646;-0,2182479;-1,803982;4,02947;-4,126211;-3,114855;4,542474;1,887387;4,286592;3,092723;4,718684;-1,095284;-1,972056;2,363627;0,3490157;-2,230358;3,991307;3,70976;3,775349
32|TotallyRandom|0,01329416|-1,894727;3,076293;-1,478951;0,9216852;-2,15643;0,6075459;-4,778667;-3,762282;-3,869288;-2,253265;0,5033331;-3,499521;-0,7655649;-2,051236;0,8627539;-3,718431;4,409732;4,2014;3,911357;3,380232;3,01214;-0,5968075;-1,191276;0,3658171;-2,172763;3,577898;-4,671515;3,516832;-3,050967
33|TOP2|0,01295665|1,417704;-3,782712;-3,250556;-2,140124;4,445158;1,898532;0,06314087;-1,389685;-4,843835;-0,1726909;-3,916444;0,3042669;4,425889;2,085179;3,032367;-4,190844;-1,966751;-4,565491;-3,914888;3,117998;-0,5111866;4,939518;-3,983564;-2,856038;1,001049;-1,576128;-0,1167207;-0,4211183;-2,36705
34|TOP2|0,01289912|-3,803185;3,884676;-2,024371;-0,4817362;-2,197549;-4,204676;-2,67753;-3,741051;2,722601;-4,258498;0,1517944;-0,006373405;-4,929334;-2,562191;2,202938;-2,943935;-3,585478;-4,421526;0,5409317;-4,482069;3,296753;2,438905;-1,937789;2,132158;-1,78111;-2,741188;-0,174592;4,177737;-4,806356
35|TOP2|0,01201011|-4,366255;4,007441;-3,195753;-3,397955;-0,6460519;1,240007;0,6378942;0,9526749;1,588956;1,541133;4,654043;3,00478;0,6010561;-4,254333;-1,092387;-4,761871;3,840391;3,810766;0,2351637;-0,6582217;3,633352;1,635069;-1,51791;1,941538;-4,406213;3,195963;-3,262484;-0,2827258;-4,11954
36|TotallyRandom|0,01198818|0,4964285;2,61258;1,212141;-3,30076;2,229614;-0,6072526;1,35606;3,157041;-1,598076;2,069373;-1,072846;2,604163;-3,220918;0,9565253;0,6684237;-3,533137;1,850567;1,462266;-3,098871;-4,427698;3,336134;-3,187078;4,882143;2,502357;-3,398787;0,6155519;-0,3246398;2,771688;-2,676224
37|RandomParents|0,01197676|1,395563;3,798265;-4,884031;-1,27007;3,75888;-2,954021;2,967495;4,490728;-0,7093244;0,9577818;0,237648;-3,616628;1,567851;-4,919708;-2,592652;0,5839939;4,81145;-4,20723;-1,63827;0,8577223;4,957534;1,190911;-3,98237;-0,7401581;-1,957241;-0,6884379;-3,559608;-1,357576;-1,837584
38|TOP2|0,01190425|-2,444243;3,018082;-0,6445198;-2,413257;-0,8135266;-2,269295;-4,523544;-0,6916518;-3,191523;-0,4494829;2,629292;2,212887;-1,042986;0,2487059;-3,233552;4,200798;4,00851;-1,794782;4,632145;2,322023;-1,704174;-0,4719419;2,614627;0,8943529;-2,916614;3,110175;0,04119587;-3,130157;3,163794
39|TOP2|0,01188014|2,836542;0,0951786;-1,622904;-3,679515;-1,442104;-4,028757;-1,203359;0,9005613;0,6404881;4,46957;-2,433791;-0,2627749;0,9466701;3,77063;-2,514367;-4,107418;0,2211313;1,404395;-2,721601;3,376604;2,381854;-3,259736;2,889252;-3,29932;-4,573727;-1,715611;4,154263;0,1658411;-4,976644
40|TOP2|0,01170187|0,2855425;-4,933462;-4,010921;4,510473;3,840351;-2,439547;4,667773;0,7042522;4,983995;3,217197;-0,7800345;4,988452;3,445484;3,01216;1,209933;3,814716;2,870398;4,650733;3,966203;2,044442;1,738392;1,945482;2,442335;4,983112;-3,913166;2,346224;4,063087;-3,226116;-1,504094
41|TOP2|0,01120599|3,189514;4,479689;3,939678;0,9698062;-1,956238;-2,031121;2,812871;-4,367147;-1,338882;-2,851145;-0,2853818;2,942662;2,111849;1,05405;-4,482113;-2,74356;-2,276409;0,7493181;1,456209;-1,100226;-1,399889;-2,918584;-0,2516775;-4,869837;0,8754449;-2,219283;-4,467479;2,614499;0,7978768
42|TOP2|0,01118035|0,96767;4,721445;-3,587768;0,8548861;-2,170836;-1,004081;-4,159777;-1,914537;-2,804369;0,9560771;2,484955;-1,78264;3,800403;-1,654994;1,144376;-4,571154;-3,706942;-4,437223;4,871358;2,122915;3,303224;4,181229;2,81782;-0,6276207;-3,963825;-3,096967;-4,474752;-1,145261;3,625441
43|TOP2|0,01117051|0,7502632;-4,28729;4,009267;-2,774179;-4,39328;0,6452127;2,377505;0,4459243;-4,682208;-2,279203;3,016661;4,562588;3,841231;4,05487;4,851005;0,5081744;2,495531;2,186301;4,643261;-0,2534013;2,852294;2,883534;4,35585;4,441925;3,206635;1,703274;-4,748088;-0,5630212;-3,454303
44|RandomParents|0,01116449|1,487945;0,9953766;-4,280715;3,063922;1,541989;0,5908341;2,875988;2,609879;-0,6492858;-4,591779;0,9159632;-1,279302;2,955499;-1,257157;0,6811934;3,265519;-4,142014;-0,02337503;-2,744067;-1,50801;-1,112558;-3,27345;-3,096448;3,91676;0,28302;-3,269642;-1,019555;-0,8059425;1,127414
45|RandomParents|0,01116025|0,5260797;2,51922;1,824351;-0,2662559;-0,1591296;4,472911;-3,497244;2,328773;3,277863;-4,657229;4,448591;-3,508293;-1,7748;4,382101;3,883087;-3,732987;3,209572;3,184634;-3,818171;-2,705584;0,3459601;3,361231;1,598904;4,009875;-3,323151;-4,371743;-0,0811882;1,234954;1,96365
46|TOP2|0,01116012|-0,5027146;-3,418927;-0,4962425;1,316323;-0,4828138;3,575264;-2,387755;2,717006;4,21059;3,999144;-4,805884;2,233877;3,649486;-4,935024;3,552044;-3,912995;-3,290375;0,1632781;3,387017;-2,713521;-2,694662;-3,207557;0,2655883;1,930857;-4,98209;-3,706251;-0,7958384;-4,429818;3,893805
47|TOP2|0,01115867|3,666711;4,86
